k,order,dist,cost_polyanya,cost_ki,cost_hi,cost_hi2,h_cost,h_cost2,vnum,gen_poly,push_poly,gen_ki,push_ki,prune_ki,gen_hi,push_hi,prune_hi,hcall,reevaluate,gen_hi2,push_hi2,prune_hi2,hcall2,reevaluate2,precost,gen_pre,edgecnt,damcnt,pts,polys
9,9,54188.4,34448.7,329300,290441,242696,245771,190863,69,67303,65357,311733,306299,31763,37136,43130,1107,38884,0,37134,43129,1106,31200,7063,377647,378029,158601,345983,10,6974
9,9,84630.9,44389.9,413781,417211,350828,353871,276525,84,99150,96264,392890,386776,39047,50380,62743,1919,57519,0,50380,62743,1919,48756,13808,377647,378029,158601,345983,10,6974
9,9,64978,28162.3,354468,297881,279093,235828,201838,72,64577,62709,349006,343223,34497,54057,59124,1734,53404,0,54057,59124,1734,46064,6594,377647,378029,158601,345983,10,6974
9,9,81767.2,56791.4,390853,384152,323820,324081,254475,103,115724,112645,375238,369297,36374,47190,58053,1570,53109,0,47190,58053,1570,44589,12126,377647,378029,158601,345983,10,6974
9,9,89663.4,80413.1,355184,606968,533459,516300,431320,56,158631,154569,371695,366084,36375,67354,83561,2274,76304,0,67354,83561,2274,67109,17939,377647,378029,158601,345983,10,6974
9,9,89268.8,49469.2,378234,420134,362451,349128,279607,37,103305,100377,382596,376836,37682,57386,70122,1971,64030,0,57386,70122,1971,55245,14370,377647,378029,158601,345983,10,6974
9,9,61149.5,33284.9,284248,226149,188089,186204,144086,86,70545,68554,306795,301538,30334,34016,38772,1006,34936,0,34016,38772,1006,28275,5718,377647,378029,158601,345983,10,6974
9,9,92735.7,94233.5,383652,529001,470522,449850,380441,114,169308,164884,389419,383672,37717,61207,76588,2252,70116,0,61207,76588,2252,62421,17031,377647,378029,158601,345983,10,6974
9,9,91238.1,74628.5,371580,601318,524794,507571,422360,79,155623,151518,390650,384797,37913,66164,81777,2591,74824,0,66164,81774,2591,66524,17321,377647,378029,158601,345983,10,6974
9,9,69395.6,30487.8,309561,364184,316105,305096,250060,18,70551,68517,330374,324885,32191,48117,56470,1498,51310,0,48117,56470,1498,44974,9743,377647,378029,158601,345983,10,6974
9,9,89987.1,82037.9,370788,463084,421949,390283,335140,81,153863,149855,382116,376359,36797,56338,70868,1981,64894,0,56338,70868,1981,57128,16073,377647,378029,158601,345983,10,6974
9,9,72033.5,48958.6,345731,272690,212396,233312,169039,96,92479,89936,355137,349330,35029,31462,40160,1010,36646,0,31460,40154,1010,29417,9611,377647,378029,158601,345983,10,6974
9,9,77437.7,50327.3,324257,473550,442498,401631,358423,99,111237,108151,346552,340998,34778,57964,69329,2059,63215,0,57964,69329,2059,56658,12967,377647,378029,158601,345983,10,6974
9,9,59040.5,36249.9,310890,218941,199588,181789,152518,79,67897,66055,317575,312105,32254,30362,36202,854,32759,0,30362,36202,854,26448,6704,377647,378029,158601,345983,10,6974
9,9,86834.1,71836.2,356269,534464,486114,447264,388336,64,142706,139040,370840,365168,36303,61031,75323,2059,68670,0,61031,75323,2059,60065,15886,377647,378029,158601,345983,10,6974
9,9,74171.2,45676.4,340296,519016,441069,439032,351280,96,105321,102355,346706,341007,34760,61589,72944,2128,66371,0,61589,72944,2128,59356,13052,377647,378029,158601,345983,10,6974
9,9,79102.7,55789.5,316137,371366,345985,311720,276509,94,113266,110233,335695,330480,33282,48848,57391,1518,51947,0,48848,57391,1518,45754,9890,377647,378029,158601,345983,10,6974
9,9,77260.2,62158.8,339327,337242,302364,278789,236102,72,116617,113532,349165,343584,34232,46024,55399,1421,50516,0,46024,55399,1421,42970,10655,377647,378029,158601,345983,10,6974
