K,dist,cost_ki,cost_hi,h_cost,vnum,gen_ki,push_ki,pop_ki,prune_ki,suc_call_ki,gen_hi,push_hi,pop_hi,prune_hi,suc_call_hi,reevaluate,density
4,18393.5,164376,93022.1,73152,28,3646,196300,186284,20869,1139395,483,17761,15424,582,57365,2460,0.0008967
4,31267.4,164376,93022.1,73152,37,3646,196300,186284,20869,1139395,483,17761,15424,582,57365,2460,0.0008967
4,47967.1,164376,93022.1,73152,52,3646,196300,186284,20869,1139395,483,17761,15424,582,57365,2460,0.0008967
4,68841.1,164376,93022.1,73152,54,3646,196300,186284,20869,1139395,483,17761,15424,582,57365,2460,0.0008967
4,14414.4,132545,48873.4,38158,9,3255,162366,152897,16617,836548,341,11279,9359,310,31532,1304,0.0008967
4,23454.9,132545,48873.4,38158,28,3255,162366,152897,16617,836548,341,11279,9359,310,31532,1304,0.0008967
4,29007.8,132545,48873.4,38158,28,3255,162366,152897,16617,836548,341,11279,9359,310,31532,1304,0.0008967
4,48443.3,132545,48873.4,38158,53,3255,162366,152897,16617,836548,341,11279,9359,310,31532,1304,0.0008967
4,39523.6,140300,106876,86684,32,3590,178578,168844,18698,962958,569,20563,17282,488,60977,2637,0.0008967
4,49306.4,140300,106876,86684,46,3590,178578,168844,18698,962958,569,20563,17282,488,60977,2637,0.0008967
4,51764.1,140300,106876,86684,11,3590,178578,168844,18698,962958,569,20563,17282,488,60977,2637,0.0008967
4,54000.5,140300,106876,86684,34,3590,178578,168844,18698,962958,569,20563,17282,488,60977,2637,0.0008967
4,10697.1,116067,55304.9,42329,10,2927,156440,147572,16602,849180,409,13427,11179,433,40598,1274,0.0008967
4,20988.8,116067,55304.9,42329,15,2927,156440,147572,16602,849180,409,13427,11179,433,40598,1274,0.0008967
4,38237.4,116067,55304.9,42329,25,2927,156440,147572,16602,849180,409,13427,11179,433,40598,1274,0.0008967
4,59328.7,116067,55304.9,42329,63,2927,156440,147572,16602,849180,409,13427,11179,433,40598,1274,0.0008967
4,9506.38,99408.7,21824.2,17764,11,2940,136334,126315,13557,657950,153,4726,3807,46,9888,956,0.0008967
4,22105.1,99408.7,21824.2,17764,16,2940,136334,126315,13557,657950,153,4726,3807,46,9888,956,0.0008967
4,30953,99408.7,21824.2,17764,13,2940,136334,126315,13557,657950,153,4726,3807,46,9888,956,0.0008967
4,42923.6,99408.7,21824.2,17764,17,2940,136334,126315,13557,657950,153,4726,3807,46,9888,956,0.0008967
4,25596.9,170014,63407.4,50151,4,4033,202643,189412,20905,1013145,382,14198,11827,289,39135,1982,0.0008967
4,29259,170014,63407.4,50151,31,4033,202643,189412,20905,1013145,382,14198,11827,289,39135,1982,0.0008967
4,46094.6,170014,63407.4,50151,42,4033,202643,189412,20905,1013145,382,14198,11827,289,39135,1982,0.0008967
4,49607.3,170014,63407.4,50151,34,4033,202643,189412,20905,1013145,382,14198,11827,289,39135,1982,0.0008967
4,21633.5,251697,267333,210509,30,4604,275491,265366,28858,1718649,1229,51937,45378,2113,183207,6805,0.0008967
4,73195.7,251697,267333,210509,83,4604,275491,265366,28858,1718649,1229,51937,45378,2113,183207,6805,0.0008967
4,82203.3,251697,267333,210509,110,4604,275491,265366,28858,1718649,1229,51937,45378,2113,183207,6805,0.0008967
4,86573.4,251697,267333,210509,72,4604,275491,265366,28858,1718649,1229,51937,45378,2113,183207,6805,0.0008967
4,16645.5,116892,52430.4,42395,16,3216,154075,144183,15725,760855,319,10558,8734,229,27123,1461,0.0008967
4,20509.2,116892,52430.4,42395,23,3216,154075,144183,15725,760855,319,10558,8734,229,27123,1461,0.0008967
4,33451.6,116892,52430.4,42395,27,3216,154075,144183,15725,760855,319,10558,8734,229,27123,1461,0.0008967
4,45435.3,116892,52430.4,42395,48,3216,154075,144183,15725,760855,319,10558,8734,229,27123,1461,0.0008967
4,30702.6,195452,132981,104510,20,4021,234915,223431,24407,1432796,686,27738,24407,919,97755,4217,0.0008967
4,46239.1,195452,132981,104510,37,4021,234915,223431,24407,1432796,686,27738,24407,919,97755,4217,0.0008967
4,62976.4,195452,132981,104510,46,4021,234915,223431,24407,1432796,686,27738,24407,919,97755,4217,0.0008967
4,83682,195452,132981,104510,52,4021,234915,223431,24407,1432796,686,27738,24407,919,97755,4217,0.0008967
4,43425.7,181156,171947,135431,6,3595,213263,203359,21821,1249913,859,35301,30270,969,108501,4312,0.0008967
4,51019.7,181156,171947,135431,41,3595,213263,203359,21821,1249913,859,35301,30270,969,108501,4312,0.0008967
4,63425.6,181156,171947,135431,66,3595,213263,203359,21821,1249913,859,35301,30270,969,108501,4312,0.0008967
4,76296.6,181156,171947,135431,68,3595,213263,203359,21821,1249913,859,35301,30270,969,108501,4312,0.0008967
4,37323.6,157461,93356.4,77196,20,3781,194776,184565,20215,1091720,491,17348,14419,305,42561,3441,0.0008967
4,42886.7,157461,93356.4,77196,47,3781,194776,184565,20215,1091720,491,17348,14419,305,42561,3441,0.0008967
4,51811.1,157461,93356.4,77196,20,3781,194776,184565,20215,1091720,491,17348,14419,305,42561,3441,0.0008967
4,59780.5,157461,93356.4,77196,16,3781,194776,184565,20215,1091720,491,17348,14419,305,42561,3441,0.0008967
4,15521.3,37520.3,32839.4,26317,17,1430,62428,57447,6448,285466,249,7594,6135,167,18221,1144,0.0008967
4,17186.8,37520.3,32839.4,26317,22,1430,62428,57447,6448,285466,249,7594,6135,167,18221,1144,0.0008967
4,24169.2,37520.3,32839.4,26317,27,1430,62428,57447,6448,285466,249,7594,6135,167,18221,1144,0.0008967
4,34005.2,37520.3,32839.4,26317,34,1430,62428,57447,6448,285466,249,7594,6135,167,18221,1144,0.0008967
4,21618.9,244230,137762,111919,28,4789,276091,266352,28624,1663965,727,26802,22655,639,77541,4955,0.0008967
4,60130.1,244230,137762,111919,44,4789,276091,266352,28624,1663965,727,26802,22655,639,77541,4955,0.0008967
4,64601.7,244230,137762,111919,66,4789,276091,266352,28624,1663965,727,26802,22655,639,77541,4955,0.0008967
4,77313.4,244230,137762,111919,13,4789,276091,266352,28624,1663965,727,26802,22655,639,77541,4955,0.0008967
4,22175.1,151680,53151.6,42659,29,3717,195563,185347,20835,1104672,322,11577,9736,332,31025,2271,0.0008967
4,25360.6,151680,53151.6,42659,11,3717,195563,185347,20835,1104672,322,11577,9736,332,31025,2271,0.0008967
4,42299.7,151680,53151.6,42659,17,3717,195563,185347,20835,1104672,322,11577,9736,332,31025,2271,0.0008967
4,63534,151680,53151.6,42659,22,3717,195563,185347,20835,1104672,322,11577,9736,332,31025,2271,0.0008967
4,39178.6,203288,270618,210186,47,4225,242663,232405,25141,1469761,1307,53802,46987,2024,195664,5831,0.0008967
4,67033.4,203288,270618,210186,72,4225,242663,232405,25141,1469761,1307,53802,46987,2024,195664,5831,0.0008967
4,77911.1,203288,270618,210186,70,4225,242663,232405,25141,1469761,1307,53802,46987,2024,195664,5831,0.0008967
4,80550.4,203288,270618,210186,72,4225,242663,232405,25141,1469761,1307,53802,46987,2024,195664,5831,0.0008967
4,5040.5,297668,282171,222926,7,4834,300260,290880,30710,1923644,1280,55215,48666,1994,203602,7874,0.0008967
4,80717.9,297668,282171,222926,71,4834,300260,290880,30710,1923644,1280,55215,48666,1994,203602,7874,0.0008967
4,86394.6,297668,282171,222926,85,4834,300260,290880,30710,1923644,1280,55215,48666,1994,203602,7874,0.0008967
4,96131.6,297668,282171,222926,61,4834,300260,290880,30710,1923644,1280,55215,48666,1994,203602,7874,0.0008967
4,19752,267470,367515,289502,10,4638,298672,288315,30037,1935774,1551,68584,60696,2873,256107,8901,0.0008967
4,87518.8,267470,367515,289502,92,4638,298672,288315,30037,1935774,1551,68584,60696,2873,256107,8901,0.0008967
4,95539.2,267470,367515,289502,126,4638,298672,288315,30037,1935774,1551,68584,60696,2873,256107,8901,0.0008967
4,100812,267470,367515,289502,87,4638,298672,288315,30037,1935774,1551,68584,60696,2873,256107,8901,0.0008967
4,44578.8,173130,123384,99293,59,3837,211598,201223,22493,1244985,677,24772,21023,640,70799,3848,0.0008967
