         k,      dist,      rank,  max_rank,      vnum, cost_edbt,  gen_edbt,  cost_ki0,   gen_ki0,   cost_ki,    gen_ki, cost_poly,  gen_poly,  cost_ffp,   gen_ffp,   cost_hi,    gen_hi,     hcost,     hcall,    hreuse,reevaluate,  cost_hi2,   gen_hi2,    hcost2,    hcall2,   hreuse2,   cost_fi,    gen_fi,  cost_pre,   gen_pre,   edgecnt,  fencecnt,    keycnt,      miss,false_retrieval,       pts,     polys
         1,   21059.5,         1,         1,        17,         0,         0,    137004,    248043,   15206.1,     28036,     618.3,      1719,   458.671,      1719,   22978.9,      1723,     21493,      1472,       186,         0,     22424,      1723,     21059,      1472,       186,    96.968,       122,    423794,    416765,    188905,    377935,    134320,         0,         0,        12,      8385
         1,   24141.5,         1,         1,        33,         0,         0,    205206,    381998,     34825,     59275,   858.857,      2711,   749.256,      2711,   36790.2,      2713,     34210,      2260,       349,         0,   35871.3,      2713,     33411,      2260,       349,   154.988,       169,    423794,    416765,    188905,    377935,    134320,         0,         0,        12,      8385
         1,     26529,         1,         1,        43,         0,         0,    145098,    321909,     22742,     41839,   1199.81,      2778,    1351.1,      2778,   37969.4,      2779,     35240,      2357,       331,         0,   37599.6,      2779,     35125,      2357,       331,   224.002,       209,    423794,    416765,    188905,    377935,    134320,         0,         0,        12,      8385
         1,   5812.87,         1,         1,         6,         0,         0,   9403.61,     28096,   731.174,      2283,    13.604,        51,     7.976,        51,   640.279,        54,       598,        41,         5,         0,   596.021,        54,       560,        41,         5,    20.518,        32,    423794,    416765,    188905,    377935,    134320,         0,         0,        12,      8385
         1,   23523.5,         1,         1,        13,         0,         0,   93185.9,    225785,   13154.8,     25915,   337.122,      1251,   308.975,      1251,   16476.1,      1255,     15470,      1050,       167,         0,   16162.1,      1255,     15216,      1050,       167,   114.339,       155,    423794,    416765,    188905,    377935,    134320,         0,         0,        12,      8385
         1,   6132.25,         1,         1,        10,         0,         0,   9825.25,     30534,   851.217,      2830,    42.055,       175,    32.066,       175,   2194.55,       180,      2061,       145,        22,         0,   2225.47,       180,      2093,       145,        22,    30.103,        42,    423794,    416765,    188905,    377935,    134320,         0,         0,        12,      8385
         1,   6262.32,         1,         1,         9,         0,         0,    9054.9,     32084,   884.449,      2825,    25.333,       106,    17.115,       106,   1323.61,       110,      1245,        82,        15,         0,   1256.09,       110,      1180,        82,        15,    24.634,        37,    423794,    416765,    188905,    377935,    134320,         0,         0,        12,      8385
         1,   2418.63,         1,         1,         6,         0,         0,    2079.1,      6112,    77.061,       285,     9.451,        39,     4.926,        39,   472.193,        41,       445,        28,         5,         0,   459.924,        41,       435,        28,         5,    15.456,        30,    423794,    416765,    188905,    377935,    134320,         0,         0,        12,      8385
         1,   20106.2,         1,         1,         9,         0,         0,   79033.4,    179981,     10219,     20355,    183.52,       754,   160.717,       754,   10209.7,       758,      9593,       634,       101,         0,   11447.9,       758,     10874,       634,       101,    86.924,       106,    423794,    416765,    188905,    377935,    134320,         0,         0,        12,      8385
         1,    9840.4,         1,         1,         6,         0,         0,   23462.8,     69762,   2842.44,      7240,    41.502,       190,    31.073,       190,   2273.19,       192,      2132,       152,        26,         0,   2259.53,       192,      2128,       152,        26,    45.381,        67,    423794,    416765,    188905,    377935,    134320,         0,         0,        12,      8385
         1,   16959.8,         1,         1,        13,         0,         0,   94181.8,    209074,   13691.1,     28547,    206.56,       794,   181.858,       794,   10685.4,       794,     10067,       664,       104,         0,   10930.2,       794,     10302,       664,       104,        89,       105,    423794,    416765,    188905,    377935,    134320,         0,         0,        12,      8385
         1,   18690.2,         1,         1,        20,         0,         0,    118278,    253198,     17286,     35774,   146.326,       604,   125.361,       604,   7726.33,       606,      7219,       501,        78,         0,    7854.8,       606,      7387,       501,        78,    91.229,       119,    423794,    416765,    188905,    377935,    134320,         0,         0,        12,      8385
         1,   53852.3,         1,         1,        78,         0,         0,    523255,    866280,   82325.3,    120596,   6198.22,     14416,   5409.31,     14416,    201084,     14418,    185530,     12584,      1417,         0,    198467,     14418,    183747,     12584,      1417,    280.69,       363,    423794,    416765,    188905,    377935,    134320,         0,         0,        12,      8385
         1,   30428.5,         1,         1,        25,         0,         0,    197551,    432780,   27006.9,     51570,   1104.64,      3562,   1026.37,      3562,   49042.8,      3564,     45705,      3018,       435,         0,   51043.6,      3564,     47658,      3018,       435,   175.939,       208,    423794,    416765,    188905,    377935,    134320,         0,         0,        12,      8385
         1,   19051.5,         1,         1,        21,         0,         0,    117407,    258118,   17656.2,     37341,   387.406,      1401,   359.929,      1401,   18760.3,      1403,     17595,      1183,       171,         0,   18210.1,      1403,     17144,      1183,       171,   103.846,       126,    423794,    416765,    188905,    377935,    134320,         0,         0,        12,      8385
         1,   11618.2,         1,         1,         8,         0,         0,     34651,     92919,   4829.67,     11186,     71.27,       291,    59.422,       291,   3639.58,       289,      3417,       234,        43,         0,   3707.44,       289,      3481,       234,        43,    57.761,        77,    423794,    416765,    188905,    377935,    134320,         0,         0,        12,      8385
         1,   27377.4,         1,         1,        27,         0,         0,    177159,    369968,   25723.7,     48949,   837.159,      2679,   739.523,      2679,   36031.8,      2681,     33671,      2283,       310,         0,     35861,      2681,     33616,      2283,       310,   192.251,       173,    423794,    416765,    188905,    377935,    134320,         0,         0,        12,      8385
         1,   33650.1,         1,         1,        45,         0,         0,    285607,    504953,     55354,     87083,   1737.71,      5110,   1542.63,      5110,   68953.4,      5112,     64062,      4359,       594,         0,   68455.8,      5112,     63875,      4359,       594,   195.892,       240,    423794,    416765,    188905,    377935,    134320,         0,         0,        12,      8385
         1,   13994.9,         1,         1,         9,         0,         0,   58645.9,    139829,    7366.9,     16935,    90.316,       384,    76.062,       384,   4893.07,       388,      4623,       317,        45,         0,   4742.15,       388,      4484,       317,        45,    64.232,        91,    423794,    416765,    188905,    377935,    134320,         0,         0,        12,      8385
         1,   39802.1,         1,         1,        14,         0,         0,    376489,    721277,   59582.9,     99424,   530.201,      2012,   486.848,      2012,   26233.1,      2014,     24464,      1671,       261,         0,   26025.8,      2014,     24374,      1671,       261,   177.435,       235,    423794,    416765,    188905,    377935,    134320,         0,         0,        12,      8385
         1,   20312.3,         1,         1,        24,         0,         0,   80451.4,    197196,   11071.7,     22397,   652.821,      2061,   566.857,      2061,   27190.7,      2063,     25486,      1751,       242,         0,     27194,      2063,     25505,      1751,       242,   116.106,       140,    423794,    416765,    188905,    377935,    134320,         0,         0,        12,      8385
         1,   39570.1,         1,         1,        16,         0,         0,    335862,    617164,   56550.4,     91300,   4431.59,     11953,   3994.72,     11953,     39108,      2925,     36597,      2497,       323,         0,   39224.7,      2925,     36907,      2497,       323,   162.595,       220,    423794,    416765,    188905,    377935,    134320,         0,         0,        12,      8385
         1,   14595.9,         1,         1,        11,         0,         0,   55719.8,    127787,   6801.73,     15515,   170.935,       628,   147.955,       628,   9244.75,       631,      8697,       516,        87,         0,      8234,       631,      7729,       516,        87,    68.139,        84,    423794,    416765,    188905,    377935,    134320,         0,         0,        12,      8385
         1,   13481.8,         1,         1,         6,         0,         0,   52022.4,    135507,   6449.66,     15946,   111.325,       455,    95.057,       455,   5918.11,       457,      5546,       377,        57,         0,   6059.34,       457,      5696,       377,        57,    65.666,        90,    423794,    416765,    188905,    377935,    134320,         0,         0,        12,      8385
         1,   30417.8,         1,         1,        46,         0,         0,    282863,    525249,   51261.4,     89207,   1178.75,      3759,   1118.33,      3759,   50876.9,      3761,     47332,      3206,       420,         0,     50430,      3761,     47053,      3206,       420,     164.9,       211,    423794,    416765,    188905,    377935,    134320,         0,         0,        12,      8385
         1,   7379.52,         1,         1,        13,         0,         0,   12361.6,     36980,   1282.75,      3683,    60.718,       246,    47.789,       246,   3026.97,       250,      2832,       201,        30,         0,    3008.4,       250,      2817,       201,        30,    41.343,        62,    423794,    416765,    188905,    377935,    134320,         0,         0,        12,      8385
         1,   13304.5,         1,         1,        22,         0,         0,   54490.2,    133977,   6587.33,     15680,   184.372,       641,   162.118,       641,   8220.52,       643,      7699,       527,        82,         0,   8174.87,       643,      7670,       527,        82,    85.577,       104,    423794,    416765,    188905,    377935,    134320,         0,         0,        12,      8385
         1,     12771,         1,         1,        16,         0,         0,   48526.4,    121576,   5753.69,     14006,   116.193,       461,    98.563,       461,    6159.2,       465,      5790,       386,        54,         0,   6083.45,       465,      5726,       386,        54,    76.783,        97,    423794,    416765,    188905,    377935,    134320,         0,         0,        12,      8385
         1,   18040.6,         1,         1,        18,         0,         0,   69657.1,    173983,   8749.56,     19977,   332.811,      1249,   313.039,      1249,     16774,      1254,     15698,      1069,       147,         0,   16699.4,      1254,     15636,      1069,       147,    87.921,       112,    423794,    416765,    188905,    377935,    134320,         0,         0,        12,      8385
         1,   6197.47,         1,         1,        12,         0,         0,   9154.88,     30673,   704.819,      2549,    32.497,       151,    24.742,       151,   1918.07,       155,      1805,       122,        20,         0,    1862.7,       155,      1755,       122,        20,    32.027,        51,    423794,    416765,    188905,    377935,    134320,         0,         0,        12,      8385
         1,   14396.8,         1,         1,        15,         0,         0,   48997.1,    125336,   6536.45,     13450,    136.81,       571,   119.625,       571,   6982.44,       574,      6573,       468,        71,         0,   7073.49,       574,      6658,       468,        71,    60.904,        86,    423794,    416765,    188905,    377935,    134320,         0,         0,        12,      8385
         1,   31411.1,         1,         1,        36,         0,         0,    295725,    539705,   54863.9,     91131,    1497.4,      4788,   1417.07,      4788,   64205.1,      4790,     59689,      4017,       602,         0,     63290,      4790,     59034,      4017,       602,   182.333,       220,    423794,    416765,    188905,    377935,    134320,         0,         0,        12,      8385
         1,   18315.8,         1,         1,         9,         0,         0,    108102,    234955,   16346.2,     33557,    70.327,       284,    55.975,       284,   3625.72,       286,      3387,       236,        34,         0,   3575.69,       286,      3350,       236,        34,   111.786,       133,    423794,    416765,    188905,    377935,    134320,         0,         0,        12,      8385
         1,   17065.4,         1,         1,        24,         0,         0,   84807.8,    193617,   12829.5,     28081,   187.361,       755,   167.531,       755,   9683.85,       757,      9079,       622,       103,         0,   10102.4,       757,      9510,       622,       103,    77.642,       105,    423794,    416765,    188905,    377935,    134320,         0,         0,        12,      8385
         1,   14370.2,         1,         1,        10,         0,         0,   60770.1,    144779,   9085.27,     19807,   515.322,      1730,   440.337,      1730,   4822.02,       381,      4544,       310,        53,         0,   4975.98,       381,      4694,       310,        53,    69.181,        90,    423794,    416765,    188905,    377935,    134320,         0,         0,        12,      8385
         1,   13127.8,         1,         1,        16,         0,         0,   49989.1,    124528,   6099.87,     14727,   187.836,       786,   170.997,       786,   9931.71,       788,      9311,       641,       104,         0,   9984.81,       788,      9377,       641,       104,    75.051,       113,    423794,    416765,    188905,    377935,    134320,         0,         0,        12,      8385
         1,   25687.3,         1,         1,        38,         0,         0,    168444,    359251,   29638.4,     54080,   1227.68,      3801,   1168.01,      3801,   54615.7,      3804,     50908,      3253,       437,         0,     53466,      3804,     50034,      3253,       437,   164.654,       191,    423794,    416765,    188905,    377935,    134320,         0,         0,        12,      8385
         1,   14973.9,         1,         1,        16,         0,         0,     52813,    136555,   7067.46,     16215,   153.911,       608,    134.59,       608,   8114.86,       611,      7676,       512,        78,         0,   7973.45,       611,      7524,       512,        78,    78.961,       107,    423794,    416765,    188905,    377935,    134320,         0,         0,        12,      8385
         1,   13016.6,         1,         1,        11,         0,         0,   49664.8,    125164,    6109.3,     14968,    98.105,       414,   127.123,       414,   5381.68,       416,      5048,       338,        57,         0,   5166.38,       416,      4841,       338,        57,    63.086,        89,    423794,    416765,    188905,    377935,    134320,         0,         0,        12,      8385
         1,   8695.56,         1,         1,        14,         0,         0,     15594,     50450,   1730.61,      5017,     56.95,       236,    43.457,       236,   2955.72,       238,      2767,       186,        29,         0,   2977.97,       238,      2805,       186,        29,    41.308,        58,    423794,    416765,    188905,    377935,    134320,         0,         0,        12,      8385
         1,   9127.17,         1,         1,        13,         0,         0,   21487.1,     63076,   2190.37,      6193,    58.006,       241,    46.221,       241,   2910.44,       246,      2726,       190,        39,         0,   2926.96,       246,      2749,       190,        39,    48.291,        70,    423794,    416765,    188905,    377935,    134320,         0,         0,        12,      8385
