         k,      dist,      rank,  max_rank,      vnum, cost_edbt,  gen_edbt,  cost_ki0,   gen_ki0,   cost_ki,    gen_ki, cost_poly,  gen_poly,  cost_ffp,   gen_ffp,   cost_hi,    gen_hi,     hcost,     hcall,    hreuse,reevaluate,  cost_hi2,   gen_hi2,    hcost2,    hcall2,   hreuse2,   cost_fi,    gen_fi,  cost_pre,   gen_pre,   edgecnt,  fencecnt,    keycnt,      miss,false_retrieval,       pts,     polys
         1,   3187.49,         1,         1,         6,         0,         0,   3391.67,      7723,    225.46,       657,    17.036,        46,     7.211,        46,   613.911,        47,       581,        33,         8,         0,   669.501,        47,       638,        33,         8,    20.678,        33,    429375,    417425,    188905,    378204,    134320,         0,         0,        14,      8385
         1,   14471.8,         1,         1,         4,         0,         0,   50984.4,    112898,   5096.32,     11083,    47.922,       191,    30.251,       191,   2527.49,       192,      2387,       141,        35,         0,   2485.34,       192,      2353,       141,        35,    73.838,        90,    429375,    417425,    188905,    378204,    134320,         0,         0,        14,      8385
         1,   18224.5,         1,         1,        15,         0,         0,    105138,    214318,   15114.1,     29041,   254.311,       851,       193,       851,   12479.4,       855,     11740,       695,       109,         0,   12390.3,       855,     11665,       695,       109,    92.552,       128,    429375,    417425,    188905,    378204,    134320,         0,         0,        14,      8385
         1,   11557.1,         1,         1,        13,         0,         0,   39179.5,    102814,   5318.82,     12078,    96.705,       383,    81.592,       383,   5795.72,       389,      5509,       325,        50,         0,   5732.05,       389,      5451,       325,        50,    57.136,        77,    429375,    417425,    188905,    378204,    134320,         0,         0,        14,      8385
         1,   3244.01,         1,         1,         4,         0,         0,   3066.49,      8539,   146.939,       590,     6.016,        23,      2.88,        23,   324.433,        25,       310,        16,         2,         0,   316.058,        25,       301,        16,         2,    10.027,        20,    429375,    417425,    188905,    378204,    134320,         0,         0,        14,      8385
         1,   14899.5,         1,         1,        21,         0,         0,   66429.8,    159665,   8824.98,     19672,   121.722,       515,   103.105,       515,   7389.14,       517,      6983,       417,        69,         0,   7472.27,       517,      7072,       417,        69,    69.903,        96,    429375,    417425,    188905,    378204,    134320,         0,         0,        14,      8385
         1,   15688.3,         1,         1,         5,         0,         0,   66877.4,    158494,   8479.95,     18884,    51.606,       226,    38.959,       226,   3234.73,       227,      3078,       182,        30,         0,   3168.46,       227,      3013,       182,        30,    66.716,        92,    429375,    417425,    188905,    378204,    134320,         0,         0,        14,      8385
         1,   9814.46,         1,         1,         8,         0,         0,   24657.7,     71402,   3019.93,      8030,    57.649,       244,    45.469,       244,   3534.32,       249,      3366,       199,        32,         0,   3565.43,       249,      3397,       199,        32,    44.824,        63,    429375,    417425,    188905,    378204,    134320,         0,         0,        14,      8385
         1,   26663.3,         1,         1,        35,         0,         0,    182160,    355260,   27169.3,     49014,   986.816,      2700,   728.967,      2700,   41305.4,      2704,     38843,      2283,       317,         0,   41335.8,      2704,     38936,      2283,       317,   144.172,       182,    429375,    417425,    188905,    378204,    134320,         0,         0,        14,      8385
         1,   19167.8,         1,         1,        32,         0,         0,    119888,    256562,   16681.7,     35817,   416.196,      1590,   384.966,      1590,   23989.7,      1592,     22763,      1335,       186,         0,   23807.3,      1592,     22610,      1335,       186,    102.41,       137,    429375,    417425,    188905,    378204,    134320,         0,         0,        14,      8385
