k,order,dist,cost_polyanya,cost_ki,cost_hi,cost_hi2,h_cost,h_cost2,vnum,gen_poly,push_poly,gen_ki,push_ki,prune_ki,gen_hi,push_hi,prune_hi,hcall,reevaluate,gen_hi2,push_hi2,prune_hi2,hcall2,reevaluate2,precost,gen_pre,edgecnt,damcnt,pts,polys
2,2,13181.7,79283.6,2465,4140.52,2022.03,3819,1706,7,143581,139648,5752,5581,391,327,358,0,307,0,327,358,0,138,46,306601,312345,133402,285575,10,5862
2,2,18114.3,50747.7,10677,13484.8,5941.64,12422,5008,20,98402,95573,21773,21248,1678,1101,1173,10,1010,0,1101,1171,10,393,111,306601,312345,133402,285575,10,5862
2,2,51537.3,63241.7,63134.4,79444.9,68491.3,72205,60181,31,121149,117882,88845,87208,9193,6413,6354,135,5660,0,6413,6354,135,4723,138,306601,312345,133402,285575,10,5862
2,2,44540.5,39560.3,62023.1,130353,49789.5,119354,40677,45,94868,92147,98330,96442,9924,10291,10742,227,9479,0,10291,10742,227,3395,740,306601,312345,133402,285575,10,5862
2,2,17590.8,16497.6,13578.8,9794.37,7292.9,9040,6502,12,44341,42895,20953,20463,1717,814,797,8,683,0,814,797,8,449,6,306601,312345,133402,285575,10,5862
2,2,22922.1,77878.3,8088.1,20636.4,15314.2,19181,13768,20,150561,146316,16916,16484,1574,1790,1746,61,1518,0,1790,1746,61,1095,26,306601,312345,133402,285575,10,5862
2,2,25869.2,28911.4,26141.2,17952.5,9632.8,16598,8475,10,69207,67157,49228,48090,4674,1379,1481,22,1288,0,1379,1481,22,685,151,306601,312345,133402,285575,10,5862
2,2,33738.3,31155.4,60945.5,30693.3,11280.5,28059,9049,38,69669,67618,81259,79598,7816,2798,2765,49,2405,0,2845,2808,66,762,64,306601,312345,133402,285575,10,5862
2,2,16551.3,49368.5,7859.51,13102.5,6194.15,12152,5343,19,102207,99348,17806,17375,1304,1035,1103,7,943,0,1035,1103,7,382,108,306601,312345,133402,285575,10,5862
2,2,27226.1,22471.4,28825.5,31002.8,19906.2,28576,17614,24,54263,52604,54973,53728,5208,2326,2371,33,2091,0,2326,2371,33,1465,121,306601,312345,133402,285575,10,5862
2,2,26705,22394,32652.5,21677,20455.7,19919,18309,32,52713,51071,53065,51857,4986,1913,1946,32,1699,0,1913,1946,32,1211,88,306601,312345,133402,285575,10,5862
2,2,16500.2,27499.7,7936.55,1972.54,1127.27,1822,980,4,65225,63344,17045,16605,1360,191,199,0,148,0,191,199,0,81,13,306601,312345,133402,285575,10,5862
2,2,40613.9,31339.4,72322.6,78266.5,34169.9,72283,28414,50,67584,65575,104981,102909,10309,5619,5817,142,5170,0,5619,5817,142,2084,385,306601,312345,133402,285575,10,5862
2,2,20741.2,38068.6,9321.5,24134.2,10574,22583,9172,8,83615,81194,19737,19272,1776,1514,1658,6,1465,0,1514,1658,6,668,194,306601,312345,133402,285575,10,5862
2,2,26265.2,22554.4,30091.5,39358.5,17635.9,36537,15249,16,47170,45725,50626,49498,4667,2732,2953,66,2625,0,2732,2953,66,1260,313,306601,312345,133402,285575,10,5862
2,2,30302.8,19718.7,46527.1,13448.6,6051.33,12370,5160,9,49306,47852,71348,69794,7043,1178,1201,20,1025,0,1178,1201,20,438,75,306601,312345,133402,285575,10,5862
2,2,54205.2,65551.8,61290.6,103957,93232.2,94106,81927,31,126173,122766,94100,92379,9585,8496,8303,168,7371,0,8496,8303,168,6531,83,306601,312345,133402,285575,10,5862
2,2,15508,45392.2,5581.82,6081.4,3000.86,5680,2632,8,93841,91213,13119,12791,977,484,551,3,466,0,484,551,3,221,81,306601,312345,133402,285575,10,5862
2,2,16110.8,37086.3,7658.16,8222.89,3908.73,7767,3446,5,72626,70558,16390,15975,1272,432,520,3,456,0,432,519,3,195,102,306601,312345,133402,285575,10,5862
2,2,12480.6,27097,4045.41,6146.49,2687.71,5700,2338,5,63226,61383,8998,8756,622,441,486,0,422,0,441,486,0,170,63,306601,312345,133402,285575,10,5862
2,2,13272.5,21647.3,5019.38,13576.9,6038.75,12621,5203,6,53921,52305,11293,11022,750,926,997,12,883,0,926,992,12,364,102,306601,312345,133402,285575,10,5862
2,2,13218.2,67031.9,3967.49,6389.69,3199.21,5936,2798,21,119103,115765,9729,9465,668,518,569,1,486,0,518,568,1,201,71,306601,312345,133402,285575,10,5862
2,2,12052.2,19268.6,3318.71,6121.45,2845.31,5668,2434,10,49432,47962,8710,8476,589,543,554,5,465,0,543,554,5,207,31,306601,312345,133402,285575,10,5862
2,2,40111.4,49035.4,47584.1,87440.5,46525.5,80257,39751,31,106230,103090,74473,72927,7352,6492,6993,167,6273,0,6492,6993,167,2987,701,306601,312345,133402,285575,10,5862
