k,order,dist,cost_polyanya,cost_ki,cost_hi,cost_hi2,h_cost,h_cost2,vnum,gen_poly,push_poly,gen_ki,push_ki,prune_ki,gen_hi,push_hi,prune_hi,hcall,reevaluate,gen_hi2,push_hi2,prune_hi2,hcall2,reevaluate2,precost,gen_pre,edgecnt,damcnt,pts,polys
4,4,51945.1,3214.47,281932,35170.1,26482.4,24928,14650,20,9671,9354,263515,259071,27027,9326,10553,141,9414,0,9326,10553,141,6462,1528,447684,439153,182664,402428,4,8100
4,4,50583.6,2909.12,248691,39757.3,25654,29728,16941,17,9416,9122,259586,255146,26729,9190,10510,164,9397,0,9190,10510,164,6409,1603,447684,439153,182664,402428,4,8100
4,4,84186,32877,301508,204174,189223,144428,123402,92,68455,66805,330620,325847,31843,51550,57023,2098,51692,0,51550,57023,2098,45668,6723,447684,439153,182664,402428,4,8100
4,4,94803.4,32357.3,592321,172393,158822,122690,100729,108,63579,61768,502497,495298,47094,49139,52834,1806,47831,0,49135,52822,1806,41296,5042,447684,439153,182664,402428,4,8100
4,4,72093.3,19297.6,252112,139526,119898,101064,79132,68,44631,43462,304195,299552,30030,35973,39285,1360,35486,0,35973,39285,1360,30496,4227,447684,439153,182664,402428,4,8100
4,4,113523,62632,642919,323789,268957,227007,167609,150,115114,111976,541336,534186,49533,72305,82334,2865,74993,0,72305,82334,2865,59396,11985,447684,439153,182664,402428,4,8100
4,4,53255.2,7908.54,234256,44166.2,31790.2,29164,19379,42,13588,13189,264033,259579,27097,13047,14269,277,12757,0,13047,14268,277,8797,1596,447684,439153,182664,402428,4,8100
4,4,74250,20231.5,418600,139006,133873,101794,86161,104,45851,44638,394509,388302,38358,34695,38354,1134,34631,0,34695,38354,1134,29989,4564,447684,439153,182664,402428,4,8100
4,4,73265.4,8896.17,313669,89843.7,56362.3,67228,35248,25,22986,22339,320217,315319,32527,20184,22764,448,20438,0,21185,23961,656,13557,3382,447684,439153,182664,402428,4,8100
4,4,77634.2,31801.3,385621,221467,138807,170403,85413,74,63173,61431,370514,364956,35578,44210,50958,1720,46365,0,44207,50954,1720,29701,7914,447684,439153,182664,402428,4,8100
4,4,53233.7,7570.2,223881,63644,55665.8,45908,35624,43,18980,18442,251180,246926,25636,18237,19536,486,17416,0,18237,19536,486,14192,1810,447684,439153,182664,402428,4,8100
4,4,76086.2,19309.8,257825,125594,117527,90794,75054,99,40775,39645,299821,295201,29667,34262,37174,1329,33632,0,34262,37174,1329,28225,3812,447684,439153,182664,402428,4,8100
4,4,77578.4,16845.6,312245,116304,109709,84275,69700,69,38262,37237,324528,319649,33137,31967,35373,1072,32028,0,31967,35373,1072,26556,4227,447684,439153,182664,402428,4,8100
4,4,73063.8,16779,265121,132762,104932,97818,67034,99,37507,36429,283166,278722,28970,33041,36129,1228,32531,0,33041,36129,1228,24464,3996,447684,439153,182664,402428,4,8100
4,4,68253.7,10681.5,429932,71196.8,59937.1,52381,37463,91,27160,26366,417617,410902,40699,23290,24688,893,22109,0,23290,24679,893,17413,2049,447684,439153,182664,402428,4,8100
4,4,54244.3,8345.44,300797,81034.9,51230.5,61183,33332,61,22466,21791,317425,311977,31400,17936,20694,561,18626,0,17936,20694,561,12669,3305,447684,439153,182664,402428,4,8100
4,4,60649.9,8740.73,235661,60708.8,57484.3,44423,35246,53,21564,20887,271781,267376,27463,19589,21059,653,18859,0,19589,21059,653,14681,2057,447684,439153,182664,402428,4,8100
4,4,69985.3,16326.6,257102,116868,107281,84332,68361,83,37196,36151,281174,276671,27811,32678,35106,1136,31668,0,32678,35106,1136,26254,3329,447684,439153,182664,402428,4,8100
4,4,75373.9,21633.2,408391,133989,120351,98172,77016,87,42850,41667,387384,381326,37947,34062,37464,1193,33800,0,34062,37464,1193,28052,4314,447684,439153,182664,402428,4,8100
4,4,56898.2,11207.8,405916,93108.3,78956.2,68750,52850,43,28066,27267,370364,364067,36451,24134,27041,714,24382,0,24134,27041,714,19602,3592,447684,439153,182664,402428,4,8100
4,4,91395.2,30624.4,540136,180035,140450,132735,87154,114,66855,65087,489468,482480,46102,45483,50295,1686,45519,0,45483,50295,1686,35991,6009,447684,439153,182664,402428,4,8100
4,4,45603.4,4612.75,185823,44658,34251.1,34132,20668,50,13251,12849,231141,227110,24162,12745,13727,314,12218,0,12745,13727,314,8233,1358,447684,439153,182664,402428,4,8100
4,4,62935.7,9069.85,221262,75983.4,57110,54705,36089,79,23660,22952,263555,259241,27007,21557,23466,687,21002,0,21557,23466,687,15360,2544,447684,439153,182664,402428,4,8100
4,4,74076.1,14657,546421,92341.3,82664.8,67597,52437,99,33380,32363,457459,450349,43691,27301,29205,932,26180,0,27299,29201,931,21217,2713,447684,439153,182664,402428,4,8100
4,4,63640.9,6002.23,258153,45387.3,40217.2,33795,26547,48,16002,15521,286368,281708,29175,14256,15594,320,13928,0,14256,15594,320,11503,1767,447684,439153,182664,402428,4,8100
4,4,98627.2,53714.5,509798,358414,285511,263740,184734,131,111400,108530,466709,460295,43861,74389,85157,2809,77764,0,74389,85157,2809,59268,12635,447684,439153,182664,402428,4,8100
4,4,64309.4,15927.8,310417,126685,87215.4,95642,54880,53,39445,38314,324246,319043,31543,30271,34683,1121,31437,0,30271,34683,1121,20258,5255,447684,439153,182664,402428,4,8100
4,4,75488.1,25559.3,385758,187572,127849,140911,76839,78,54847,53364,371921,366312,35649,39750,45629,1599,41402,0,39779,45662,1614,27083,6935,447684,439153,182664,402428,4,8100
4,4,55110.3,6749.52,385145,53561.4,45770.3,39404,27625,71,18140,17564,362380,356196,36163,16663,17842,482,15927,0,16663,17842,482,12143,1695,447684,439153,182664,402428,4,8100
4,4,72821.6,17629.9,417136,156532,118251,114070,80331,87,42734,41507,381932,375854,37480,31551,35142,983,31659,0,31551,35142,983,26533,4470,447684,439153,182664,402428,4,8100
4,4,66367.4,17504.1,402648,131688,119208,98791,79963,27,40708,39574,371155,365087,36100,32193,35739,1003,32178,0,32193,35739,1003,27129,4437,447684,439153,182664,402428,4,8100
4,4,78315,17895.6,294737,121791,118649,89394,76126,85,40405,39325,314047,309329,32000,32635,36417,1111,32926,0,32635,36417,1111,27606,4640,447684,439153,182664,402428,4,8100
4,4,71320.8,21163.9,283244,133950,125167,95094,79780,83,43493,42367,295955,291425,29438,34718,38132,1214,34396,0,34718,38132,1214,29301,4302,447684,439153,182664,402428,4,8100
