k,order,dist,cost_polyanya,cost_ki,cost_hi,cost_hi2,h_cost,h_cost2,vnum,gen_poly,push_poly,gen_ki,push_ki,prune_ki,gen_hi,push_hi,prune_hi,hcall,reevaluate,gen_hi2,push_hi2,prune_hi2,hcall2,reevaluate2,precost,gen_pre,edgecnt,damcnt,pts,polys
6,6,94747.4,39764.5,92751.1,271557,231222,235469,188038,38,82693,80541,113361,111426,12005,26704,33150,814,30105,0,26704,33150,814,25046,7107,127466,152901,62481,140337,8,2782
6,6,40909.8,5397.81,32585.8,50929.7,37874.6,44648,31286,28,16635,16068,58416,57092,5660,5740,6778,87,6032,0,5740,6778,87,4315,1244,127466,152901,62481,140337,8,2782
6,6,65858.9,7023.67,41883.9,77423.3,66564.7,64773,53024,50,20368,19659,73910,72390,7652,10105,11720,297,10531,0,10105,11720,297,9025,1955,127466,152901,62481,140337,8,2782
6,6,49566.8,4910.88,57306.1,41371.2,36974.8,35242,29615,37,13844,13397,86962,85175,8859,5547,6492,166,5799,0,5547,6492,166,4723,1132,127466,152901,62481,140337,8,2782
6,6,76988.3,22889.6,61590.4,196325,145716,171676,119084,42,57417,55778,91126,89472,9563,18687,22946,516,20820,0,18687,22948,516,16953,4769,127466,152901,62481,140337,8,2782
6,6,62091.4,11429.4,60266.8,90127.5,84271.9,77644,70611,49,33692,32672,90661,88843,9417,9934,11948,260,10749,0,9934,11946,260,9111,2328,127466,152901,62481,140337,8,2782
6,6,73022.3,7845.15,47778.1,103327,100871,86057,80749,49,22500,21714,79295,77741,8213,14935,17205,404,15446,0,14935,17205,404,13627,2744,127466,152901,62481,140337,8,2782
6,6,68838.1,11317.8,83625.5,80726.8,77949.6,68910,64285,27,29281,28373,116942,114673,12528,10528,12322,361,11030,0,10528,12322,361,10167,2097,127466,152901,62481,140337,8,2782
6,6,60587,13645.5,42961.5,89264.1,74751.9,77604,61599,8,32460,31559,74128,72667,7782,10847,12895,317,11566,0,10843,12890,317,8832,2356,127466,152901,62481,140337,8,2782
6,6,71173.9,16255,75302.9,107148,90115.7,93964,74705,17,35740,34695,105688,103671,11165,11226,14212,272,12829,0,11226,14212,272,10928,3291,127466,152901,62481,140337,8,2782
6,6,52675.7,4595.85,29371.1,60580.4,46074.5,52969,38318,13,14929,14456,52807,51676,5432,6506,8055,125,7248,0,6506,8055,125,5528,1754,127466,152901,62481,140337,8,2782
6,6,80712.2,24938.7,68280.6,171888,124432,150780,103172,51,53161,51606,104308,102445,11041,16291,21184,458,19389,0,16291,21184,458,15477,5379,127466,152901,62481,140337,8,2782
6,6,63915.6,14236.1,46258.9,111539,82534.5,97491,67546,9,34309,33280,74345,72884,7783,11455,14050,346,12660,0,11455,14041,346,9694,2938,127466,152901,62481,140337,8,2782
6,6,48079.4,6517.79,46244.9,47470.4,39090,41178,32017,36,19598,18952,71296,69785,7176,5958,7204,94,6449,0,5956,7202,94,4821,1456,127466,152901,62481,140337,8,2782
6,6,52092.4,6956.19,50012,58175.8,46266.5,51188,38506,21,20380,19783,81553,79911,8315,6419,7985,194,7144,0,6419,7985,194,5856,1755,127466,152901,62481,140337,8,2782
6,6,69571.8,6425.44,46638.4,61765.6,52293.7,53603,43231,5,18235,17654,77420,75916,8223,7844,9476,214,8533,0,7817,9450,211,7191,1893,127466,152901,62481,140337,8,2782
6,6,41761.3,2838.26,38100.4,44631.8,30509.2,38667,24884,25,10023,9711,62278,60889,6212,5185,6171,70,5481,0,5185,6171,70,3783,1141,127466,152901,62481,140337,8,2782
6,6,45376.1,4367.15,18465.1,57046.9,41682.9,50432,34728,35,14256,13726,37539,36677,3903,5969,7447,149,6681,0,5969,7445,149,4956,1694,127466,152901,62481,140337,8,2782
6,6,79692.7,9003.76,58681.9,89833.6,75339.8,78416,62704,4,25198,24431,90404,88778,9720,9952,12420,279,11250,0,9952,12420,279,9756,2763,127466,152901,62481,140337,8,2782
6,6,78315.8,22413.8,74947.3,140380,124706,123695,105025,21,58370,56567,106220,104284,10983,14758,17793,517,16158,0,14758,17793,517,13942,3502,127466,152901,62481,140337,8,2782
6,6,56073.7,7820.31,72362.9,54999.9,42160.6,47376,33740,41,17131,16545,105885,103758,11016,7357,8538,169,7614,0,7357,8537,169,6305,1433,127466,152901,62481,140337,8,2782
6,6,85233.3,24468,73087.2,203671,156729,178663,130277,33,61963,60187,103297,101446,10957,19804,24463,551,22138,0,19804,24463,551,17982,5201,127466,152901,62481,140337,8,2782
6,6,85349.6,23137.3,68035.9,201747,167259,176797,139846,17,60919,59221,107095,105201,11321,19897,24994,588,22709,0,19897,24994,588,19181,5620,127466,152901,62481,140337,8,2782
6,6,64301.8,14812.6,49412.2,110047,104633,94775,84410,10,36084,35090,77382,75895,8082,11660,13834,299,12418,0,11656,13829,299,9428,2507,127466,152901,62481,140337,8,2782
6,6,48378,3554.89,35259.5,15341.4,10848.7,13336,8682,8,9721,9363,54627,53429,5306,1848,2210,8,1958,0,2011,2373,13,1355,447,127466,152901,62481,140337,8,2782
6,6,63697.1,9860.61,107874,86746.8,74846,73823,61332,46,27301,26443,114129,111894,12063,10496,12292,288,11055,0,10496,12292,288,9757,2139,127466,152901,62481,140337,8,2782
6,6,44303,3649.69,46496.8,41504.5,28057,36089,22495,40,11656,11248,73450,71848,7077,4572,5666,64,5097,0,4653,5735,62,3793,1244,127466,152901,62481,140337,8,2782
6,6,39902.2,3067.37,31669.2,41743.1,30292.4,37383,25483,21,7952,7669,49683,48539,4893,3645,4500,44,4006,0,3645,4500,44,3075,984,127466,152901,62481,140337,8,2782
6,6,46907.8,3392.51,33192.1,52160.7,39110.8,44529,31058,25,10373,9992,55397,54186,5748,6585,7875,151,7057,0,6562,7839,150,5338,1498,127466,152901,62481,140337,8,2782
6,6,42831,5602.87,43133.2,55705.2,43162.3,48411,35385,32,17404,16780,64189,62742,6285,6434,7539,113,6722,0,6434,7539,113,4894,1333,127466,152901,62481,140337,8,2782
6,6,63557,8000.12,49267.8,62084.1,62399.7,51703,49574,48,19428,18773,73140,71646,7668,9065,10438,272,9377,0,9065,10438,272,7993,1682,127466,152901,62481,140337,8,2782
6,6,46920.8,9006.76,43104.8,49229.7,36097.9,42592,29438,28,18711,18115,66769,65330,6606,5953,7101,106,6374,0,5951,7099,106,4597,1360,127466,152901,62481,140337,8,2782
6,6,85036.7,22237.8,101574,208385,152685,184860,127685,13,56132,54535,112171,110153,11898,17554,22398,512,20307,0,17554,22398,512,17183,5324,127466,152901,62481,140337,8,2782
6,6,36740.9,3286.49,24911.4,37239.8,22635.3,32797,18558,15,10538,10211,46430,45346,4501,3795,4874,52,4369,0,3789,4862,52,2697,1192,127466,152901,62481,140337,8,2782
6,6,53816.6,8280.22,46868.5,48770.5,43822.4,42222,35908,45,21464,20824,78656,77020,8231,6306,7578,119,6780,0,6304,7576,119,5241,1459,127466,152901,62481,140337,8,2782
6,6,46204.2,5939.3,39295.4,50608.3,48710,43647,40033,25,12933,12524,67173,65751,6709,6484,7705,158,6876,0,6484,7705,158,5376,1419,127466,152901,62481,140337,8,2782
6,6,67629.6,15471.7,74535.8,124136,108113,108438,90056,25,38725,37613,85674,84093,8972,12597,14474,370,13025,0,12597,14474,370,10880,2226,127466,152901,62481,140337,8,2782
6,6,59370.2,12553.7,53449.3,92164.7,73762.5,81012,61990,13,30818,29911,83344,81734,8565,9620,12072,203,10896,0,9620,12072,203,8880,2724,127466,152901,62481,140337,8,2782
6,6,61817.8,4782.28,41266.6,53124.7,43773,44964,34906,24,14183,13703,70635,69171,7247,6905,8215,102,7340,0,6905,8215,102,6329,1536,127466,152901,62481,140337,8,2782
6,6,34571.8,3894.06,21885.5,34411.9,21246.5,30550,17290,34,9812,9506,40967,40012,3824,3666,4393,49,3904,0,3949,4687,53,2362,860,127466,152901,62481,140337,8,2782
6,6,35006.9,4018.41,27717.7,40182,26940.9,35229,21742,23,12445,12048,42609,41638,3935,4510,5340,63,4754,0,4480,5306,63,3081,965,127466,152901,62481,140337,8,2782
6,6,73097.5,13845.9,93607.1,124829,122907,107617,101892,45,38328,37130,120133,117853,12460,13995,16987,412,15349,0,13995,16987,412,14067,3446,127466,152901,62481,140337,8,2782
6,6,74042.3,14565.7,88869.9,135757,123733,117342,102826,51,41483,40264,118150,115954,12519,16278,18638,519,16764,0,16278,18638,519,15355,2841,127466,152901,62481,140337,8,2782
6,6,46253.1,3694.19,38366.2,53571.7,43321.7,46011,34655,43,11311,10924,66042,64646,6680,7126,8252,136,7329,0,7126,8252,136,5533,1363,127466,152901,62481,140337,8,2782
6,6,63901.4,13421.1,68606.8,103516,89295.1,90530,74984,30,37756,36545,101388,99360,10456,11354,14189,367,12797,0,11354,14189,367,10928,3195,127466,152901,62481,140337,8,2782
6,6,69349.8,15260.6,55166.4,110873,94209.1,97513,78429,15,38535,37401,90378,88694,9558,11683,14867,259,13456,0,11683,14867,259,11305,3528,127466,152901,62481,140337,8,2782
6,6,80356.3,20421,79536.8,155473,119806,135869,99516,52,51078,49561,103935,102060,11008,15549,20101,437,18398,0,15549,20101,437,14436,5024,127466,152901,62481,140337,8,2782
