k,order,dist,cost_polyanya,cost_ki,cost_hi,cost_hi2,h_cost,h_cost2,vnum,gen_poly,push_poly,gen_ki,push_ki,prune_ki,gen_hi,push_hi,prune_hi,hcall,reevaluate,gen_hi2,push_hi2,prune_hi2,hcall2,reevaluate2,precost,gen_pre,edgecnt,damcnt,pts,polys
2,2,32674.3,19175.9,57844.1,5633.97,4422.35,5058,3816,4,43785,42497,76241,74650,7635,517,586,0,511,0,517,586,0,321,83,341238,378256,158601,346139,8,6974
2,2,20591,41562.2,18682.8,22197.6,12009.1,20273,10029,6,83012,80713,35246,34392,3162,1656,1882,14,1651,0,1656,1880,14,674,276,341238,378256,158601,346139,8,6974
2,2,6585.62,32105.3,922.645,1118.86,794.107,1014,680,6,64524,62732,2512,2428,120,132,133,2,113,0,132,133,2,77,8,341238,378256,158601,346139,8,6974
2,2,27575.5,38557.8,40587.9,39344.3,24553.7,35381,20618,22,82880,80528,69262,67762,6785,3736,4062,80,3560,0,3736,4062,80,1649,447,341238,378256,158601,346139,8,6974
2,2,24562.9,47333,31748.3,23770.9,18454,21372,15802,37,95302,92714,52027,50907,4923,2585,2512,65,2185,0,2585,2512,65,1687,10,341238,378256,158601,346139,8,6974
2,2,66085.6,130523,153863,263278,138671,233826,111890,66,230397,224328,176984,173987,18925,20559,22271,826,20354,0,20559,22271,826,10781,2290,341238,378256,158601,346139,8,6974
2,2,19677.1,56600,13555.5,14062.6,7519.64,12830,6365,15,103044,100279,25912,25315,2228,1274,1462,21,1300,0,1274,1462,21,685,241,341238,378256,158601,346139,8,6974
2,2,19467.2,47007.5,12969.3,5818.55,3942.07,5286,3450,4,94659,92062,24497,23927,2272,523,611,0,534,0,523,611,0,284,109,341238,378256,158601,346139,8,6974
2,2,54057.3,106021,153391,225088,97156.9,203209,77054,59,179633,175014,175601,172419,18282,19231,20504,702,18418,0,19231,20504,702,7376,1798,341238,378256,158601,346139,8,6974
2,2,16420.2,18120.2,10364.6,3008.73,1625.13,2747,1377,6,41780,40545,21266,20762,1718,325,346,0,286,0,325,346,0,151,35,341238,378256,158601,346139,8,6974
2,2,15385.7,31917.7,8284.9,5888.44,2656.83,5330,2164,18,74389,72309,17600,17153,1461,693,688,9,583,0,693,688,9,236,22,341238,378256,158601,346139,8,6974
2,2,13475.1,17485.7,5694.15,3827.57,1755.97,3468,1434,10,42612,41356,13551,13202,942,447,460,4,374,0,447,460,4,153,23,341238,378256,158601,346139,8,6974
2,2,40569,65301.4,79669.4,51734.6,38069.9,46926,33100,32,129838,126317,111942,109742,11695,5219,5410,142,4781,0,5219,5410,142,3495,358,341238,378256,158601,346139,8,6974
2,2,32457.7,24797.8,31711.5,57183.1,27537.9,51607,22440,34,62918,61167,53886,52849,5411,5991,6092,171,5400,0,5991,6092,171,2335,260,341238,378256,158601,346139,8,6974
2,2,16864.7,31483.3,10396.3,4813.6,2018.63,4363,1645,9,63777,62016,22252,21666,1865,536,559,1,461,0,536,559,1,176,50,341238,378256,158601,346139,8,6974
2,2,17304.3,26868.8,11056.4,8680.48,3221.7,8000,2610,3,60596,58907,22981,22393,1864,850,863,12,760,0,979,961,9,258,13,341238,378256,158601,346139,8,6974
2,2,24029.7,22582.4,27434.2,48690.5,18660.3,44483,15187,37,49180,47764,50613,49469,4924,4622,4933,134,4392,0,4622,4930,134,1525,445,341238,378256,158601,346139,8,6974
2,2,30770.2,17220.5,51969.4,40385.2,25889.9,36573,22187,38,42441,41182,76316,74733,7599,3747,3872,75,3418,0,3747,3872,75,2374,236,341238,378256,158601,346139,8,6974
2,2,54391.1,82492.4,112658,140204,75787.6,125848,61854,54,175587,170940,152470,149700,16805,12306,13334,460,12087,0,12306,13334,460,6546,1400,341238,378256,158601,346139,8,6974
2,2,27479.9,30729.1,19289.7,6988.13,3145.63,6363,2620,8,69983,68078,35923,35143,3273,705,818,0,683,0,705,818,0,285,138,341238,378256,158601,346139,8,6974
2,2,36778.7,65980,67085.3,74021.1,34166.2,67709,28011,17,129109,125565,104725,102508,10650,6390,7036,206,6301,0,6390,7035,206,2497,880,341238,378256,158601,346139,8,6974
2,2,28418.6,24995.6,46398.3,19944.8,13452.9,18034,11579,17,56789,55172,72982,71445,7164,1999,2106,36,1853,0,1999,2106,36,1248,176,341238,378256,158601,346139,8,6974
2,2,23982.8,21060.9,28887.6,18896.2,9055.25,17206,7506,25,48878,47464,49757,48660,4680,2046,2048,43,1784,0,2046,2048,43,784,67,341238,378256,158601,346139,8,6974
2,2,27649.5,35896,40758.7,40944.6,20751.9,36999,17371,21,81786,79469,69553,68039,6795,3899,4212,95,3687,0,3899,4212,95,1759,433,341238,378256,158601,346139,8,6974
2,2,33088.7,51678.2,68642.9,44155.2,25165.5,40272,21621,34,112848,109819,94292,92358,9594,3834,4093,72,3639,0,3834,4093,72,2214,390,341238,378256,158601,346139,8,6974
2,2,32371.9,19352,44115.3,38361.3,26937.2,34646,23163,40,49713,48243,66959,65546,6696,3966,4038,71,3540,0,3966,4038,71,2400,201,341238,378256,158601,346139,8,6974
