         k,      dist,      rank,  max_rank,      vnum, cost_edbt,  gen_edbt,  cost_ki0,   gen_ki0,   cost_ki,    gen_ki, cost_poly,  gen_poly,  cost_ffp,   gen_ffp,   cost_hi,    gen_hi,     hcost,     hcall,    hreuse,reevaluate,  cost_hi2,   gen_hi2,    hcost2,    hcall2,   hreuse2,   cost_fi,    gen_fi,  cost_pre,   gen_pre,   edgecnt,  fencecnt,    keycnt,      miss,false_retrieval,       pts,     polys
         1,   9840.12,         1,         1,        10,         0,         0,   33015.7,     72255,   3059.89,      6951,   119.444,       387,    79.703,       387,   2358.69,       389,      2036,       321,        49,         0,   2294.78,       389,      1975,       321,        49,    45.909,        59,    424786,    413597,    188905,    375609,    134320,         0,         0,         5,      8385
         1,   10155.2,         1,         1,        14,         0,         0,   26530.6,     76909,   3391.95,      8226,    74.203,       322,    62.201,       322,   1807.46,       322,      1586,       255,        46,         0,   1839.99,       322,      1620,       255,        46,    57.781,        79,    424786,    413597,    188905,    375609,    134320,         0,         0,         5,      8385
         1,   14875.2,         1,         1,        24,         0,         0,   71419.5,    157649,   9444.81,     20049,   239.541,       818,   178.965,       818,   4827.49,       820,      4214,       673,       101,         0,    4782.4,       820,      4108,       673,       101,    72.798,       103,    424786,    413597,    188905,    375609,    134320,         0,         0,         5,      8385
         1,   27154.6,         2,         2,        11,         0,         0,    201918,    370709,   25920.9,     44181,   1931.77,      5416,   1606.56,      5416,   16099.5,      2609,     13576,      2197,       320,         0,   16005.8,      2609,     13664,      2197,       320,   131.058,       144,    424786,    413597,    188905,    375609,    134320,         0,         0,         5,      8385
         1,    4474.5,         1,         1,         8,         0,         0,    5528.7,     16141,   364.664,      1176,     14.55,        58,     9.266,        58,   347.603,        61,       305,        46,         7,         0,   330.732,        61,       291,        46,         7,     22.64,        35,    424786,    413597,    188905,    375609,    134320,         0,         0,         5,      8385
         1,   20897.7,         1,         1,        34,         0,         0,   94011.4,    221229,   13524.2,     26643,   470.728,      1718,   436.319,      1718,   10872.7,      1722,      9438,      1450,       217,         0,   10639.9,      1722,      9186,      1450,       217,       126,       162,    424786,    413597,    188905,    375609,    134320,         0,         0,         5,      8385
         1,   24328.7,         1,         1,        13,         0,         0,    123476,    274427,   16220.5,     31032,    271.85,       946,   248.182,       946,   5501.51,       946,      4667,       786,       110,         0,    5478.8,       946,      4681,       786,       110,   142.661,       167,    424786,    413597,    188905,    375609,    134320,         0,         0,         5,      8385
         1,   28762.1,         1,         1,        43,         0,         0,    131119,    293858,   15474.7,     30910,   1078.78,      3665,   1026.13,      3665,   22502.1,      3665,     19102,      3120,       394,         0,   22130.6,      3665,     18766,      3120,       394,   181.791,       237,    424786,    413597,    188905,    375609,    134320,         0,         0,         5,      8385
         1,   20659.2,         1,         1,         4,         0,         0,    137245,    285624,   21095.7,     42464,    72.709,       330,    59.251,       330,    1651.4,       332,      1380,       241,        76,         0,   1657.41,       332,      1425,       241,        76,    84.837,       103,    424786,    413597,    188905,    375609,    134320,         0,         0,         5,      8385
         1,   20122.1,         1,         1,        17,         0,         0,    116896,    251082,   18410.4,     34876,   457.715,      1770,   436.542,      1770,     11062,      1772,      9621,      1514,       197,         0,   10752.8,      1772,      9143,      1514,       197,    97.763,       140,    424786,    413597,    188905,    375609,    134320,         0,         0,         5,      8385
