k,order,dist,cost_polyanya,cost_ki,cost_hi,cost_hi2,h_cost,h_cost2,vnum,gen_poly,push_poly,gen_ki,push_ki,prune_ki,gen_hi,push_hi,prune_hi,hcall,reevaluate,gen_hi2,push_hi2,prune_hi2,hcall2,reevaluate2,precost,gen_pre,edgecnt,damcnt,pts,polys
1,1,40665.3,7972.03,20615.7,17194.7,5853.61,14361,3554,21,19917,19288,36211,35429,3541,3086,2973,60,2617,0,3086,2973,59,646,0,141217,165201,68511,151202,4,3062
1,1,41231.8,16821.4,20397.6,12362.6,4451.22,10044,2757,29,37090,35982,39629,38725,4019,2380,2288,52,1976,0,2380,2288,52,540,0,141217,165201,68511,151202,4,3062
1,1,38771.1,11650.3,9828.43,18434.8,5637.78,15395,3404,34,27802,26966,20563,20096,1997,3110,3002,101,2630,0,3110,3002,101,647,0,141217,165201,68511,151202,4,3062
1,1,29050.4,9094.28,18667.6,3744.52,1220.78,3161,756,11,22006,21330,30786,30021,2679,703,685,7,600,0,703,685,7,144,0,141217,165201,68511,151202,4,3062
1,1,20833.2,6037.57,5146.78,3182.84,854.85,2667,493,13,15693,15250,12162,11878,970,629,608,9,523,0,629,608,9,94,0,141217,165201,68511,151202,4,3062
1,1,17109,10599.3,3195.16,1517.79,516.904,1289,350,17,26755,26012,8338,8108,614,304,290,6,252,0,304,290,6,74,0,141217,165201,68511,151202,4,3062
1,1,9011.86,7609.76,628.506,672.332,83.158,578,18,8,19158,18607,1665,1617,58,135,129,0,107,0,135,129,0,4,0,141217,165201,68511,151202,4,3062
1,1,8000.58,3528.78,439.493,235.437,121.445,195,82,4,10558,10247,1481,1430,53,56,56,0,39,0,56,56,0,16,0,141217,165201,68511,151202,4,3062
1,1,16926,4791.48,3590.3,3324.94,1206.86,2866,801,17,14245,13812,9108,8865,591,643,616,7,533,0,643,616,7,143,0,141217,165201,68511,151202,4,3062
1,1,22389.9,5075.7,3984.42,1763.7,786.562,1495,553,10,14480,14050,10144,9903,808,335,327,0,277,0,335,327,0,95,0,141217,165201,68511,151202,4,3062
1,1,25562.5,4534.45,7587.63,804.846,389.912,655,259,4,11770,11409,16824,16381,1385,170,168,0,134,0,170,168,0,50,0,141217,165201,68511,151202,4,3062
1,1,17172.2,3415.35,2958.57,2985.28,1260.37,2514,842,16,10168,9865,7272,7103,482,588,577,11,486,0,588,577,11,157,0,141217,165201,68511,151202,4,3062
1,1,4399.22,4172.9,118.841,304.864,130.845,259,88,6,11780,11398,435,411,3,67,63,0,48,0,67,63,0,17,0,141217,165201,68511,151202,4,3062
