K,order,dist,cost_polyanya,cost_ki,cost_hi,h_cost,vnum,gen_poly,push_poly,pop_poly,gen_ki,push_ki,pop_ki,prune_ki,suc_call_ki,gen_hi,push_hi,pop_hi,prune_hi,suc_call_hi,heuristic_call,reevaluate,pts,polys
1,1,42112.5,12644,21211.9,32952.8,29140,37,32402,31498,25408,36849,36091,33424,3979,159854,4517,4398,3543,105,13293,3862,0,6,4459
1,1,7909.38,12713.9,734.469,1522.76,1375,9,23428,22650,18156,2143,2083,1640,79,5463,203,197,129,2,391,165,0,6,4459
1,1,10944,41708.5,985.106,2135.81,1920,14,83829,81505,68988,2418,2336,1877,171,7216,293,282,196,1,660,242,0,6,4459
1,1,8464.26,22633,913.679,944.728,856,13,49475,48077,40200,2875,2771,2221,163,7198,144,136,84,2,272,117,0,6,4459
1,1,59716.7,22843.4,70934.8,48976.9,42973,59,55052,53545,44045,100001,98187,92221,10948,506011,6545,6366,5043,205,18958,5584,0,6,4459
1,1,35014,17210.3,38801,18866.2,16536,40,39685,38560,31583,64890,63547,58317,6162,272044,2251,2185,1660,32,5920,1907,0,6,4459
1,1,27133.3,26278.5,9967.01,12983.4,11624,22,57279,55517,45881,20879,20352,18115,1895,79673,1850,1786,1376,38,5315,1567,0,6,4459
1,1,31947.2,17451.4,27682.6,14739.4,13138,29,43381,42142,34746,50203,49114,45044,4801,201223,2000,1933,1454,36,5035,1658,0,6,4459
1,1,3740.97,33527.4,117.476,221.785,196,5,71295,69315,58493,357,340,224,4,637,41,39,19,0,37,27,0,6,4459
1,1,8720.17,32332.6,882.3,1515.81,1361,14,69320,67358,56598,2396,2338,1931,114,8294,233,222,148,0,403,189,0,6,4459
1,1,14354.2,42973.6,2021.62,1091.8,991,6,93026,90615,77096,4731,4611,4043,277,17742,176,172,107,0,303,136,0,6,4459
1,1,4626.12,28411.1,204.992,355.818,318,9,63825,62099,52336,606,588,455,12,1559,57,56,31,0,85,42,0,6,4459
1,1,28545.9,10213.3,12616.2,9888.9,8758,25,23297,22593,17955,26176,25601,23618,2479,107412,1346,1311,966,15,3044,1131,0,6,4459
1,1,29283.6,14433.7,34039.5,15999.2,14183,38,38218,37090,30283,46848,45822,41519,4348,181666,2122,2050,1587,46,5621,1783,0,6,4459
1,1,12722.4,41866.9,1982.91,1777.13,1612,13,82258,79962,67345,4882,4731,3973,362,19776,264,251,157,2,447,221,0,6,4459
1,1,21156.4,14611,10255.7,5804.26,5249,27,35817,34773,28563,22918,22338,19616,1949,76674,865,825,594,16,1884,708,0,6,4459
1,1,15459.3,7343.77,4974.64,2782.24,2514,16,20687,19984,15629,11241,10931,9398,778,34789,407,397,266,4,766,331,0,6,4459
1,1,61143.3,26226.9,67680.3,40370.5,35027,19,61523,59772,49044,97822,96028,90063,10569,499715,5282,5101,3824,63,13355,4478,0,6,4459
1,1,4628.86,30378.2,196.83,142.823,126,4,67176,65311,54793,618,588,430,12,1230,26,27,12,0,30,14,0,6,4459
1,1,44877.3,15842.4,17395.3,30900.5,27514,37,41037,39838,32612,35085,34376,31792,3679,154403,4064,3947,3146,80,11413,3464,0,6,4459
1,1,65614.1,34796.9,65387.3,66211.9,56513,69,68601,66685,55350,106913,104996,98528,11507,551158,8409,8168,6494,260,25125,7210,0,6,4459
1,1,12301.7,7084.05,2586.17,686.058,610,6,19519,18904,14848,6291,6111,5156,375,18136,103,100,63,0,263,83,0,6,4459
1,1,5997.26,25943.5,230.259,256.827,228,4,62051,60234,49904,713,692,509,33,1721,47,46,21,0,81,32,0,6,4459
1,1,6983.68,7612.82,566.536,754.485,677,8,21015,20321,16158,1746,1678,1321,50,4085,119,116,66,0,192,92,0,6,4459
1,1,24188.9,15538,7985.14,1156.96,1029,5,39161,38079,31420,18028,17658,15878,1457,65767,184,179,113,0,310,136,0,6,4459
1,1,18582.3,13221.7,7680.23,6135.09,5557,18,35021,34008,27577,17645,17233,15137,1305,58243,879,848,596,15,1898,739,0,6,4459
1,1,43408.5,11752.5,56159.2,16690.3,14713,34,29845,28906,22784,87995,86245,80974,8902,427486,2387,2305,1716,20,5921,2003,0,6,4459
1,1,4258.25,35395,147.462,147.786,130,3,67666,65796,55162,484,460,318,6,896,31,32,15,0,31,16,0,6,4459
1,1,29438,13813.5,21168.1,10323.5,9289,23,35194,34133,27626,42284,41319,37509,4028,170150,1451,1395,1004,28,3364,1217,0,6,4459
1,1,43806.7,18036.2,36420,26023.8,23232,13,46352,44917,36392,65904,64579,59717,6543,307985,2970,2872,2172,25,8743,2515,0,6,4459
1,1,11387.3,23600.1,1885.6,1502.4,1365,15,45978,44677,37266,5543,5369,4440,338,15537,226,212,135,3,404,184,0,6,4459
1,1,33116.8,12447.1,15991.5,3134.76,2791,8,31418,30495,24729,30325,29682,27247,2908,124954,499,473,307,0,984,392,0,6,4459
1,1,45643.3,22083,18797.1,38022.9,32257,37,41315,40101,32840,35726,35015,32371,3767,159436,4636,4502,3581,117,13191,3963,0,6,4459
1,1,26071.4,9037.77,18736.7,18774.6,16875,31,23378,22649,17942,36263,35450,31549,3325,134823,1984,1922,1447,37,5302,1674,0,6,4459
1,1,7188.02,6384.61,556.48,398.406,355,5,19423,18788,14623,1928,1870,1453,59,4797,64,64,38,0,137,47,0,6,4459
1,1,3390.37,6563.44,74.411,298.476,270,9,20355,19685,15458,321,305,200,0,603,44,42,23,0,75,35,0,6,4459
1,1,7387.16,41080.8,735.728,722.183,647,7,89112,86707,73338,1906,1844,1464,89,5521,109,106,71,0,168,85,0,6,4459
1,1,61698.4,31218,67206.5,68357.9,59337,62,60230,58656,48663,106366,104479,98228,11353,541556,8324,8116,6506,216,25805,7146,0,6,4459
1,1,51088.8,26509.8,45251.7,30558.1,27254,21,62621,60881,50288,80285,78787,73376,8293,393183,4123,3995,3133,59,13553,3535,0,6,4459
1,1,15133.6,7510.1,4125.29,1427.21,1302,17,21388,20680,16258,10325,10058,8635,708,32064,216,204,125,0,328,173,0,6,4459
1,1,35637.7,9863.33,40854.5,13590.2,12083,16,23027,22321,17846,70973,69480,63676,6738,304570,1900,1843,1374,19,4807,1587,0,6,4459
1,1,20177.7,23854.2,6491.73,6232.17,5595,12,54607,52922,43675,13857,13474,11887,1249,47606,911,877,631,12,2089,762,0,6,4459
1,1,18783.2,12238.5,8181.36,6097.89,5490,19,29272,28415,23066,17718,17288,15132,1436,60292,862,843,633,11,2488,720,0,6,4459
1,1,17901.5,20863.8,8315.02,1601.99,1441,11,47639,46245,38121,16086,15680,13748,1259,51838,206,199,125,0,318,163,0,6,4459
1,1,7961.9,23859.1,924.383,1022.57,928,8,56292,54612,45575,2542,2460,1981,105,7083,151,141,82,0,249,122,0,6,4459
1,1,37413,17753.6,45093,27808.1,24539,39,43100,41876,34372,68382,66972,61620,6729,291136,3498,3402,2706,63,10104,2978,0,6,4459
1,1,6785.57,34010.5,669.233,406.794,360,8,74725,72676,61199,1774,1719,1365,54,4337,68,64,32,0,88,48,0,6,4459
1,1,58044.7,24159.5,68415.3,47368.7,41636,58,55387,53872,44274,100154,98355,92483,10882,503007,6353,6189,4901,168,18424,5449,0,6,4459
1,1,23181.3,14475.5,6035.42,2048.72,1819,9,35642,34508,28276,13827,13458,11940,1264,47337,320,307,201,0,633,255,0,6,4459
1,1,15844.4,12079,3829.55,4023.69,3615,14,31798,30800,24996,9928,9644,8490,778,31261,576,559,387,2,1266,475,0,6,4459
1,1,26664.1,11998.8,16906.4,6856.52,6111,19,23926,23198,18608,32996,32267,29430,2940,126214,997,965,717,10,2274,818,0,6,4459
1,1,4540.09,24605.2,296.299,402.068,365,7,52464,51013,42696,703,683,496,10,1391,56,55,31,0,67,34,0,6,4459
1,1,9852.54,21732.8,2277.58,1459.42,1279,14,47244,45932,38372,3968,3846,3161,234,10578,197,186,116,2,364,163,0,6,4459
1,1,24831,8456.59,15773.2,5989.41,5400,19,22697,22022,17597,29953,29273,26539,2513,111654,873,845,625,10,1865,715,0,6,4459
1,1,13937.6,8268.28,3302.12,2094.34,1896,9,22853,22119,17727,8775,8520,7240,581,25762,312,304,202,3,647,256,0,6,4459
1,1,23325.7,8228.1,13707.2,6887.8,6183,24,20672,19999,15703,28510,27824,24616,2444,102395,874,847,602,16,1893,730,0,6,4459
1,1,5677.65,26811.1,311.4,479.119,431,6,60237,58404,48267,926,875,646,21,2391,73,72,43,0,101,58,0,6,4459
1,1,14424.3,7075.21,3632.32,1392.66,1260,8,20540,19876,15620,9275,9040,7707,607,28013,211,205,132,0,410,166,0,6,4459
1,1,19872.6,7193.95,8487.03,4458.9,4031,21,20220,19572,15346,19796,19322,16960,1603,66864,647,626,425,3,1467,534,0,6,4459
1,1,30475.6,8355.17,28329.6,12402.4,11085,20,23080,22341,17685,53314,52118,46731,4799,206824,1741,1690,1295,22,4631,1459,0,6,4459
1,1,70544.2,38948.8,76430.6,120190,103667,18,78688,76572,64316,117408,115404,108362,12272,616020,14739,14330,11485,341,47273,12663,0,6,4459
1,1,17190.1,20788.6,5621.95,3730.82,3362,24,39910,38713,31665,13867,13452,11541,1105,43042,583,551,370,9,1029,473,0,6,4459
1,1,17660.2,10795.5,7375.64,4427.58,3970,18,29305,28391,22752,15573,15205,13221,1149,51733,646,621,443,5,1485,526,0,6,4459
