K,dist,cost_ki,cost_hi,h_cost,vnum,gen_ki,push_ki,pop_ki,prune_ki,suc_call_ki,gen_hi,push_hi,pop_hi,prune_hi,suc_call_hi,reevaluate,density
1,15186,2726.61,2658.66,2415,16,181,5929,5132,449,19394,23,308,208,6,646,0,0.00193263
1,22643.5,15146.1,8968.05,8102,22,558,21221,18691,1829,72695,47,875,633,24,1983,0,0.00193263
1,15969.8,5509.1,716.826,652,3,269,9335,7934,659,28519,8,90,42,0,123,0,0.00193263
1,38533.1,41172.7,42450.8,38106,31,1522,65486,59983,6519,269413,136,4225,3270,101,11233,0,0.00193263
1,14423.7,3384.53,1588.12,1461,6,229,7071,5978,435,20961,13,184,117,1,280,0,0.00193263
1,19874.4,7322.37,3686.11,3349,7,418,15265,13320,1226,50107,23,437,312,0,1030,0,0.00193263
1,18810.4,4889.96,4879.36,4472,11,313,11498,10103,905,38658,21,522,383,6,1161,0,0.00193263
1,10742.8,1346.72,797.038,727,6,119,3843,3170,173,10661,9,103,65,0,158,0,0.00193263
1,13859.1,2742.37,970.044,882,4,177,6543,5552,395,19601,10,119,81,0,207,0,0.00193263
1,48861.3,35153.9,29489,26582,30,1265,57335,53361,6051,266137,126,3222,2472,74,8692,0,0.00193263
1,23182.6,9415.27,1702.99,1541,8,496,19123,17140,1709,69798,15,212,129,0,350,0,0.00193263
1,24177.8,5725.23,10028,9162,30,349,12772,11333,1096,44595,48,1103,803,19,2768,0,0.00193263
1,37106.7,32829.6,24268,21985,37,1428,59183,54071,5996,240947,114,2586,1998,71,6733,0,0.00193263
1,33045.1,21526.2,11979,10826,15,891,35963,33357,3561,159927,58,1217,915,28,2766,0,0.00193263
1,13198.4,2137.42,1127.16,1023,13,157,4996,4270,284,16447,9,145,85,1,255,0,0.00193263
1,7814.31,446.088,1154.49,1054,6,42,1205,924,35,3773,8,133,86,0,257,0,0.00193263
1,4282.63,156.276,324.361,296,5,25,460,309,5,998,7,39,19,0,53,0,0.00193263
1,15806.3,3121.41,1094.37,1003,14,215,7282,6372,529,23961,11,122,71,0,161,0,0.00193263
1,13011.2,2939.5,2338.15,2195,6,189,5566,4627,325,15281,7,138,79,0,232,0,0.00193263
1,4121.87,113.478,196.916,183,4,20,306,208,6,597,7,23,8,0,19,0,0.00193263
1,22272.6,10986.5,7270.92,6645,15,526,19664,17285,1599,67384,40,824,598,32,1825,0,0.00193263
1,10880.8,1550.69,617.704,567,8,145,3961,3243,244,10500,11,82,45,0,110,0,0.00193263
1,37532,35466.3,36097.2,32588,27,1511,62255,56811,6161,253456,124,3862,3037,134,10226,0,0.00193263
1,25727.6,6163.84,12055.9,10986,26,364,13540,12012,1260,48619,64,1355,988,18,3350,0,0.00193263
1,18044.8,3570.97,4876.25,4453,16,268,9494,8357,691,31311,31,550,388,5,1339,0,0.00193263
1,20385.9,3675.28,7199.15,6575,22,284,9855,8695,817,32372,35,823,604,6,2082,0,0.00193263
1,14395,2818.57,2017.74,1835,11,189,7006,5969,441,20619,13,259,172,1,485,0,0.00193263
1,17233.6,4269.99,3424.09,3128,20,315,10371,8921,780,31645,22,397,272,1,741,0,0.00193263
1,7067.33,424.348,311.933,283,5,47,1260,959,42,2882,7,46,23,0,63,0,0.00193263
1,42427,35358.2,21888,19810,33,1363,57538,53644,5901,261557,87,2403,1820,70,5975,0,0.00193263
1,13278.7,2337.04,2452.3,2244,17,206,5877,4962,363,17336,21,292,190,3,564,0,0.00193263
1,13341.9,2206.1,2535.38,2333,9,181,5643,4848,397,17677,16,257,172,2,504,0,0.00193263
1,14730.5,2213.67,1282.36,1169,10,153,5336,4618,345,18062,9,161,98,0,315,0,0.00193263
1,12808.1,1246.08,2358.91,2160,13,115,3319,2829,229,9933,13,283,176,6,512,0,0.00193263
1,12034.8,1986.75,2162.39,1986,12,135,4769,4114,257,15739,14,261,175,0,496,0,0.00193263
1,4171.99,178.557,393.048,364,5,20,485,342,9,1030,8,50,24,0,63,0,0.00193263
1,7149.39,431.556,573.368,521,3,44,1185,938,42,3141,8,83,45,0,135,0,0.00193263
1,8341.46,682.029,738.502,672,11,74,1995,1570,48,5479,8,92,55,0,185,0,0.00193263
1,22687.2,4476.73,4161.07,3800,8,290,10472,9204,875,36720,21,464,302,6,1095,0,0.00193263
1,27960.1,16901.3,15910.3,14475,19,833,33798,30155,3076,126021,67,1719,1288,53,4381,0,0.00193263
1,14815,2483.88,1585.96,1454,10,183,6110,5285,445,20905,11,183,110,1,299,0,0.00193263
1,25275.4,17125.6,11652.1,10590,23,693,26540,23546,2274,94214,57,1291,981,32,3084,0,0.00193263
1,20643.1,5042.97,5500.66,5047,25,320,11104,9838,844,37758,35,612,441,12,1344,0,0.00193263
1,17263.2,3610.77,2585.72,2367,13,299,9750,8493,704,31490,15,304,198,2,533,0,0.00193263
1,48388.8,28821.9,29324.4,26736,18,1165,50990,47424,5316,233437,109,2901,2276,71,7808,0,0.00193263
1,11223.3,2125.62,801.395,736,8,124,4157,3413,211,12304,7,77,45,0,133,0,0.00193263
1,10028.5,1456.62,1021.35,937,7,81,3072,2596,134,9052,7,117,70,0,186,0,0.00193263
1,34049.8,11754.2,17407.9,15765,19,520,21851,19881,2124,93503,74,1602,1180,18,3891,0,0.00193263
1,19352.9,5465.17,9872.31,8897,14,276,9377,8197,761,33565,56,1072,744,20,2346,0,0.00193263
1,20553.4,7099.45,775.131,689,3,390,14240,12714,1193,49176,10,115,61,0,164,0,0.00193263
1,37634.8,52207.2,25753.1,23144,32,1485,66703,60425,6560,269815,100,2705,2126,61,7960,0,0.00193263
1,49332.1,27306.4,20124.9,18295,16,1014,45840,42586,4833,209235,88,2071,1544,20,5067,0,0.00193263
1,17254.9,2818.55,4132.86,3790,15,218,6853,5906,518,23773,26,476,330,7,994,0,0.00193263
1,20890.8,6887.1,4993.97,4551,20,376,14397,12778,1243,57319,23,578,391,3,1321,0,0.00193263
1,9120.29,589.933,644.404,584,8,53,1550,1270,43,4490,6,84,49,0,136,0,0.00193263
1,21932.9,4971.06,6337.43,5832,24,322,11633,10322,949,40123,36,706,497,8,1581,0,0.00193263
1,14754.3,3141.53,3356.48,3056,17,233,7733,6520,602,23784,23,379,250,8,761,0,0.00193263
1,13485.6,2260.18,2345.16,2148,14,192,6030,5029,420,18555,18,270,175,3,481,0,0.00193263
1,9361.02,978.027,978.919,888,11,101,2663,2150,91,7228,8,117,69,0,248,0,0.00193263
1,20015.8,2944.17,4416.88,4041,18,229,7823,6873,638,25619,25,496,339,1,1120,0,0.00193263
1,9254.35,1233.35,1039.02,963,12,94,2992,2454,108,9798,14,123,75,0,179,0,0.00193263
1,23056.5,8131.29,7782.98,7119,25,451,16903,15205,1523,69556,47,891,631,15,1891,0,0.00193263
1,16512.5,3795.41,4835.3,4440,14,279,9288,7894,744,27919,26,538,375,7,1036,0,0.00193263
1,4176.91,126.87,114.969,102,4,28,398,257,2,760,7,22,8,0,22,0,0.00193263
1,2232.91,30.3,56.152,52,2,10,95,57,0,141,5,13,5,0,8,0,0.00193263
1,30245.5,11813.2,4208.78,3860,8,607,23347,21446,2365,98550,29,489,332,2,911,0,0.00193263
1,19485.9,6566.19,5122.15,4690,21,412,14815,12866,1218,47778,40,555,377,5,1090,0,0.00193263
1,25932.6,10038.5,12525.7,11422,7,502,19812,18017,1885,85963,70,1412,1022,19,3244,0,0.00193263
1,31495.8,23051.4,15313.4,13885,34,1086,44296,39702,4110,169391,66,1670,1273,33,4280,0,0.00193263
1,44388.9,34788.2,22525.7,20318,31,1357,57793,53828,6074,266718,96,2484,1875,72,6368,0,0.00193263
1,12933.6,1930.03,1586.14,1450,15,170,5359,4474,337,15043,13,197,127,2,319,0,0.00193263
1,23056.6,9835.92,8287.8,7570,21,566,21320,18777,1723,75039,38,889,628,12,2052,0,0.00193263
1,11808.2,2199.72,1389.42,1270,11,129,4698,4065,243,16350,15,169,108,0,283,0,0.00193263
1,33894.7,11814.2,14874.7,13448,26,582,23418,21439,2453,99656,72,1629,1228,27,4719,0,0.00193263
1,11960.4,1842.79,184.513,162,3,157,4709,3868,281,13417,6,44,18,0,46,0,0.00193263
1,11892.2,944.568,785.948,723,7,86,2530,2127,143,7636,10,96,59,0,151,0,0.00193263
1,23674.9,10937.1,5671.78,5161,15,602,22709,20082,1995,79128,38,653,455,8,1595,0,0.00193263
1,12349.5,1830.58,743.88,678,10,148,4806,4094,281,15406,8,99,55,0,134,0,0.00193263
1,12490.2,2599.91,415.246,373,4,159,5611,4750,301,16467,5,55,31,0,81,0,0.00193263
1,24638.5,12417.4,8860.52,8064,18,616,25104,22211,2098,89311,40,1001,720,13,2300,0,0.00193263
1,31474.7,17703.7,5591.81,5057,12,856,34806,31688,3441,137140,36,653,446,0,1318,0,0.00193263
1,21335.2,7218.19,6071.83,5487,13,387,14876,13251,1294,59910,26,707,507,3,1705,0,0.00193263
1,36838.1,35194.5,25949.2,23623,31,1439,62486,56725,6119,250868,84,2354,1807,52,6174,0,0.00193263
1,17726.1,4438.89,4019.73,3736,18,260,9667,8511,777,32562,16,358,258,2,743,0,0.00193263
1,9016.93,578.055,708.328,648,10,38,1375,1125,33,3868,7,81,49,0,121,0,0.00193263
1,8672.38,733.001,696.177,641,9,84,2048,1588,96,4941,12,81,48,0,100,0,0.00193263
1,8249.56,632.117,354.443,321,4,71,1899,1462,78,4595,5,57,31,0,65,0,0.00193263
1,33609.7,10731.4,23644.3,21373,45,525,21221,19252,2020,90960,122,2590,2000,101,7252,0,0.00193263
1,3805.58,115.151,272.809,250,5,19,388,272,4,828,7,34,17,0,39,0,0.00193263
1,9590.07,950.197,1731.31,1587,10,113,2747,2186,129,7153,15,198,127,0,378,0,0.00193263
1,17444.9,4358.45,1374.98,1261,4,317,9911,8649,719,32982,12,154,101,0,257,0,0.00193263
1,19031,6098.76,7394.16,6735,20,357,13689,11971,1061,44178,35,830,604,14,1967,0,0.00193263
1,6370.08,352.79,239.979,218,5,45,1009,769,22,2585,5,37,17,0,40,0,0.00193263
1,37249.2,41521.3,24540.8,22137,32,1408,59508,54524,5975,243002,103,2683,2090,65,7611,0,0.00193263
1,32211.9,29827.2,16981.5,15370,22,1127,46784,41960,4366,179025,71,1819,1397,21,4907,0,0.00193263
1,6751.77,380.589,357.709,320,5,53,1104,830,21,2703,6,53,25,0,83,0,0.00193263
1,17395.2,4023.85,3111.72,2851,12,292,9479,8293,685,30689,18,365,237,4,622,0,0.00193263
1,11879.9,1890.46,1019.36,929,6,151,4834,4036,277,13500,13,125,73,0,194,0,0.00193263
1,4937.94,173.808,277.145,250,6,31,540,368,9,1097,6,36,18,0,52,0,0.00193263
1,22722.9,9065.01,1501.8,1359,4,502,19505,17334,1622,68190,9,193,122,0,342,0,0.00193263
1,25490.3,13162.1,6754.97,6172,21,734,27184,24159,2431,97833,36,789,551,13,1620,0,0.00193263
1,36918.9,10413.5,24209.5,21886,35,482,21412,19481,2063,91851,90,2696,2133,52,7938,0,0.00193263
1,44904,37561.1,17882.6,16107,9,1313,57163,53235,6075,263463,79,1971,1396,30,4688,0,0.00193263
1,7046.31,494.797,409.945,376,6,59,1290,1035,41,3820,7,54,31,0,79,0,0.00193263
1,28746.1,19696.6,16157.8,14622,23,926,35965,32033,3311,132155,69,1839,1371,38,4496,0,0.00193263
1,9890.74,1073.88,561.344,517,9,100,2762,2233,110,7336,6,68,39,0,105,0,0.00193263
1,14158,2795.53,1888.5,1721,10,156,6163,5360,368,20231,15,228,146,0,433,0,0.00193263
1,16075.7,3795.43,3738.2,3386,10,284,9407,8054,673,28516,20,423,313,4,881,0,0.00193263
1,12207.1,1843.34,511.507,464,4,152,4737,3923,307,13245,7,75,38,0,98,0,0.00193263
1,35350.3,31699.8,19215.6,17457,34,1316,53508,48794,5398,215763,94,2085,1585,41,5289,0,0.00193263
1,9423.08,1468.63,977.659,897,10,101,3249,2707,132,10203,9,121,74,1,187,0,0.00193263
1,5889.92,282.138,536.003,490,9,41,818,597,16,1754,9,64,37,0,100,0,0.00193263
1,38352.2,40749.3,36246.4,32943,32,1535,69661,63167,6765,284291,115,3305,2563,74,8841,0,0.00193263
1,8325.47,864.919,737.391,672,9,79,1980,1611,86,5714,8,94,56,0,164,0,0.00193263
1,14108.7,2659.89,927.738,845,6,240,6741,5689,435,18908,11,120,64,0,188,0,0.00193263
1,21978.8,7346.96,5412.31,4934,20,386,14895,13325,1313,60991,27,632,426,3,1413,0,0.00193263
1,15617,1860.3,999.524,908,12,173,5067,4375,361,16221,11,121,77,0,209,0,0.00193263
1,24778.3,6963.66,8574.49,7785,25,390,15368,13773,1367,64251,41,985,716,8,2441,0,0.00193263
1,20715,1896.81,5822.91,5321,24,146,4867,4323,370,17132,24,658,497,7,1368,0,0.00193263
1,17452.2,4882.67,5615.6,5125,19,303,11250,9798,801,35616,25,635,456,9,1424,0,0.00193263
1,12422,1841.72,261.218,230,2,167,5284,4423,333,15125,7,59,23,0,67,0,0.00193263
1,45585.3,30134.3,22672.8,20460,15,1086,46738,43571,4764,210856,95,2388,1849,52,6043,0,0.00193263
1,15063.8,3379.59,991.596,901,7,241,8095,6818,592,23792,11,134,74,0,211,0,0.00193263
1,23505,10432,16499,14986,26,618,21833,19207,1913,75485,68,1799,1382,48,4548,0,0.00193263
1,9233.23,891.359,1977.27,1845,9,93,2564,2064,118,6241,9,115,68,0,174,0,0.00193263
1,12205.3,2970.85,3376.92,3137,13,169,4492,3778,282,12712,13,273,182,4,579,0,0.00193263
1,21387.4,9022.3,10225.7,9470,21,427,16669,14823,1422,65668,38,768,528,11,1689,0,0.00193263
1,21627.2,8514.07,1223.12,1109,4,424,16042,14308,1338,56892,7,177,98,0,268,0,0.00193263
1,32647.1,17029.5,5764.21,5296,14,802,32215,29836,3206,141760,34,652,452,4,1238,0,0.00193263
1,26724.3,15045,9818.73,8903,23,758,30542,27212,2653,111419,42,1111,816,12,2647,0,0.00193263
1,19065.1,2889.13,5091.23,4650,23,213,7055,6076,541,24190,29,604,425,7,1319,0,0.00193263
