         k,      dist, cost_poly,  gen_poly,   cost_hi,    gen_hi,     hcost,     hcall,reevaluate,   cost_ki,    gen_ki,  cost_ki0,   gen_ki0,  cost_pre,   gen_pre,   edgecnt,    damcnt,       pts,     polys
         5,   27565.2,   56001.4,    110203,    117290,      6581,    109073,      6339,       838,   59314.8,     84503,    327796,    483519,    895476,    413370,    188905,    374639,        15,      8385
         5,   35635.8,    102570,    196946,    266262,     14839,    246098,     14389,      1671,   78377.1,    113981,    384018,    630392,    895476,    413370,    188905,    374639,        15,      8385
         5,   46872.4,    110376,    227680,    349399,     20108,    324093,     20174,      3037,    115854,    142967,    553172,    849294,    895476,    413370,    188905,    374639,        15,      8385
         5,   37160.9,   75463.2,    136667,   89214.3,      4322,     83746,      4794,      1177,   85200.5,    111068,    382095,    633392,    895476,    413370,    188905,    374639,        15,      8385
         5,   41209.9,    186570,    336894,   95601.4,      4731,     89961,      5474,      1566,   65358.6,     89444,    337040,    611825,    895476,    413370,    188905,    374639,        15,      8385
         5,   37156.1,    101393,    215577,    245359,     14932,    229258,     14895,      2072,   83397.8,    124185,    408399,    680118,    895476,    413370,    188905,    374639,        15,      8385
         5,     42513,   71761.5,    169337,    241930,     15099,    225852,     15206,      2346,    101393,    148265,    483232,    784651,    895476,    413370,    188905,    374639,        15,      8385
         5,   51835.8,    127739,    231351,    241222,     11905,    225977,     13682,      3603,    148049,    182410,    585784,    919917,    895476,    413370,    188905,    374639,        15,      8385
         5,   46604.9,    140818,    252190,    197539,     12850,    182107,     12395,      1324,    105126,    147644,    491263,    791720,    895476,    413370,    188905,    374639,        15,      8385
         5,   42152.8,    133084,    273119,    357639,     18815,    334148,     20284,      4004,   74037.9,    109182,    423097,    774351,    895476,    413370,    188905,    374639,        15,      8385
         5,   32767.4,   47260.2,    111142,    200652,     11835,    188094,     11826,      1712,   86635.8,    127661,    389631,    655350,    895476,    413370,    188905,    374639,        15,      8385
         5,   35546.7,   50937.5,    105992,    270795,     15948,    249262,     15250,      1676,    119818,    152625,    486938,    760131,    895476,    413370,    188905,    374639,        15,      8385
         5,   36930.8,   53898.7,    116740,    237061,     13970,    220072,     13497,      1588,    134462,    166863,    518070,    803202,    895476,    413370,    188905,    374639,        15,      8385
         5,   43980.8,   79554.9,    173176,    199674,     12329,    186815,     12494,      1975,    120608,    164002,    553924,    832405,    895476,    413370,    188905,    374639,        15,      8385
         5,   49555.2,    119594,    253750,    145568,      6495,    137905,      8528,      3108,   77106.3,    123721,    441343,    810210,    895476,    413370,    188905,    374639,        15,      8385
