         k,      dist, cost_poly,  gen_poly,   cost_hi,    gen_hi,     hcost,     hcall,reevaluate,   cost_ki,    gen_ki,  cost_ki0,   gen_ki0,  cost_pre,   gen_pre,   edgecnt,    damcnt,       pts,     polys
        14,   65906.7,   52201.2,    120154,    589063,     50335,    519631,     60843,     17499,    486910,    418730,1.29075e+06,1.47035e+06,    441062,    413370,    188905,    374639,        15,      8385
        14,   84991.4,    110251,    206108,    952831,     80417,    833906,     97510,     27526,    391131,    408653,1.30549e+06,1.76723e+06,    441062,    413370,    188905,    374639,        15,      8385
        14,   57996.3,     46360,    110048,    624875,     55258,    555643,     64940,     17278,    420173,    402863,1.10679e+06,1.40986e+06,    441062,    413370,    188905,    374639,        15,      8385
        14,   60153.5,   45110.8,    110439,    604466,     52435,    539857,     62979,     17801,    406363,    402034,1.0879e+06,1.41391e+06,    441062,    413370,    188905,    374639,        15,      8385
        14,     78959,   95618.3,    221967,1.18711e+06,     95024,1.05731e+06,    110985,     28284,    402176,    404384,1.20566e+06,1.63689e+06,    441062,    413370,    188905,    374639,        15,      8385
        14,   88893.5,    128617,    252283,1.11671e+06,     92805,    976737,    113906,     32886,    388845,    414923,1.32195e+06,1.87092e+06,    441062,    413370,    188905,    374639,        15,      8385
        14,     60706,   45221.8,    102564,    536097,     49973,    475952,     57778,     14702,    424383,    399793,1.11594e+06,1.40382e+06,    441062,    413370,    188905,    374639,        15,      8385
        14,   71932.3,    109705,    205452,1.00025e+06,     81622,    887506,     95928,     25068,    405142,    397347,1.13394e+06,1.53366e+06,    441062,    413370,    188905,    374639,        15,      8385
        14,     90129,    153087,    316151,1.31737e+06,    103332,1.17826e+06,    123308,     32856,    462879,    455517,1.38266e+06,1.91112e+06,    441062,    413370,    188905,    374639,        15,      8385
        14,   97834.8,    115127,    231298,    861862,     84994,    736594,    102693,     28637,    601226,    535144,1.48704e+06,1.88096e+06,    441062,    413370,    188905,    374639,        15,      8385
        14,   76424.3,   79781.7,    174514,    918480,     83335,    804239,     99256,     26992,    440876,    427809,1.21844e+06,1.59348e+06,    441062,    413370,    188905,    374639,        15,      8385
        14,   61775.4,     43417,    105261,    528325,     47071,    462075,     56240,     15736,    460957,    404720,1.09445e+06,1.42714e+06,    441062,    413370,    188905,    374639,        15,      8385
        14,   79829.5,   85279.5,    186097,    987674,     88499,    861940,    105323,     28441,    539611,    441199,1.24704e+06,1.62755e+06,    441062,    413370,    188905,    374639,        15,      8385
        14,   79178.2,    135641,    246665,1.25768e+06,     90517,1.09606e+06,    109100,     30388,    413047,    418025,1.18566e+06,1.6249e+06,    441062,    413370,    188905,    374639,        15,      8385
        14,   82320.7,   76732.4,    181949,    884713,     80799,    780146,     98725,     28640,    485505,    468978, 1.319e+06,1.66605e+06,    441062,    413370,    188905,    374639,        15,      8385
        14,   63957.8,   43866.6,    111086,    592307,     59092,    520570,     68763,     17860,    502898,    459149,1.21463e+06,1.50182e+06,    441062,    413370,    188905,    374639,        15,      8385
        14,    106881,    159126,    319253,1.17915e+06,    106255,1.01874e+06,    130739,     38111,    608608,    554049,1.6585e+06,2.09808e+06,    441062,    413370,    188905,    374639,        15,      8385
        14,   54749.6,   45653.1,    101363,    544004,     50506,    481919,     58284,     14835,    372278,    368732,1.03181e+06,1.34123e+06,    441062,    413370,    188905,    374639,        15,      8385
        14,   80713.5,   69939.2,    151359,    785796,     68301,    686365,     84921,     25686,    558310,    488781,1.3115e+06,1.61002e+06,    441062,    413370,    188905,    374639,        15,      8385
        14,   64028.2,   42768.1,    104783,    597043,     51427,    531306,     63024,     18778,    489969,    452488,1.18906e+06,1.48510e+06,    441062,    413370,    188905,    374639,        15,      8385
        14,   62471.9,   40882.8,     99621,    593602,     49586,    528927,     60830,     18152,    465587,    444637,1.19171e+06,1.46766e+06,    441062,    413370,    188905,    374639,        15,      8385
        14,   87234.8,   78079.7,    176686,    729733,     72405,    630325,     87300,     24695,    541450,    509921,1.3646e+06,1.73802e+06,    441062,    413370,    188905,    374639,        15,      8385
        14,   71344.4,   56938.3,    136096,    655052,     55796,    583658,     69173,     20883,    444277,    439070,1.14772e+06,1.5307e+06,    441062,    413370,    188905,    374639,        15,      8385
        14,   99146.9,    123006,    268046,1.22708e+06,    100619,1.06139e+06,    126531,     38955,    596302,    534525,1.52957e+06,1.95485e+06,    441062,    413370,    188905,    374639,        15,      8385
        14,   78422.9,   67866.9,    148280,    854736,     67482,    741298,     84204,     25630,    587714,    467525,1.15453e+06,1.56476e+06,    441062,    413370,    188905,    374639,        15,      8385
        14,   81971.1,   58942.3,    119856,    684163,     52443,    599508,     66830,     21599,    465211,    421991,1.26885e+06,1.70218e+06,    441062,    413370,    188905,    374639,        15,      8385
        14,   84184.2,   79148.9,    155865,    680633,     65659,    578327,     78662,     21922,    583056,    504689,1.38546e+06,1.6846e+06,    441062,    413370,    188905,    374639,        15,      8385
        14,   83447.4,    143680,    283572,1.51319e+06,    105323,1.32884e+06,    127856,     35958,    471596,    427558,1.26917e+06,1.7791e+06,    441062,    413370,    188905,    374639,        15,      8385
        14,   78439.2,   81994.9,    152235,    692709,     64739,    597920,     77359,     21353,    544184,    436486,1.2704e+06,1.62913e+06,    441062,    413370,    188905,    374639,        15,      8385
        14,   78191.6,    132439,    223970,1.24938e+06,    102535,1.09153e+06,    120811,     31540,    487574,    429464,1.21235e+06,1.64622e+06,    441062,    413370,    188905,    374639,        15,      8385
