K,order,dist,cost_polyanya,cost_ki,cost_hi,h_cost,vnum,gen_poly,push_poly,pop_poly,gen_ki,push_ki,pop_ki,prune_ki,suc_call_ki,gen_hi,push_hi,pop_hi,prune_hi,suc_call_hi,heuristic_call,reevaluate,pts,polys
2,2,36676.4,9902.13,39293.8,5336.03,4736,8,27186,26285,20665,53385,52169,46946,4939,202725,584,613,430,0,1180,530,50,8,3062
2,2,66658,31313.3,57798.5,47068.2,42088,19,77509,75293,62266,91216,89473,84147,9439,440486,4993,5230,4108,79,12566,4624,421,8,3062
2,2,32892.7,18800.6,17985.3,2860.82,2591,3,48613,47137,38583,37157,36358,33133,3283,143227,292,355,235,1,503,292,71,8,3062
2,2,28919.2,17343.7,6811.46,16154.1,14560,24,37915,36685,30037,16144,15717,14085,1405,57147,1649,1751,1310,19,3511,1509,168,8,3062
2,2,31905.1,15558.3,10088.3,19288.9,17519,21,40072,38848,31792,22681,22130,19988,2035,82236,1943,1979,1527,15,4641,1699,105,8,3062
2,2,41012.7,24902.5,8547.76,9309.32,8464,12,61387,59493,48895,18236,17798,16117,1805,75561,1078,1095,798,7,2847,969,58,8,3062
2,2,40304.6,9942.02,35349.4,17317.1,15593,14,29128,28186,22260,64439,62989,57387,6256,258421,1750,1902,1436,12,4290,1673,218,8,3062
2,2,34574,11721.6,19464.3,20549.7,18575,31,34673,33537,26594,39257,38351,35282,3839,159551,2161,2294,1752,44,4632,2023,220,8,3062
2,2,44425.9,41424.1,11568.3,24638.1,21843,41,90038,87680,74650,23213,22744,20825,2205,94233,2373,2459,1943,58,6637,2153,158,8,3062
2,2,63908.7,33375.9,41939.8,60149.8,53690,31,84509,82153,68142,75629,74203,69555,7473,355010,6432,6677,5385,101,18985,5888,426,8,3062
2,2,40873.4,16896.3,16924.2,14113.2,12676,31,47185,45657,36710,35129,34315,31697,3650,149249,1731,1697,1236,33,4173,1485,31,8,3062
2,2,49377.6,20478.7,51038.2,26775.3,23132,25,46253,44887,36423,82967,81274,76236,8579,381695,3026,2952,2316,40,8531,2560,17,8,3062
2,2,35074.8,26902,11314.2,4126.14,3762,6,62793,60992,50745,23605,23090,21288,2262,91193,436,478,348,2,746,414,58,8,3062
2,2,16327.9,5731.21,3064.47,1861.85,1686,5,18290,17620,13623,8169,7923,6660,586,23899,210,231,150,0,286,196,34,8,3062
2,2,28822.1,15633.5,15217.2,9918.04,9003,10,41350,40059,32524,31343,30647,27447,2736,113124,1053,1142,838,14,2126,987,133,8,3062
2,2,65054.7,32654.5,52890.2,60114.4,53658,29,83270,80966,66932,79509,78032,73219,8017,376291,6415,6695,5377,114,19019,5927,452,8,3062
2,2,18982,16452.1,4686.84,6578.88,5979,10,43273,41919,34421,11892,11560,9968,807,35923,714,769,550,11,1432,676,87,8,3062
2,2,24787.6,6545.98,8312.64,17404.4,15797,25,19977,19271,14948,20226,19669,17353,1734,68509,1844,1964,1511,48,4417,1751,199,8,3062
2,2,18506.2,10192.5,2435.23,5356.42,4892,4,30010,29033,23329,6612,6428,5624,447,20844,530,586,431,3,1083,517,82,8,3062
2,2,31242.6,6494.86,15149,12100.9,10926,18,19905,19163,14744,31930,31165,28079,2890,124399,1479,1458,1044,8,3174,1256,51,8,3062
2,2,35831.2,19368.8,17214.5,24205.7,21854,33,46561,45136,36499,36641,35790,32553,3465,139413,2610,2777,2117,51,6152,2435,256,8,3062
2,2,34811.7,12155.2,23604.7,15615.2,13986,22,34603,33563,26795,47559,46529,42042,4483,183363,1883,1836,1403,28,4645,1578,17,8,3062
2,2,36552.7,12470.2,29276.7,6184.66,5471,6,27008,26107,20503,52841,51629,46478,4896,200504,590,619,436,0,1192,534,50,8,3062
2,2,63870.3,38212.5,40137.9,27995.2,25336,5,84212,81738,67875,72273,70841,66351,7654,339758,2752,3078,2356,36,6211,2732,422,8,3062
2,2,40649.7,21236,18513.5,27351.3,24462,9,55606,53882,44102,37340,36497,33268,3750,145263,2662,2733,2087,46,6406,2401,178,8,3062
2,2,19961.1,8637.1,2164.86,3846.3,3490,18,24237,23491,18623,5683,5545,4827,428,20620,486,468,322,7,946,411,3,8,3062
2,2,44221.2,18931.7,29511.8,26390.5,23758,17,49613,48105,38976,56565,55362,51318,5649,241366,2741,2927,2250,58,6556,2590,299,8,3062
2,2,66986.3,33238.8,62966.6,44652.8,40081,11,83006,80642,66534,87215,85567,80476,8995,417596,4715,4960,3908,61,13099,4403,392,8,3062
2,2,24003.5,21942.9,8031.94,957.415,872,4,54149,52581,43633,17754,17358,15832,1371,65777,125,135,77,0,200,100,13,8,3062
2,2,11439.4,5347.01,1328.55,3093.35,2817,4,15929,15390,11881,3562,3459,2900,135,11505,353,344,229,0,668,292,2,8,3062
2,2,31324.4,8737.11,20104.6,23195.1,20991,30,22326,21592,16831,37295,36388,32488,3441,135386,2222,2377,1807,57,5167,2098,227,8,3062
2,2,19568.2,8722.06,4947.44,4961.3,4604,6,17927,17278,13310,12193,11835,10253,1039,39038,347,418,296,0,634,358,92,8,3062
2,2,41548.3,15966.5,30654.3,22924.1,20573,34,45790,44380,35671,46896,45866,42405,4591,198061,2607,2672,2031,46,6423,2352,144,8,3062
2,2,37598.6,31824.8,16672.7,27368.6,24511,25,66982,65007,53743,34662,33898,30870,3336,137875,2919,3082,2399,48,8322,2709,237,8,3062
2,2,37937.6,25900.6,16700.1,24140,21677,29,62764,60955,50557,33201,32474,29970,3196,132537,2629,2715,2054,45,6322,2410,169,8,3062
2,2,22100.4,13782.2,6566.87,3335.41,3027,9,36075,34964,28638,15560,15169,13451,1188,52055,420,415,275,0,741,353,13,8,3062
2,2,46604.4,14926.2,51402.8,17797.9,16202,13,38904,37747,30406,82214,80495,74834,8383,362101,1540,1551,1170,12,4045,1365,62,8,3062
2,2,54744.4,24654.4,46099.9,6579.76,6029,3,57834,56125,45888,79957,78394,73705,8338,371544,544,645,441,5,941,524,124,8,3062
2,2,44754.1,14444.8,44445.7,16017.5,14370,15,40145,38929,31329,77492,75863,70228,7776,335264,1823,1822,1374,15,4799,1618,61,8,3062
