         k,      dist,      rank,  max_rank,      vnum, cost_edbt,  gen_edbt,  cost_ki0,   gen_ki0,   cost_ki,    gen_ki, cost_poly,  gen_poly,  cost_ffp,   gen_ffp,   cost_hi,    gen_hi,     hcost,     hcall,    hreuse,reevaluate,  cost_hi2,   gen_hi2,    hcost2,    hcall2,   hreuse2,   cost_fi,    gen_fi,  cost_pre,   gen_pre,   edgecnt,  fencecnt,    keycnt,      miss,false_retrieval,       pts,     polys
         1,   40216.8,         1,         1,        48,         0,         0,    400744,    662377,   54882.2,     86222,   2874.58,      6722,   2342.96,      6722,   50512.1,      6724,     44559,      5754,       770,         0,   49215.4,      6724,     43834,      5754,       770,   262.547,       278,    415340,    416997,    188905,    378293,    134320,         0,         0,         6,      8385
         1,   36887.9,         1,         1,        60,         0,         0,    427985,    710262,   95042.5,    135098,   1653.35,      5133,   1556.21,      5133,     37793,      5138,     33540,      4391,       564,         0,   37544.2,      5138,     33560,      4391,       564,   205.959,       264,    415340,    416997,    188905,    378293,    134320,         0,         0,         6,      8385
         1,   36298.8,         1,         1,        27,         0,         0,    258475,    521941,   35165.6,     63794,   1364.38,      4096,   1253.83,      4096,   30191.4,      4098,     27056,      3538,       446,         0,   29884.6,      4098,     27010,      3538,       446,   183.592,       227,    415340,    416997,    188905,    378293,    134320,         0,         0,         6,      8385
         1,   11797.6,         1,         1,        20,         0,         0,     32405,     90053,   3857.59,      9481,   163.792,       715,   149.141,       715,   4957.96,       720,      4506,       608,        79,         0,   5013.34,       720,      4560,       608,        79,     61.25,        94,    415340,    416997,    188905,    378293,    134320,         0,         0,         6,      8385
         1,   44686.3,         1,         1,        30,         0,         0,    534469,    890065,   99717.1,    150929,   2182.97,      6171,   2110.46,      6171,   45638.1,      6176,     40705,      5290,       700,         0,   45571.1,      6176,     40929,      5290,       700,   215.962,       267,    415340,    416997,    188905,    378293,    134320,         0,         0,         6,      8385
         1,   22019.4,         1,         1,        16,         0,         0,    165317,    331225,   25485.2,     48670,   463.766,      1649,   401.619,      1649,   11519.4,      1651,     10434,      1404,       171,         0,   11623.2,      1651,     10558,      1404,       171,    90.682,       126,    415340,    416997,    188905,    378293,    134320,         0,         0,         6,      8385
         1,   44905.7,         1,         1,        61,         0,         0,    506630,    868523,    104759,    155871,   3308.17,      8602,   3196.95,      8602,   65449.7,      8607,     58129,      7405,       923,         0,   66339.8,      8607,     58723,      7405,       923,   241.676,       298,    415340,    416997,    188905,    378293,    134320,         0,         0,         6,      8385
         1,   5495.79,         1,         1,         6,         0,         0,   7851.25,     21678,    626.61,      1894,    15.674,        69,    10.533,        69,   478.859,        74,       428,        58,         9,         0,   468.289,        74,       418,        58,         9,    24.654,        38,    415340,    416997,    188905,    378293,    134320,         0,         0,         6,      8385
         1,   8876.76,         1,         1,        12,         0,         0,     12380,     46252,   1013.43,      3251,     31.27,       136,    22.731,       136,    898.47,       138,       813,       107,        19,         0,   885.407,       138,       793,       107,        19,    56.779,        73,    415340,    416997,    188905,    378293,    134320,         0,         0,         6,      8385
         1,   13175.4,         1,         1,         8,         0,         0,   49150.6,    131319,   7090.67,     15893,    97.137,       395,    84.247,       395,   2709.18,       400,      2462,       334,        44,         0,   2749.76,       400,      2505,       334,        44,    50.411,        72,    415340,    416997,    188905,    378293,    134320,         0,         0,         6,      8385
