k,order,dist,cost_polyanya,cost_ki,cost_hi,cost_hi2,h_cost,h_cost2,vnum,gen_poly,push_poly,gen_ki,push_ki,prune_ki,gen_hi,push_hi,prune_hi,hcall,reevaluate,gen_hi2,push_hi2,prune_hi2,hcall2,reevaluate2,precost,gen_pre,edgecnt,damcnt,pts,polys
2,2,48182.1,34296.8,96792.1,123169,60323.3,106235,44755,43,76935,74839,131331,128942,13324,15235,15878,626,14164,0,15235,15878,626,6321,1109,344963,403593,169618,369040,6,7532
2,2,43106,26239,29169.5,33302.5,12886.4,29044,9516,9,59724,58119,55027,53951,5914,3895,4356,92,3881,0,3895,4356,92,1378,594,344963,403593,169618,369040,6,7532
2,2,12364.2,2308.7,5084.16,3958.56,1640.51,3540,1268,5,7553,7273,12485,12156,916,514,567,1,497,0,514,567,1,182,73,344963,403593,169618,369040,6,7532
2,2,43912.5,27173.7,167580,50866.9,44512.1,44620,37262,38,63042,61297,204167,200312,20158,7544,7429,240,6578,0,7544,7429,240,5491,112,344963,403593,169618,369040,6,7532
2,2,40795.7,28555.3,74399.5,90727.2,44552.6,78948,32693,51,67305,65350,118645,116418,12243,11951,12379,455,10986,0,11951,12379,455,4497,818,344963,403593,169618,369040,6,7532
2,2,28272.3,10004.9,47543.5,12173,8382.7,10444,6713,9,27191,26412,80394,78731,7813,1600,1608,5,1360,0,1600,1608,5,916,70,344963,403593,169618,369040,6,7532
2,2,33566.3,15881.2,64306.8,47812.9,21666.6,41720,16524,46,41344,40168,103208,101169,10363,6027,6220,141,5454,0,6027,6220,141,2360,387,344963,403593,169618,369040,6,7532
2,2,42700.1,28377.4,82963.9,98445.4,45307.4,85447,33976,50,69743,67721,120757,118499,12339,12808,13304,484,11849,0,12808,13304,484,4825,897,344963,403593,169618,369040,6,7532
2,2,25656,14399.5,34635.2,11188.6,5302.32,9911,4207,7,36725,35655,64674,63279,6272,1437,1595,8,1403,0,1437,1595,8,609,204,344963,403593,169618,369040,6,7532
2,2,38327.3,26782,79521.7,58192.2,23135.7,51342,17413,17,60784,58974,126508,123931,12853,7348,7852,154,6994,0,7334,7796,159,2401,713,344963,403593,169618,369040,6,7532
2,2,14982.4,7085.19,9619.53,4543.96,2751.47,3975,2177,20,18902,18321,17363,16955,1357,703,689,12,592,0,703,689,12,332,16,344963,403593,169618,369040,6,7532
2,2,70064.7,69384.8,261502,169061,132076,144867,104945,86,142052,138226,296435,291619,29202,21341,22005,985,19840,0,21341,22005,985,14570,1265,344963,403593,169618,369040,6,7532
2,2,63919.7,48643.9,245544,112133,100402,97756,83065,52,98394,95734,284744,279967,28161,15754,15873,505,14201,0,15754,15873,505,11942,560,344963,403593,169618,369040,6,7532
2,2,36902.5,23587.8,67681.6,61770.8,32724.2,54348,26066,45,58459,56689,108387,106225,11211,7647,8268,242,7376,0,7647,8268,242,3657,884,344963,403593,169618,369040,6,7532
2,2,30013.5,15772.5,51343.5,31469.6,19373.4,27800,15770,33,39376,38169,86557,84765,8744,4187,4431,98,3914,0,4187,4431,98,2281,406,344963,403593,169618,369040,6,7532
2,2,48406.3,30680.7,145777,71271.3,38863.9,62533,30503,36,70447,68547,193976,190408,19868,8976,9701,210,8690,0,8976,9701,210,4592,979,344963,403593,169618,369040,6,7532
2,2,16159.4,5566.29,9653.09,8646.97,4113.25,7707,3281,21,16480,15918,21912,21377,1825,1091,1223,13,1085,0,1091,1219,13,467,183,344963,403593,169618,369040,6,7532
2,2,67237,61198,206848,156744,95315.5,135406,75027,44,121971,118876,247482,243427,25077,19229,20549,612,18487,0,19229,20549,612,10586,1828,344963,403593,169618,369040,6,7532
2,2,28936.1,12110.2,51585.9,22618.8,16881,20025,13917,43,31201,30220,85088,83333,8450,3447,3374,74,2939,0,3447,3374,74,2073,47,344963,403593,169618,369040,6,7532
