K,dist,cost_ki,cost_hi,h_cost,vnum,gen_ki,push_ki,pop_ki,prune_ki,suc_call_ki,gen_hi,push_hi,pop_hi,prune_hi,suc_call_hi,reevaluate,density
2,34034.4,93869.4,38227.4,28150,12,2430,127327,120181,12990,663434,300,9746,7963,220,28695,546,0.000717703
2,67206.5,93869.4,38227.4,28150,58,2430,127327,120181,12990,663434,300,9746,7963,220,28695,546,0.000717703
2,47541.2,59750.5,27976.9,21446,46,1896,94313,88735,10126,456963,217,6904,5566,180,17252,871,0.000717703
2,51265.8,59750.5,27976.9,21446,22,1896,94313,88735,10126,456963,217,6904,5566,180,17252,871,0.000717703
2,24842.9,37646.9,3336.62,2611,10,1362,62229,57841,6417,295911,52,951,660,1,1571,117,0.000717703
2,40457.5,37646.9,3336.62,2611,8,1362,62229,57841,6417,295911,52,951,660,1,1571,117,0.000717703
2,4974.88,16194.2,3971.46,2999,7,616,24343,21826,2351,90969,58,1189,858,38,2652,23,0.000717703
2,23702.4,16194.2,3971.46,2999,23,616,24343,21826,2351,90969,58,1189,858,38,2652,23,0.000717703
2,49536.6,75256.1,31765.3,24633,42,2108,104718,98323,11118,510766,214,7201,5922,169,18469,988,0.000717703
2,51595.3,75256.1,31765.3,24633,5,2108,104718,98323,11118,510766,214,7201,5922,169,18469,988,0.000717703
2,997.867,8516.25,2468.13,1903,3,467,17724,15451,1596,60581,36,758,534,14,1741,5,0.000717703
2,19881,8516.25,2468.13,1903,21,467,17724,15451,1596,60581,36,758,534,14,1741,5,0.000717703
2,5085.64,7441.01,2252.44,1700,9,401,14534,12686,1063,48866,30,650,469,6,1513,23,0.000717703
2,17539.4,7441.01,2252.44,1700,14,401,14534,12686,1063,48866,30,650,469,6,1513,23,0.000717703
2,14358.4,9060.74,3844.85,3029,18,524,18669,16788,1645,68944,43,1040,749,6,2097,109,0.000717703
2,22507,9060.74,3844.85,3029,17,524,18669,16788,1645,68944,43,1040,749,6,2097,109,0.000717703
2,67599.5,84731.9,78243.9,58869,46,2463,128805,121518,13708,667815,527,18726,15651,563,55949,1540,0.000717703
2,72413.4,84731.9,78243.9,58869,23,2463,128805,121518,13708,667815,527,18726,15651,563,55949,1540,0.000717703
2,46396.3,44526.6,35868.4,27617,45,1530,75544,70341,7811,354275,254,8551,6979,232,24434,775,0.000717703
2,47999.3,44526.6,35868.4,27617,45,1530,75544,70341,7811,354275,254,8551,6979,232,24434,775,0.000717703
2,18507.1,11185.6,6227.13,4910,21,616,23118,20913,2125,90289,70,1647,1237,19,3583,180,0.000717703
2,27046.6,11185.6,6227.13,4910,16,616,23118,20913,2125,90289,70,1647,1237,19,3583,180,0.000717703
2,46188.6,79673.1,38215.3,30851,37,2185,109607,103149,11204,545445,207,7481,6166,176,19253,1068,0.000717703
2,51691.2,79673.1,38215.3,30851,7,2185,109607,103149,11204,545445,207,7481,6166,176,19253,1068,0.000717703
2,25291.3,10623.8,8610.45,6914,30,570,22315,20160,1960,85110,84,2064,1560,24,4365,279,0.000717703
2,26816.2,10623.8,8610.45,6914,14,570,22315,20160,1960,85110,84,2064,1560,24,4365,279,0.000717703
2,45625.7,77908.3,29452.7,22930,36,2184,107712,101181,11002,529107,200,6783,5542,128,17091,998,0.000717703
2,50933.7,77908.3,29452.7,22930,7,2184,107712,101181,11002,529107,200,6783,5542,128,17091,998,0.000717703
2,9432.3,41794.6,10989.7,8301,16,1618,71833,65986,7260,321123,105,3177,2445,68,8968,65,0.000717703
2,38688.5,41794.6,10989.7,8301,35,1618,71833,65986,7260,321123,105,3177,2445,68,8968,65,0.000717703
