         k,      dist, cost_poly,  gen_poly,   cost_hi,    gen_hi,     hcost,     hcall,reevaluate,   cost_ki,    gen_ki,  cost_ki0,   gen_ki0,  cost_pre,   gen_pre,   edgecnt,    damcnt,       pts,     polys
        13,   82692.4,   95551.8,    202914,    980008,     79849,    866792,     94113,     24471,    478176,    437420,1.37833e+06,1.69065e+06,    426653,    413370,    188905,    374639,        15,      8385
        13,   80363.9,   83000.2,    171517,    616474,     59706,    538712,     69549,     17600,    427264,    433841,1.24461e+06,1.66647e+06,    426653,    413370,    188905,    374639,        15,      8385
        13,   54467.4,   39763.8,    101741,    545023,     46891,    487207,     52200,     11881,    349361,    351692,    969549,1.31378e+06,    426653,    413370,    188905,    374639,        15,      8385
        13,     86260,    136094,    287455,1.22041e+06,     94546,1.0892e+06,    111717,     29239,    431039,    437582,1.29703e+06,1.79595e+06,    426653,    413370,    188905,    374639,        15,      8385
        13,   57092.5,   38064.3,     96031,    541848,     44808,    486355,     51647,     13225,    251888,    290273,    826245,1.1977e+06,    426653,    413370,    188905,    374639,        15,      8385
        13,     84746,    100326,    210154,    729499,     67326,    641584,     80304,     21826,    476829,    469663,1.33273e+06,1.74887e+06,    426653,    413370,    188905,    374639,        15,      8385
        13,   95349.7,    155491,    319437,1.06085e+06,     96279,    926054,    110597,     26558,    492122,    483760,1.4923e+06,1.97182e+06,    426653,    413370,    188905,    374639,        15,      8385
        13,   81512.2,    118508,    261917,1.30743e+06,     98863,1.17406e+06,    116504,     30188,    405459,    409565,1.2113e+06,1.71189e+06,    426653,    413370,    188905,    374639,        15,      8385
        13,   60504.7,   42916.2,    108631,    553143,     45376,    493471,     53309,     14217,    370260,    374701,    998306,1.36563e+06,    426653,    413370,    188905,    374639,        15,      8385
        13,   94259.8,    140099,    278392,    931651,     84459,    812017,    100893,     27121,    506674,    483119,1.43412e+06,1.95988e+06,    426653,    413370,    188905,    374639,        15,      8385
        13,   59073.5,   39624.3,     99745,    498280,     42460,    442169,     49106,     12704,    272995,    305823,    856304,1.23238e+06,    426653,    413370,    188905,    374639,        15,      8385
        13,   84478.4,    114378,    236434,    932242,     79874,    829205,     95269,     25791,    441291,    454456,1.24821e+06,1.73012e+06,    426653,    413370,    188905,    374639,        15,      8385
