         k,      dist, cost_poly,  gen_poly,   cost_hi,    gen_hi,     hcost,     hcall,reevaluate,   cost_ki,    gen_ki,  cost_ki0,   gen_ki0,  cost_pre,   gen_pre,   edgecnt,    damcnt,       pts,     polys
         6,     64934,    265429,    414985,    625364,     36160,    571250,     36259,      4852,    170625,    182887,    846547,1.1581e+06,    490991,    413370,    188905,    374639,        15,      8385
         6,   33006.2,   46947.3,    104230,    150950,      8863,    141251,      8851,      1319,   97527.4,    129387,    446820,    667575,    490991,    413370,    188905,    374639,        15,      8385
         6,   43519.6,     64949,    127693,    167044,     10022,    155927,     10814,      2377,    130233,    162162,    559425,    828318,    490991,    413370,    188905,    374639,        15,      8385
         6,     31109,   52996.1,    112696,    183600,     10742,    170593,     10851,      1802,   81509.4,    114447,    367970,    615297,    490991,    413370,    188905,    374639,        15,      8385
         6,   33144.7,   51761.1,    126096,    126158,      6536,    119005,      7493,      2038,   75526.3,    116579,    364939,    615412,    490991,    413370,    188905,    374639,        15,      8385
         6,   45071.9,     97718,    209295,    359613,     20700,    335586,     22086,      4203,    128360,    158180,    521026,    833571,    490991,    413370,    188905,    374639,        15,      8385
         6,   66083.8,    225536,    406070,    712756,     37945,    662130,     39803,      7031,    184126,    205673,    700415,1.24976e+06,    490991,    413370,    188905,    374639,        15,      8385
         6,   39083.8,   42188.7,     97749,    187940,     11823,    175042,     12289,      2311,    128056,    158083,    513469,    786677,    490991,    413370,    188905,    374639,        15,      8385
         6,   43914.4,     51171,    124151,    301033,     18770,    280222,     19272,      3252,    186807,    230175,    705840,1.01329e+06,    490991,    413370,    188905,    374639,        15,      8385
         6,   31153.3,   70522.2,    147136,    171052,     10476,    159911,     11044,      2129,   53804.8,     91396,    308733,    538212,    490991,    413370,    188905,    374639,        15,      8385
         6,   43827.4,   72310.5,    143470,    155365,      7867,    145774,      9368,      2728,   71089.1,    116499,    456135,    775894,    490991,    413370,    188905,    374639,        15,      8385
         6,   33298.3,   84696.2,    161948,    214107,     11034,    201069,     12176,      2757,   84550.5,    118178,    403084,    635297,    490991,    413370,    188905,    374639,        15,      8385
         6,   54510.8,    117652,    227715,    251819,     12535,    236019,     15019,      4321,   99283.8,    148375,    557077,    931658,    490991,    413370,    188905,    374639,        15,      8385
         6,   52344.7,    161926,    295305,    670531,     36193,    621303,     38268,      6949,    137017,    177874,    653121,1.08814e+06,    490991,    413370,    188905,    374639,        15,      8385
         6,   33534.5,   68864.1,    139211,    151235,      8520,    141805,      9135,      1932,   75494.4,    113837,    382405,    622233,    490991,    413370,    188905,    374639,        15,      8385
         6,   45005.2,    157618,    246200,    313196,     15405,    290263,     17623,      4231,   96929.9,    135633,    582908,    917500,    490991,    413370,    188905,    374639,        15,      8385
         6,   44845.7,    128558,    256297,    369445,     19366,    344157,     21723,      5054,     85160,    124814,    482257,    807168,    490991,    413370,    188905,    374639,        15,      8385
         6,   56209.8,    200821,    333977,    291691,     18652,    271019,     19260,      3206,    112104,    162663,    580843,    985077,    490991,    413370,    188905,    374639,        15,      8385
         6,     35032,   81200.1,    172954,    130504,      7874,    121555,      8307,      1662,   48742.3,     85003,    294879,    570250,    490991,    413370,    188905,    374639,        15,      8385
         6,   34186.5,   39277.3,    100104,    227175,     13165,    212748,     13676,      2450,   95562.8,    138375,    446922,    709746,    490991,    413370,    188905,    374639,        15,      8385
         6,   31916.3,   55148.9,    123316,    147325,      8273,    137663,      9305,      2221,   82499.3,    119565,    392138,    630341,    490991,    413370,    188905,    374639,        15,      8385
         6,   48055.2,   70405.2,    158575,    332530,     20262,    309839,     20851,      3419,    186160,    224378,    674860,1.01986e+06,    490991,    413370,    188905,    374639,        15,      8385
         6,   39306.9,    118529,    227182,    289547,     17026,    269818,     17927,      3272,    114106,    129849,    424567,    710580,    490991,    413370,    188905,    374639,        15,      8385
         6,   36819.7,   84513.3,    167921,    143138,      9644,    132838,      9744,      1502,   75520.7,    117247,    372809,    692040,    490991,    413370,    188905,    374639,        15,      8385
         6,   37638.9,   82212.5,    174310,    170828,     10061,    159923,     10909,      2330,   97542.6,    132466,    422769,    702760,    490991,    413370,    188905,    374639,        15,      8385
         6,   40319.7,   58197.2,    119219,    317579,     17614,    294384,     18552,      3516,    172803,    187321,    535640,    868991,    490991,    413370,    188905,    374639,        15,      8385
         6,   48973.1,   67216.6,    136455,    135208,      8974,    126004,      9161,      1568,    123817,    160936,    558563,    897358,    490991,    413370,    188905,    374639,        15,      8385
         6,   39685.2,     54364,    122965,    231128,     12730,    215362,     13508,      2675,    108556,    160130,    509921,    800370,    490991,    413370,    188905,    374639,        15,      8385
         6,   54572.2,   94577.7,    206096,    398372,     23223,    369436,     24364,      4424,    222687,    258531,    810589,1.20438e+06,    490991,    413370,    188905,    374639,        15,      8385
         6,   29871.5,   45885.6,    101764,    124182,      7532,    116256,      7720,      1348,   69762.7,    104627,    345422,    577563,    490991,    413370,    188905,    374639,        15,      8385
         6,   36768.9,   85636.2,    191406,    221589,     13430,    207481,     14201,      2741,   85678.7,    127982,    419914,    694262,    490991,    413370,    188905,    374639,        15,      8385
         6,     31970,   67788.3,    150760,    144514,      7706,    135862,      8709,      2163,   70314.6,    107738,    360698,    587107,    490991,    413370,    188905,    374639,        15,      8385
         6,   28146.7,    103418,    191659,    129859,      7617,    122076,      8217,      1768,   37966.2,     65814,    251670,    423986,    490991,    413370,    188905,    374639,        15,      8385
         6,   51262.3,   94205.2,    202352,    365492,     21636,    341525,     22855,      4391,    173717,    209656,    675652,1.00445e+06,    490991,    413370,    188905,    374639,        15,      8385
         6,   54171.8,    129649,    251985,    424726,     25074,    394211,     25841,      4286,    140201,    186035,    654802,1.01294e+06,    490991,    413370,    188905,    374639,        15,      8385
         6,   30313.1,   49858.6,    119115,    119112,      6417,    112328,      7260,      1905,     60170,    101004,    336651,    561826,    490991,    413370,    188905,    374639,        15,      8385
         6,   50776.2,   99044.4,    209310,    455710,     27979,    422856,     28792,      4720,    201568,    234193,    728424,1.12218e+06,    490991,    413370,    188905,    374639,        15,      8385
         6,   52333.5,    158999,    296091,    277249,     16374,    258739,     17350,      3236,    122252,    164275,    571847,    901364,    490991,    413370,    188905,    374639,        15,      8385
         6,     45372,    121211,    253829,    315153,     17357,    292878,     18910,      4059,    124482,    137748,    500002,    810122,    490991,    413370,    188905,    374639,        15,      8385
         6,   31405.4,    104743,    210663,    172364,     10284,    161472,     10855,      2019,   42793.2,     72105,    271769,    489246,    490991,    413370,    188905,    374639,        15,      8385
         6,   30993.9,   54731.3,    115211,    147060,      8750,    136948,      9315,      1924,   77605.2,    110681,    366605,    585822,    490991,    413370,    188905,    374639,        15,      8385
         6,     29456,   62456.4,    123502,    100935,      4681,     94284,      4781,       898,   57414.2,     97571,    347384,    542361,    490991,    413370,    188905,    374639,        15,      8385
         6,   33712.8,   79966.2,    164273,    105584,      6998,     98769,      7209,      1272,   86699.5,    125691,    420395,    656407,    490991,    413370,    188905,    374639,        15,      8385
         6,   47617.8,    125590,    251665,    538729,     27885,    498626,     29295,      5263,    140097,    166826,    586511,    946014,    490991,    413370,    188905,    374639,        15,      8385
         6,   48340.9,    127909,    234359,    281004,     18545,    260231,     18672,      2841,    127016,    169063,    562930,    876527,    490991,    413370,    188905,    374639,        15,      8385
         6,   62518.6,    148920,    301257,    781717,     45381,    721775,     47282,      7973,    229928,    268835,    961099,1.43308e+06,    490991,    413370,    188905,    374639,        15,      8385
         6,   42910.3,   58722.4,    131973,    314902,     17838,    292883,     18825,      3642,    189115,    202448,    614274,    925941,    490991,    413370,    188905,    374639,        15,      8385
         6,   42783.5,   86049.6,    188983,    375260,     22491,    348196,     22829,      3507,    123385,    162506,    522051,    839199,    490991,    413370,    188905,    374639,        15,      8385
         6,   53720.3,   83661.3,    191625,    243569,     15122,    227461,     16291,      3325,    130886,    180635,    593122,    965601,    490991,    413370,    188905,    374639,        15,      8385
         6,   47244.3,    107707,    212683,    325483,     20560,    301617,     21094,      3256,    116944,    159228,    559156,    896901,    490991,    413370,    188905,    374639,        15,      8385
         6,   38585.9,    117515,    230372,    138060,      9898,    128119,      9687,      1163,   69281.6,    112126,    422315,    674535,    490991,    413370,    188905,    374639,        15,      8385
         6,   65549.2,    167660,    290625,    453764,     25352,    418224,     28131,      6320,    149760,    198380,    744653,1.21639e+06,    490991,    413370,    188905,    374639,        15,      8385
         6,   36852.1,   45544.1,    108768,    208000,     12730,    193967,     12642,      1844,    144326,    163950,    505452,    789269,    490991,    413370,    188905,    374639,        15,      8385
         6,     68851,    184976,    357279,    451382,     20416,    421371,     26372,      8753,    134308,    184899,    786283,1.30205e+06,    490991,    413370,    188905,    374639,        15,      8385
         6,   33010.3,   45862.3,    105627,    108100,      6214,    101063,      6533,      1265,   97769.2,    132112,    416362,    687596,    490991,    413370,    188905,    374639,        15,      8385
         6,   53184.5,     90072,    207511,    395184,     22117,    366568,     24268,      5326,    148659,    191147,    621631,1.00962e+06,    490991,    413370,    188905,    374639,        15,      8385
         6,   41460.4,   56570.4,    123831,    274807,     15518,    255975,     15561,      2415,    162305,    195713,    570139,    900746,    490991,    413370,    188905,    374639,        15,      8385
         6,   34746.8,   87569.9,    186292,    112616,      7487,    105061,      7636,      1303,   75219.5,    118532,    430703,    638357,    490991,    413370,    188905,    374639,        15,      8385
         6,   42753.6,   72443.3,    167365,    311838,     17871,    291349,     18975,      3631,    122737,    164943,    529609,    855415,    490991,    413370,    188905,    374639,        15,      8385
         6,   28594.9,     73300,    143801,    201872,     10633,    189082,     11703,      2660,   55713.3,     93127,    316082,    527332,    490991,    413370,    188905,    374639,        15,      8385
         6,   32102.8,   42287.1,    103004,    181791,     10619,    170089,     11042,      2023,   90798.1,    121842,    418674,    640573,    490991,    413370,    188905,    374639,        15,      8385
         6,   34877.7,   40704.7,     96282,    168094,     10539,    156940,     10917,      2064,   92944.2,    136432,    443437,    710145,    490991,    413370,    188905,    374639,        15,      8385
         6,   29761.3,   69748.1,    145835,    182529,     10680,    170373,     11209,      2060,   65888.1,     94592,    338046,    536208,    490991,    413370,    188905,    374639,        15,      8385
         6,   64261.7,    127097,    272742,    610326,     36306,    563177,     37349,      6115,    224751,    273083,    913666,1.34099e+06,    490991,    413370,    188905,    374639,        15,      8385
         6,   49775.2,    149622,    273483,    217197,     13713,    199123,     13433,      1594,    136952,    150018,    468922,    815194,    490991,    413370,    188905,    374639,        15,      8385
         6,   49857.7,     97265,    201842,    460079,     27855,    426712,     28588,      4663,    189846,    228626,    715795,1.09077e+06,    490991,    413370,    188905,    374639,        15,      8385
         6,   57676.7,    106400,    224995,    278000,     17345,    259514,     18593,      3694,    137258,    187313,    643866,1.04705e+06,    490991,    413370,    188905,    374639,        15,      8385
         6,   34136.7,   39931.8,    100688,    169120,     10156,    158533,     10549,      1964,   98510.5,    139940,    436561,    709707,    490991,    413370,    188905,    374639,        15,      8385
