         k,      dist,      rank,  max_rank,      vnum, cost_edbt,  gen_edbt,  cost_ki0,   gen_ki0,   cost_ki,    gen_ki, cost_poly,  gen_poly,  cost_ffp,   gen_ffp,   cost_hi,    gen_hi,     hcost,     hcall,    hreuse,reevaluate,  cost_hi2,   gen_hi2,    hcost2,    hcall2,   hreuse2,   cost_fi,    gen_fi,  cost_pre,   gen_pre,   edgecnt,  fencecnt,    keycnt,      miss,false_retrieval,       pts,     polys
         1,   22713.3,         1,         1,        42,         0,         0,    130171,    261628,   14727.3,     27540,   1877.11,      4003,   1358.73,      4003,   33232.1,      4003,     29879,      3453,       446,         0,     35356,      4003,     31819,      3453,       446,    150.13,       178,    409589,    412954,    188905,    374747,    134320,         0,         0,         7,      8385
         1,   22133.4,         1,         1,        29,         0,         0,    105643,    248054,     13462,     27850,   913.899,      2988,   879.196,      2988,   24904.1,      2989,     22354,      2561,       337,         0,   25057.5,      2989,     22374,      2561,       337,   134.768,       171,    409589,    412954,    188905,    374747,    134320,         0,         0,         7,      8385
         1,   18996.1,         1,         1,         6,         0,         0,    120517,    250506,   18852.2,     37223,   129.807,       492,   111.751,       492,   3949.08,       494,      3523,       408,        65,         0,   3814.22,       494,      3442,       408,        65,    75.637,        98,    409589,    412954,    188905,    374747,    134320,         0,         0,         7,      8385
         1,   10053.8,         1,         1,         8,         0,         0,   26474.9,     77116,   3006.01,      7866,    41.201,       175,    29.919,       175,    1312.3,       177,      1188,       146,        19,         0,   1296.17,       177,      1182,       146,        19,    36.583,        58,    409589,    412954,    188905,    374747,    134320,         0,         0,         7,      8385
         1,   54807.5,         1,         1,        21,         0,         0,    601152,    965345,    116418,    158404,   3181.26,      7789,   2827.43,      7789,   67524.7,      7792,     59911,      6728,       838,         0,   67738.2,      7792,     60045,      6728,       838,   235.032,       268,    409589,    412954,    188905,    374747,    134320,         0,         0,         7,      8385
         1,   21104.1,         1,         1,        19,         0,         0,    128014,    265431,   16693.2,     31401,   549.981,      1768,   467.423,      1768,   14650.1,      1772,     13267,      1521,       185,         0,   14519.9,      1772,     13150,      1521,       185,     89.88,       123,    409589,    412954,    188905,    374747,    134320,         0,         0,         7,      8385
         1,   41701.9,         1,         1,        63,         0,         0,    370206,    705841,   62506.5,    100690,   4250.39,     10272,    3796.6,     10272,   87255.7,     10273,     77168,      8849,      1119,         0,   87317.1,     10273,     77479,      8849,      1119,   255.117,       312,    409589,    412954,    188905,    374747,    134320,         0,         0,         7,      8385
         1,     16607,         1,         1,        22,         0,         0,   95342.2,    203938,   12166.2,     26132,   220.459,       920,   201.357,       920,   7215.34,       920,      6565,       775,       103,         0,   7187.45,       920,      6543,       775,       103,    70.089,        96,    409589,    412954,    188905,    374747,    134320,         0,         0,         7,      8385
         1,   7672.32,         1,         1,         8,         0,         0,   13001.8,     40350,   1179.28,      3956,    42.782,       193,    33.066,       193,   1449.22,       193,      1311,       161,        20,         0,   1439.33,       193,      1316,       161,        20,    32.786,        50,    409589,    412954,    188905,    374747,    134320,         0,         0,         7,      8385
         1,   28649.2,         1,         1,        21,         0,         0,    289489,    519731,   54985.1,     93604,   539.728,      1884,   501.038,      1884,   15882.8,      1887,     14202,      1598,       231,         0,   15974.3,      1887,     14469,      1598,       231,   154.009,       191,    409589,    412954,    188905,    374747,    134320,         0,         0,         7,      8385
