K,order,dist,cost_polyanya,cost_ki,cost_hi,h_cost,vnum,gen_poly,push_poly,pop_poly,gen_ki,push_ki,pop_ki,prune_ki,suc_call_ki,gen_hi,push_hi,pop_hi,prune_hi,suc_call_hi,heuristic_call,reevaluate,pts,polys
2,2,62297.1,84236.5,323872,155378,129059,70,128656,125222,106657,276907,272242,259351,28893,1587832,18871,18776,15694,725,66778,16839,446,6,7819
2,2,45075,24685.1,181441,32376.3,28447,16,47558,46093,37657,188186,184588,174108,19292,1012209,3954,3994,3061,81,10544,3535,191,6,7819
2,2,10984,15405.9,4410.83,1323.22,1183,10,28197,27386,22569,8873,8635,7511,564,29310,132,173,117,0,192,148,45,6,7819
2,2,26515,29305.3,34836.8,21691.6,19051,13,49530,48106,40114,51382,50258,45928,5132,222234,2707,2896,2212,30,6540,2546,293,6,7819
2,2,18396,20705.8,17783.7,14427.9,12418,27,37923,36864,30872,30882,30107,26652,2688,111794,1973,1966,1543,50,5834,1717,42,6,7819
2,2,26848.2,13081.7,48702.1,36396.4,31702,22,28784,27908,22473,70675,69170,63385,6836,295610,4523,4833,3814,75,11907,4282,456,6,7819
2,2,60818.7,82623.6,294475,150787,127643,69,128814,125362,106986,271533,266889,254178,28363,1551373,17830,17783,14835,685,62186,15943,473,6,7819
2,2,35812.7,47389.6,45007.1,87980.4,76246,36,82245,80067,67289,67299,65966,61099,7094,313962,10007,10553,8660,319,29744,9344,832,6,7819
2,2,39468.7,29331.9,138269,16508.1,14347,14,54224,52698,43510,152500,149578,139317,15121,734596,2428,2387,1747,9,5705,2066,60,6,7819
2,2,76019.2,135806,335640,230463,192346,49,198299,193276,167140,310743,305829,291629,31411,1854905,26761,27047,23752,811,109069,24335,906,6,7819
2,2,44732,35990.3,209645,106578,92235,39,66495,64606,53514,206762,202862,191221,20985,1067651,12784,13190,10898,342,40393,11732,774,6,7819
2,2,41178.2,25721.3,67649.4,63082.6,54412,40,47767,46424,38240,88309,86636,81376,9453,431401,7657,7746,6278,185,24184,6880,348,6,7819
2,2,65343.8,80084.8,332762,148145,122721,58,124954,121648,103420,302643,297692,283754,31104,1755641,19146,18697,15551,789,68680,16680,100,6,7819
2,2,7464.09,11397,1819.74,1542.71,1372,5,23210,22497,18084,4056,3950,3235,189,10812,177,206,144,1,317,176,37,6,7819
2,2,36795.1,16884.9,83744,24662.9,21548,15,30944,30023,24521,108189,106119,100036,11309,531795,2723,2685,2030,30,8250,2372,52,6,7819
2,2,50308.4,64432.8,191788,151395,129500,74,110933,107993,91733,201913,198247,187249,20555,1075706,17629,18602,15436,582,55428,16637,1476,6,7819
2,2,27174.8,37388.2,24591.2,44530.3,38896,29,66026,64180,54143,40254,39372,35720,3738,173539,5567,5924,4769,161,16173,5310,546,6,7819
2,2,44584.3,29715.5,82231.7,47829.4,40560,26,52882,51424,43005,102832,100921,95067,10973,510565,6295,6238,5027,134,20479,5499,131,6,7819
2,2,42732.6,47428.1,94040.9,79755.5,68402,56,87120,84854,71504,116281,114122,106605,11818,562171,9994,10146,8328,268,29409,8930,436,6,7819
2,2,16968.8,19451.9,13094,5681.03,4952,21,33683,32726,27097,20409,19909,17866,1748,88373,807,798,574,13,1930,687,17,6,7819
2,2,42010.9,38534.1,201736,68655.2,59644,33,72833,70849,59175,206377,202533,188559,21296,999581,8278,8395,6813,252,25593,7476,372,6,7819
2,2,70961.3,101684,323650,192412,158058,82,155779,151746,130016,301712,296791,282680,31178,1775181,23791,23324,19728,1080,89085,20929,166,6,7819
2,2,57881.9,56685.2,317064,96316.5,80882,46,95880,93334,78933,286424,281633,268397,29993,1628374,12634,12432,10237,434,45827,11080,172,6,7819
2,2,54984.1,52619.3,90840.2,102177,87196,42,90111,87774,74581,115299,113311,106527,11859,599436,12395,12380,10319,353,43215,11000,334,6,7819
2,2,26137.8,27799.8,41935.6,40572,35593,15,55730,54245,45171,61022,59732,54901,5988,250515,4772,5114,4125,64,13193,4536,482,6,7819
2,2,10827.6,17089.4,3821.61,2302.06,2129,5,29807,28945,23752,8809,8557,7249,611,26790,141,172,129,0,242,136,35,6,7819
2,2,48237.9,29703.7,174851,73125.7,62549,45,61324,59589,49439,185769,182315,172056,19547,1027208,9234,9116,7571,243,33735,8111,146,6,7819
2,2,41969.1,25792.9,190980,37327,32210,25,45301,44049,36122,199450,195768,182272,20472,983758,4917,4987,3904,86,14397,4389,232,6,7819
2,2,74842.8,113398,325550,222967,183548,89,170313,165892,142438,307867,302918,288397,31603,1828509,26958,26556,22552,1214,101300,23843,326,6,7819
2,2,30162.4,18353.5,73001.3,17795.4,15532,7,41329,40161,32866,96320,94315,85944,9641,407165,1992,2266,1707,18,4403,1989,366,6,7819
2,2,44988,28705.3,198399,9742.4,8401,9,57745,56112,46430,202083,198467,185821,20334,1026539,1465,1426,1011,0,2990,1203,10,6,7819
2,2,45241.9,48553.2,228076,90189.9,77461,44,89022,86604,72985,224043,219923,206657,23033,1144782,11024,11169,9124,404,35372,10022,476,6,7819
2,2,26249.5,26358.9,34828,21270.4,18782,10,49631,48256,40317,53020,51863,47344,5279,229510,2207,2378,1776,36,5003,2099,249,6,7819
2,2,26834.5,11338.3,51728.2,34985.6,30365,29,27814,26938,21369,74140,72588,65730,6911,305081,3797,4151,3354,115,10912,3697,461,6,7819
2,2,36649.3,21343.8,105720,40767.3,34887,32,37211,36058,29398,122259,119788,111024,12404,585317,5298,5172,4209,152,16930,4585,26,6,7819
2,2,59998.9,61895.6,313144,23896.9,20364,12,103483,100760,85234,286175,281426,268220,29589,1633837,3374,3319,2362,26,7301,2837,61,6,7819
2,2,52788.7,52060.1,284506,117395,98880,52,94334,91799,77453,263132,258553,246089,27687,1457420,14273,14197,11875,593,50275,12722,347,6,7819
2,2,32312.4,16812.6,53772.4,14140.2,12282,22,33498,32460,26271,72763,71245,65746,7493,321722,1955,1936,1413,13,4697,1670,48,6,7819
2,2,34216.4,25447.4,104833,33765,29303,21,54385,52871,43723,128444,125917,115396,12942,561810,4410,4536,3527,90,12090,4008,276,6,7819
2,2,48649,33014.6,280871,44159,37693,21,63704,61877,51478,259697,255113,240579,26353,1371634,5937,5808,4600,85,17860,5112,87,6,7819
2,2,31876.2,16553,79308.5,13549.8,11844,19,29132,28134,22371,103046,100882,92843,10166,466034,2027,1985,1457,49,5445,1754,34,6,7819
2,2,23055.2,10449.8,31112,18104.9,15642,27,25142,24345,19406,52560,51372,46411,4847,205094,2324,2328,1800,36,6778,2041,70,6,7819
2,2,35223.9,17505.5,119187,83650.7,72233,66,36035,35013,28176,138846,136167,124815,13721,622715,9886,10352,8388,300,28051,9245,759,6,7819
2,2,79177.9,161634,329600,280451,230982,81,226656,221092,191910,305401,300721,286886,30168,1852161,32722,33127,29346,949,134841,29756,1147,6,7819
2,2,67570.2,80186.6,324462,169892,140657,71,132599,129094,110082,300530,295632,281643,30992,1754988,21231,20763,17624,971,81749,18658,126,6,7819
2,2,37599,15629.7,102132,35256.4,30332,27,29265,28357,23034,117698,115424,108674,12274,581028,4431,4402,3426,57,12572,3885,121,6,7819
2,2,30911.9,16148.6,80670.5,43407.4,38127,34,31208,30347,24376,101018,98931,90943,10120,436411,5385,5641,4433,167,13751,5016,451,6,7819
2,2,56916.5,52270.7,320651,69019.6,58477,8,91248,88819,75049,283618,278866,265682,29476,1606451,8873,8729,6956,232,29313,7725,143,6,7819
2,2,26036.3,12215.9,46136.6,10855,9816,10,26152,25349,20295,69718,68207,61478,6768,283010,1021,1114,796,5,1786,967,139,6,7819
2,2,34478.3,33733.9,108453,57685.2,49595,32,67472,65598,54842,131118,128496,117804,13024,578497,7140,7460,5994,164,20824,6653,552,6,7819
2,2,62751,93623.2,263225,182661,153417,73,146223,142422,121917,250584,246492,234531,25029,1419817,22309,22200,19343,585,86446,19889,425,6,7819
2,2,8620.35,16312.9,2523.45,2390.02,2150,6,30052,29217,24059,5516,5366,4497,298,16050,255,297,212,0,500,255,51,6,7819
