k,order,dist,cost_polyanya,cost_ki,cost_hi,cost_hi2,h_cost,h_cost2,vnum,gen_poly,push_poly,gen_ki,push_ki,prune_ki,gen_hi,push_hi,prune_hi,hcall,reevaluate,gen_hi2,push_hi2,prune_hi2,hcall2,reevaluate2,precost,gen_pre,edgecnt,damcnt,pts,polys
3,3,22400.5,19492.6,24798.3,36698.7,19327.1,32602,15702,28,45357,44018,42398,41440,3908,3745,4096,59,3628,0,3745,4096,59,1761,455,340325,378256,158601,346139,8,6974
3,3,25629.1,19477.5,31638.7,21558.5,15441.2,19326,13148,18,47001,45664,57523,56278,5319,2113,2381,28,2122,0,2113,2381,28,1517,339,340325,378256,158601,346139,8,6974
3,3,79363.8,162600,199609,530619,320529,461860,250207,95,271897,264886,227491,223928,22706,49320,54105,2024,49527,0,49320,54105,2024,27594,6083,340325,378256,158601,346139,8,6974
3,3,31856.4,18099.9,65029.7,9614.81,6284.42,8583,5230,6,40964,39742,97768,95823,9635,981,1121,0,974,0,981,1121,0,618,181,340325,378256,158601,346139,8,6974
3,3,20362.5,41903.1,15119.8,30022.3,12726,27104,10195,27,82723,80415,29423,28675,2584,2923,3055,59,2679,0,2919,3073,63,1068,261,340325,378256,158601,346139,8,6974
3,3,31241,40740.3,65391.7,69811.8,32734.5,62926,26907,34,74265,72248,92166,90252,9238,6324,6999,121,6195,0,6429,7145,140,2796,924,340325,378256,158601,346139,8,6974
3,3,70777.2,122519,248100,400446,203439,359411,165833,27,210892,205470,257589,253384,25563,32843,36982,1148,33476,0,32755,36737,1183,16768,4927,340325,378256,158601,346139,8,6974
3,3,27882.8,62842.4,22477.7,28605.8,16299.9,25604,13643,13,119514,116358,37015,36199,3576,2654,3111,57,2775,0,2921,3416,51,1538,590,340325,378256,158601,346139,8,6974
3,3,30228.6,26984.6,27786.6,74281,44648.3,67340,37541,36,62288,60476,52202,51071,5180,6227,7031,155,6307,0,6227,7031,155,3814,1028,340325,378256,158601,346139,8,6974
3,3,40709.1,41733,103539,73955.2,53279.3,66144,44751,37,81479,79099,136713,134018,13743,7029,7783,128,6948,0,7029,7783,128,4383,995,340325,378256,158601,346139,8,6974
3,3,18683.4,24762.6,14480.6,20445.1,14388.5,18866,12670,9,55218,53658,28555,27867,2426,1524,1828,23,1626,0,1524,1828,23,1017,356,340325,378256,158601,346139,8,6974
3,3,25205.2,25901.3,32424,17841,9200,16046,7648,15,59540,57900,56638,55328,5086,1698,1713,19,1496,0,1698,1713,19,907,74,340325,378256,158601,346139,8,6974
