K,order,dist,cost_polyanya,cost_ki,cost_hi,h_cost,vnum,gen_poly,push_poly,pop_poly,gen_ki,push_ki,pop_ki,prune_ki,suc_call_ki,gen_hi,push_hi,pop_hi,prune_hi,suc_call_hi,heuristic_call,reevaluate,pts,polys
5,5,71139.2,25832.9,371690,167575,126037,69,44920,43616,35663,314516,309478,295042,31733,1849454,28333,31531,26907,691,100859,28333,3960,6,7819
5,5,49645.4,16497.9,330815,101880,81076,50,35574,34494,28069,292974,287687,270380,29380,1548842,16066,18164,15265,463,52199,16444,2591,6,7819
5,5,61376,49680.2,441283,263900,213351,76,82724,80472,67491,361409,355364,339407,36563,2104834,33862,38506,32960,1251,119939,34931,5614,6,7819
5,5,58952.1,16588.1,291016,129523,99522,54,38487,37397,30481,274661,269941,257208,28061,1551149,23289,25204,21283,571,79362,22489,2544,6,7819
5,5,43581.9,19186.5,221375,129021,106309,28,36221,35158,28353,219297,215244,201332,22130,1092522,17222,20349,16979,468,51079,18365,3654,6,7819
5,5,88875.2,112301,538212,518891,415764,36,173430,169056,146027,433327,426953,412108,41172,2815788,65019,73895,65014,2570,258761,67460,10551,6,7819
5,5,79210.5,80240.1,351641,424794,343544,6,129087,125576,106923,318836,313995,298671,32039,1967993,46671,53196,46443,1554,184984,48596,7782,6,7819
5,5,95728,92549.6,612281,492271,395488,88,147613,143820,123485,474375,467680,452714,43778,3161221,58835,71040,63248,1920,232701,65228,13692,6,7819
5,5,42005.7,11137.1,118583,48081.5,36656,22,24107,23370,18877,135039,132450,124728,13985,697133,9403,10436,8445,218,27298,9303,1347,6,7819
5,5,93484.9,139626,551109,636781,498220,117,202246,197146,170170,444572,438131,424630,42876,2943677,80869,91430,80899,3410,335968,83528,12547,6,7819
5,5,77672.7,66559.6,553748,368392,294638,63,115046,112012,95436,428975,422323,408552,41801,2731535,49383,58710,51500,1927,187405,53659,10664,6,7819
5,5,76024.9,36683.9,381490,233046,182051,74,66996,65184,54243,338941,333699,319663,34270,2083786,35993,40775,35198,1008,134075,36783,5710,6,7819
5,5,48115.5,13955,161976,69365.8,54886,10,29421,28541,23157,177680,174449,164599,18390,936703,11294,13451,11055,226,32019,12126,2515,6,7819
5,5,57802.7,21066.7,221001,113770,89366,65,39267,38142,31416,208302,204780,193302,21728,1184766,18954,21232,17991,645,63044,19125,2829,6,7819
5,5,63195.1,24970.2,163451,55779.7,44771,4,42577,41408,34589,181468,178448,168878,18531,1017629,8137,10272,8506,206,24671,9322,2388,6,7819
5,5,80500.8,41185.2,400482,277271,217680,55,78015,75922,63713,347432,342194,328221,35114,2158231,39535,45245,39324,1167,147216,40917,6740,6,7819
5,5,45144.2,15335.3,253125,133136,109115,70,33608,32650,26290,244552,240087,223242,24673,1209978,18007,21040,17580,567,52655,18922,3567,6,7819
