K,order,dist,cost_polyanya,cost_ki,cost_hi,h_cost,vnum,gen_poly,push_poly,pop_poly,gen_ki,push_ki,pop_ki,prune_ki,suc_call_ki,gen_hi,push_hi,pop_hi,prune_hi,suc_call_hi,heuristic_call,reevaluate,pts,polys
6,6,98535.3,70433.6,712486,486799,364087,114,112022,108960,92306,502019,494859,483477,47364,3441573,77091,90502,80354,2978,323723,82788,15423,6,7819
6,6,80339.4,33677.1,341847,215978,159115,108,63236,61472,51557,314086,309307,294991,30559,1918308,45286,50907,44263,1522,170191,46144,6823,6,7819
6,6,89072.4,43736.5,623295,284265,210043,116,72095,70016,58101,467089,460093,449829,45171,3183800,54345,61579,53231,1857,203295,55797,8702,6,7819
6,6,88626.2,39458.8,574366,253780,189602,137,73753,71677,59875,443083,436469,422237,42569,2930958,50932,57657,49959,1685,195602,52451,8131,6,7819
6,6,88068.1,45416.2,564489,270805,216411,89,75589,73624,61677,442286,435771,421483,42503,2864789,35714,45119,39545,1150,129594,41191,10334,6,7819
6,6,104197,113012,678009,608608,469913,130,171026,166682,143285,508087,501027,491271,47297,3548567,84711,101593,90955,3344,361791,93275,18939,6,7819
6,6,71680.6,18024.3,326817,120139,84584,92,36069,35055,28895,303478,298642,284535,30446,1779220,31598,34089,29077,1039,112992,30736,3343,6,7819
6,6,86182.5,63670.8,640960,361860,280190,126,108224,105287,89133,470705,463540,454800,45676,3196399,54130,65808,57934,2275,213255,60513,13122,6,7819
6,6,89673.2,65952.2,620254,441897,338048,90,115439,112379,95550,477365,470305,457748,45325,3161405,71924,85666,76129,2698,298221,78479,15584,6,7819
6,6,50648.7,11083.8,238330,91858.7,67954,66,23588,22824,18225,227237,223097,211406,22829,1239859,21704,24102,20018,727,66097,21650,3097,6,7819
6,6,97122.3,97193.7,649204,558287,435063,103,157039,153041,131786,494570,487547,474847,46118,3343794,80168,97469,87202,3074,334902,89635,19291,6,7819
6,6,62677.8,26901.9,567705,178553,137185,91,51254,49815,41099,423705,416824,402747,42608,2554816,31841,37682,32499,1253,111220,34403,6741,6,7819
6,6,48624.3,14803.7,234744,117958,88088,56,27544,26685,21539,230046,225852,213929,23151,1243564,25038,28019,23516,851,78153,25247,3743,6,7819
6,6,120541,138928,787621,823693,628338,169,209006,203760,175991,561100,554093,542375,49280,4118924,112610,131008,116850,4571,510259,120821,21107,6,7819
6,6,52099.4,12852.2,278042,143021,113291,37,31653,30751,24701,253972,249441,237010,26084,1384088,23004,27042,22845,635,72035,24333,4691,6,7819
6,6,83884.7,31238.3,405941,242543,181337,85,54829,53277,44105,348888,343628,328626,35161,2165868,44179,50209,43496,1221,165449,45334,7206,6,7819
6,6,108961,126695,687003,674428,518962,129,189140,184390,159420,515918,508849,498924,47772,3628127,91059,108896,97797,3524,396794,99833,20065,6,7819
6,6,70860.3,23005.9,373333,161473,114709,70,45037,43753,36528,333946,328587,315558,32747,2037610,36495,39769,34365,1317,138021,35940,4273,6,7819
6,6,89984.1,49549.2,633592,369129,282520,111,90408,87864,73568,481468,474332,463043,46185,3224723,63780,75321,66369,2347,253426,68828,13259,6,7819
6,6,104287,114624,695996,635954,502447,122,180477,175976,152563,515814,508690,497151,47531,3573544,84374,103158,92279,3295,347995,94849,20872,6,7819
6,6,84218.5,64897.1,612409,423477,334929,91,116366,113317,96561,467294,460239,448616,45378,3072440,63433,76627,67750,2535,250880,70363,14864,6,7819
6,6,84098.4,32619.7,592585,215270,154828,95,58987,57256,47183,458032,451027,439812,44390,3055638,45205,50512,43317,1563,164776,45599,6560,6,7819
6,6,101216,96554,654972,487131,373118,119,146235,142490,122321,501037,494064,482267,46723,3421245,69849,83923,74767,2593,291713,76756,15810,6,7819
6,6,67304.7,21495.3,335872,149441,111389,29,40186,38965,31775,310825,305718,291394,31347,1811513,28665,33130,28473,719,103789,29873,5250,6,7819
6,6,108584,91453,702180,539133,407234,150,146662,142637,121638,519068,512127,500771,48334,3698117,85219,98397,86760,3230,353268,90266,15378,6,7819
6,6,68394,20611.6,391343,153913,111049,74,42476,41262,34427,342299,336743,323791,33525,2086687,34407,37765,32553,1176,127570,34137,4304,6,7819
6,6,84505.9,39368,578805,236551,183037,88,71689,69844,58743,444462,437753,424727,42944,2876932,35409,41972,36714,1233,132828,38233,7466,6,7819
6,6,63612.6,22018.9,521075,153532,119034,74,44609,43370,35554,406408,399747,385808,40969,2469750,25885,31023,26669,930,87552,28211,5840,6,7819
6,6,61918.1,16756.8,379737,138690,108715,53,36716,35699,28980,322319,316900,302229,32524,1866205,22506,27340,23371,553,75371,24672,5454,6,7819
6,6,61623.7,12128.5,467130,107480,77386,89,29027,28137,22600,378212,371871,357799,37470,2271368,26745,29386,24552,781,87572,26445,3436,6,7819
6,6,53782,13337.3,293921,131622,104852,44,31113,30247,24243,274768,269926,256701,28073,1521194,21332,25653,21680,563,65259,23117,4942,6,7819
6,6,79573.2,21012.8,343513,104941,69798,86,33284,32339,26819,317279,312383,297485,31226,1901164,30954,32400,27570,1135,114477,29091,2303,6,7819
6,6,80851.1,60074.2,589355,404702,316505,100,105235,102417,86711,452644,445665,433159,43705,2933733,59812,71699,63106,2149,232851,65583,13491,6,7819
6,6,109643,134471,700063,692423,536548,130,202608,197571,170719,517844,510758,500975,47483,3653218,95894,115239,103454,3808,414132,105817,21668,6,7819
6,6,78165.9,36029.5,453610,237656,186899,53,67376,65545,54953,381489,375647,361610,37922,2361083,35823,43501,38068,1010,130980,39546,8614,6,7819
6,6,79491.1,58833.6,628325,391286,307294,88,103860,101129,85907,457132,450113,438559,44806,2972810,58593,70298,61951,2377,229147,64460,13254,6,7819
6,6,75425.7,29883.7,412307,222165,170606,38,57537,55996,46484,355437,349895,335594,35879,2168260,35593,42374,36907,1024,130710,38481,7694,6,7819
6,6,81999.4,27314.6,384958,198401,143014,87,49297,47897,39503,342263,337073,321576,34312,2098859,41248,46200,39838,1243,153912,41688,6068,6,7819
6,6,83008.8,35665.9,394541,268510,204492,26,60865,59202,48983,354928,349590,334524,35814,2208692,44254,51493,44870,1321,168133,46619,8401,6,7819
6,6,91499.3,77796.5,625755,523436,411548,93,133161,129736,110844,475091,468158,454591,44547,3144154,73651,88289,78426,2743,297592,80895,16496,6,7819
6,6,76780.8,34457.7,606695,191841,144419,97,67739,65885,54844,445858,438906,427937,44188,2894719,33658,40850,35477,1283,124525,37286,8097,6,7819
6,6,84568.5,32365.2,520861,220288,164649,96,63472,61676,51746,415882,409561,395615,40097,2708681,43049,48230,41932,1565,164099,43882,6382,6,7819
6,6,97112.6,101426,627821,593886,454684,98,154387,150549,129363,489987,483033,469433,45457,3297300,81947,98818,88236,2997,343747,90795,18869,6,7819
6,6,98397.4,106790,673511,563461,439402,105,163660,159522,137665,502239,495051,484480,47260,3451504,77673,94170,83961,3067,322343,86712,18451,6,7819
6,6,44649.2,11962.9,242024,137346,107448,60,29475,28554,22853,231362,227019,212312,23306,1166868,23900,28030,23619,767,72739,25356,4853,6,7819
6,6,75478.4,29275.3,606569,240942,180316,97,56723,55050,45195,449730,442661,431510,43460,2917555,44550,51799,44592,1492,161198,47088,8511,6,7819
6,6,88795.5,45210.8,632386,273422,199755,118,72077,70051,58270,466195,459191,448846,45176,3171418,52731,59841,51692,1874,197143,54250,8535,6,7819
6,6,90875.2,45333.1,658207,280178,205580,112,76274,74088,62163,468250,461349,448796,44991,3166476,51795,58613,50867,1867,190683,53276,8223,6,7819
6,6,94005.6,81737.8,680425,432198,326413,123,131585,128160,109267,486459,479432,470138,46711,3336529,63676,77357,68460,2654,256294,71084,15296,6,7819
6,6,88943.1,41298.7,546229,242010,179593,96,69157,67238,56805,430011,423638,409411,41017,2842152,47338,53022,46405,1813,184893,48340,6966,6,7819
6,6,76688.9,13606.8,326686,85612.7,58879,87,26805,25969,21085,300960,296267,282119,29698,1797784,24391,26183,21942,842,80565,23445,2514,6,7819
6,6,45488.3,11782.9,177954,108527,79905,66,24332,23558,18850,188808,185232,173222,19377,954832,22408,24400,20220,684,68716,21932,2697,6,7819
6,6,71073.5,38840.2,604689,289742,225491,87,75936,73786,61907,443826,436770,425865,43906,2843194,44919,53818,46958,1696,165249,49318,10164,6,7819
6,6,96995.4,88012.9,643520,487205,376531,121,138082,134522,114892,493155,486147,476163,46768,3382752,70754,84590,75310,2740,293928,77483,15569,6,7819
6,6,87760,61213.6,635071,329191,252953,113,101390,98678,83224,474028,467030,456566,45804,3171255,50832,61416,53900,1923,199365,56186,11909,6,7819
6,6,66990.4,20189.6,316484,115444,80423,69,34485,33536,27756,297421,292511,278824,28772,1721093,31557,34016,28965,1027,112670,30574,3310,6,7819
6,6,92025.1,51886.3,570962,314728,248279,83,89067,86761,73158,444287,437988,423372,42542,2910468,40239,50908,44758,1272,151366,46511,11722,6,7819
6,6,109345,101966,715963,552839,412296,137,151986,147842,125650,522009,515072,503574,48345,3731278,89192,104012,91825,3416,373449,95586,17091,6,7819
6,6,66739.7,20063.6,350766,146054,111094,38,40324,39153,32019,319556,314274,299689,32081,1862646,25268,29368,25079,639,85955,26485,4808,6,7819
6,6,50421.8,14819.8,352878,143274,113539,71,33013,32012,25716,307706,302209,283939,30931,1612289,23612,28056,23706,815,72970,25426,5129,6,7819
6,6,87299.8,37632.8,594598,236381,175843,104,66161,64267,53632,453440,446599,433801,43818,3009678,46649,52313,45100,1655,167593,47376,6932,6,7819
6,6,52420.4,14702,293311,127765,94255,51,31560,30609,25052,255213,250687,238346,25509,1420701,29259,32240,27308,1027,99601,29132,3839,6,7819
6,6,52748.5,15150.3,397256,138322,106320,77,36568,35504,28846,341001,335044,316577,34429,1839577,26065,29937,25337,871,86105,27154,4621,6,7819
6,6,87797.6,44953.4,476719,314874,245577,47,78277,76171,63821,393632,387854,373356,39019,2505670,45025,55274,48657,1216,172524,50321,11414,6,7819
6,6,72343.9,48593,579318,341505,265170,77,86039,83783,70753,437439,430544,418668,43073,2783379,53839,63189,55343,1918,206905,57690,10786,6,7819
6,6,96441.8,58941.8,676874,424027,323278,117,99505,96696,81465,495181,488028,476895,46961,3383309,71932,83925,74157,2743,294463,76694,13930,6,7819
6,6,43852.2,12932.8,218199,137392,110239,58,29096,28182,22379,217198,213093,198615,21775,1078706,22626,26606,22299,682,67665,24040,4668,6,7819
6,6,103211,108448,685310,586766,453329,131,169916,165571,142166,501491,494425,484783,46859,3487897,81471,98615,87987,3267,337710,90544,19169,6,7819
6,6,72544.9,23803.6,516811,158758,122893,73,49115,47778,39282,401095,394719,381192,39662,2499967,24601,30741,26477,740,83981,27975,6817,6,7819
6,6,79346,18207.2,332952,103833,71375,93,31071,30097,24591,310459,305745,291397,30697,1895575,27518,29860,25239,1023,96811,26828,3155,6,7819
6,6,107088,123372,700233,676921,522745,133,186922,182249,157124,512426,505361,495626,47386,3596701,90758,108975,97727,3532,391153,100077,20397,6,7819
6,6,74094.2,41553.3,594496,306677,238773,95,75503,73437,61274,445309,438345,426603,43445,2858446,50517,60345,52560,1796,187116,55079,11188,6,7819
6,6,63002.1,32191.9,540845,236149,182065,85,59470,57791,48009,415494,408633,394462,41009,2520861,39734,45896,39486,1322,143169,41746,7272,6,7819
6,6,78993.1,25794.5,582464,176318,128100,93,49030,47519,38892,440126,433227,420730,42425,2865189,39064,43832,37471,1327,138551,39623,5887,6,7819
6,6,73027.8,16043.5,501122,131923,96820,101,37433,36271,29301,396516,390177,376901,38693,2497428,29761,33165,27897,920,102672,30040,4311,6,7819
6,6,65259.4,19250.4,289504,144224,104665,90,39443,38268,31410,271160,266686,253836,27624,1578803,32231,35816,30567,950,112022,32385,4511,6,7819
6,6,78785.8,25504.3,558416,181417,136397,107,50165,48716,39962,430123,423413,410152,41602,2773714,37468,42665,36398,1261,132270,38591,6254,6,7819
6,6,68631.9,22478.9,556566,138871,106316,76,44471,43254,35378,412586,405923,393089,41578,2576485,23702,28680,24639,824,82030,26100,5610,6,7819
6,6,53736.1,15840.5,391040,160502,127267,54,36615,35511,28482,320923,315301,298789,32477,1758576,24350,29452,24970,755,75963,26755,5826,6,7819
6,6,53797.4,14233.4,278844,116013,83991,56,29185,28311,23145,253009,248513,236526,25000,1411983,27371,29971,25293,834,90629,26985,3401,6,7819
6,6,71877.1,49501.2,628679,332698,253935,80,86470,84167,70987,441533,434594,423241,43467,2820110,52298,61736,54089,1983,202121,56505,10837,6,7819
6,6,90932,51114.9,600783,288764,230337,87,83411,81258,68241,446430,439992,425581,42793,2910266,37969,48176,42267,1197,140699,44038,11198,6,7819
6,6,56191.2,17876.6,304652,135246,104780,36,34143,33138,26710,271322,266582,253755,27860,1518107,23804,27698,23442,584,76228,24908,4577,6,7819
6,6,56859.2,14411.9,244916,117257,82507,62,30765,29833,24422,226919,223002,211502,23395,1283574,27787,30525,25905,1014,94801,27578,3545,6,7819
6,6,86697.9,55854.1,639557,310243,238947,116,97768,95132,80137,469106,462112,451929,45403,3136609,48762,59268,51947,1942,187342,54269,11787,6,7819
6,6,97756.8,80110.5,638263,417084,320312,107,127968,124574,106398,489063,482095,469637,45893,3293042,60605,72707,64428,2052,246830,66447,13681,6,7819
6,6,77564.8,29740.5,601419,240694,184143,103,55355,53705,43979,452903,445820,435011,44214,2969484,44570,51444,44350,1539,162673,46734,8142,6,7819
6,6,94801.2,46853.8,648870,336132,253175,127,82262,79957,66782,485745,478720,468658,46624,3357728,61814,70605,61580,2335,243019,64278,10422,6,7819
6,6,78949.9,48595.6,621699,272836,210286,108,83318,80978,68035,458313,451256,441760,45609,3037313,42638,51907,45393,1792,162371,47630,10416,6,7819
6,6,68878.7,21080.3,333615,166633,122487,72,39842,38696,31638,304705,299735,285667,30727,1777693,30961,34508,29512,801,111196,31040,4373,6,7819
6,6,53102.2,13438,349333,129924,99523,74,29547,28636,22997,306174,300756,285287,30468,1695394,25114,29154,24553,777,79689,26393,4781,6,7819
6,6,65833.9,37360,558850,272996,210525,85,67819,65973,55117,423210,416335,403284,41806,2618519,45182,52151,45131,1515,165585,47471,8201,6,7819
6,6,99657.2,91175.1,670949,465945,357764,129,140107,136378,116272,495141,488103,478853,46683,3438194,65840,80271,71058,2963,268558,73922,16124,6,7819
6,6,52128.8,13724.2,343409,140873,108268,70,30302,29395,23649,303041,297663,281880,30295,1662755,25586,29697,25076,827,80682,26879,4858,6,7819
6,6,63062.2,15757.5,404265,134336,104557,59,36681,35650,28921,343676,337908,322498,34435,2006288,21450,26492,22638,507,70642,23923,5645,6,7819
6,6,72262.3,21635.1,325877,134289,90777,104,37853,36701,30377,287325,282811,269353,29249,1737486,35117,37282,31661,1255,129292,33587,3199,6,7819
6,6,75588.4,36483.4,635278,208073,156916,100,65964,64121,53476,445211,438226,427381,44198,2885650,34692,42125,36601,1359,124711,38487,8379,6,7819
6,6,69455.4,24669.1,396658,170859,128793,41,48128,46801,38641,338863,333377,318239,33800,1996696,28592,33523,28845,763,100322,30272,5704,6,7819
6,6,71670,16629.2,324579,101960,63327,84,29841,29011,24010,302744,297913,283902,29347,1771291,27860,28972,24470,906,100692,25899,1869,6,7819
6,6,116982,182771,770511,822143,629954,168,245974,239915,208568,544952,537779,527756,48865,3922571,108086,130796,117647,4530,477814,120637,25298,6,7819
6,6,109418,99419.9,728178,604941,459919,146,146949,143006,122142,520095,513107,502012,48272,3712788,86331,99651,87991,3339,363234,91358,15514,6,7819
6,6,79798.9,36933,606636,191953,142437,96,65573,63722,52869,452255,445338,434127,44393,2946291,33946,40682,35351,1298,125517,37049,7663,6,7819
6,6,104445,79959.9,688688,459901,346390,126,129452,125847,106957,507196,500238,489012,47781,3588631,78291,90378,79527,2853,318207,82758,14141,6,7819
6,6,49069.1,12227.8,318486,135386,106901,70,31287,30377,24379,291440,286240,268430,29201,1507343,23505,27301,22988,750,73135,24694,4480,6,7819
6,6,77509.9,25695.3,338183,180345,132583,98,47759,46394,38531,317586,312652,297748,31757,1902892,37635,42378,36664,1282,138622,38407,5762,6,7819
6,6,51352.8,14369.1,252782,110057,80957,61,26345,25531,20499,236334,232074,220302,23552,1303062,24468,27401,22946,750,77032,24654,3683,6,7819
6,6,80058.2,25279.6,512514,181244,132061,114,53707,52155,43534,404361,398075,384461,39113,2591609,39390,43323,37353,1293,147923,39337,5038,6,7819
6,6,74758.5,23249.5,469262,169253,123959,82,47978,46611,38846,375246,369260,356257,36567,2351615,36643,40296,34694,1163,133792,36474,4671,6,7819
6,6,75273.2,27420.7,353924,160051,107477,73,46328,45101,37812,327790,322626,307709,31640,1957920,40117,43003,37096,1447,153606,38844,3948,6,7819
6,6,77297.3,32468.4,380027,215176,150802,72,56871,55217,46357,340777,335435,321748,32838,2113611,44814,49832,43462,1520,180244,45182,6235,6,7819
6,6,71540.1,21944.1,341567,187406,141645,31,44326,43022,35127,319331,314221,299496,32079,1879794,32282,37716,32450,771,116165,34059,6317,6,7819
