k,order,dist,cost_polyanya,cost_ki,cost_hi,cost_hi2,h_cost,h_cost2,vnum,gen_poly,push_poly,gen_ki,push_ki,prune_ki,gen_hi,push_hi,prune_hi,hcall,reevaluate,gen_hi2,push_hi2,prune_hi2,hcall2,reevaluate2,precost,gen_pre,edgecnt,damcnt,pts,polys
3,3,38031,7140.36,34262.6,65970.3,30292.6,58335,23744,32,21696,20949,57799,56449,5458,7137,7583,142,6707,0,7190,7634,160,2597,693,136266,165738,68511,151811,8,3062
3,3,38273.5,7145.33,28621.2,48820.7,32522.6,43442,27480,13,22335,21497,53639,52409,5137,5465,5796,100,5128,0,5465,5796,100,2989,542,136266,165738,68511,151811,8,3062
3,3,38095.4,16733,25993.8,5734.57,3763.79,5169,3198,5,39785,38567,43275,42366,3979,606,723,0,608,0,606,723,0,373,139,136266,165738,68511,151811,8,3062
3,3,32388.6,6559.47,20195.3,41238.2,17946.5,37412,14793,24,20676,19925,40401,39418,3655,4039,4423,80,3925,0,4040,4422,80,1602,538,136266,165738,68511,151811,8,3062
3,3,41310,11744.9,28614.2,45503.6,22105.5,40853,17980,36,32822,31686,54241,53014,5451,4602,5069,74,4475,0,4602,5069,74,2018,617,136266,165738,68511,151811,8,3062
3,3,31630.7,7176.47,18877.5,20024.1,10540.9,18190,8971,8,21132,20384,37887,36950,3368,1902,2179,7,1926,0,1902,2178,7,972,351,136266,165738,68511,151811,8,3062
3,3,63085.2,28384.1,49362.6,89205,61768.7,79642,51872,60,69378,67329,81180,79609,8322,8919,9598,260,8607,0,9326,9992,312,5999,1005,136266,165738,68511,151811,8,3062
3,3,59602.6,29622.8,45994.6,80228.7,60812.8,71425,51872,43,72106,70038,80854,79290,8254,8355,9094,176,8024,0,8355,9094,176,5938,978,136266,165738,68511,151811,8,3062
3,3,35405.9,13521.6,20345.6,9332.1,6883.04,8417,5966,4,34732,33648,40057,39172,3789,1001,1113,4,979,0,1001,1113,4,700,158,136266,165738,68511,151811,8,3062
3,3,40205.8,16605.9,28262.3,9749.14,5026.25,8939,4363,5,41728,40473,46667,45685,4469,728,819,0,678,0,728,819,0,420,122,136266,165738,68511,151811,8,3062
3,3,71792.7,25260.5,80112.1,81696.5,68433,71701,57895,49,65290,63330,108931,106865,11325,9566,9515,238,8322,0,9566,9515,238,7019,295,136266,165738,68511,151811,8,3062
3,3,30375,16079.9,16618.9,20248.3,11743.5,18231,9934,20,32626,31563,34480,33689,3104,2164,2377,30,2086,0,2164,2377,30,1129,302,136266,165738,68511,151811,8,3062
3,3,51125.9,28473.4,27319.7,22663,14377.3,20438,12292,12,56966,55315,52938,51841,5246,2247,2470,23,2176,0,2247,2470,23,1457,321,136266,165738,68511,151811,8,3062
3,3,32943.9,6983.5,24673.4,41057.3,21181.6,37136,17687,26,21152,20415,41855,40839,3834,4145,4502,106,3967,0,4145,4499,106,1604,497,136266,165738,68511,151811,8,3062
3,3,43930.4,8679.02,30530.2,29926.5,21718.8,27017,18622,33,26047,25076,51960,50779,5288,3220,3525,66,3107,0,3220,3525,66,2173,439,136266,165738,68511,151811,8,3062
3,3,51918.4,15162.7,33241.5,54057.2,35162.8,47708,29160,47,39375,38078,60295,58994,6234,6330,6551,143,5807,0,6330,6551,143,3475,415,136266,165738,68511,151811,8,3062
3,3,58837.5,28510.9,51198.1,61736.8,50545.1,55068,43284,42,63361,61515,85699,84042,8912,6757,7198,141,6359,0,6757,7198,141,4792,648,136266,165738,68511,151811,8,3062
3,3,83088.9,49710.7,67833.3,119224,79274.4,106686,66416,20,114322,111172,105019,103149,10787,11633,12869,215,11518,0,11633,12869,215,6921,1572,136266,165738,68511,151811,8,3062
3,3,37707.1,15332.1,23873.9,51109.1,24958.5,46339,20636,33,42034,40736,48100,46991,4806,5164,5509,125,4881,0,5164,5509,125,2151,534,136266,165738,68511,151811,8,3062
3,3,43159,7502.96,41631.7,50532.3,27669.2,45197,22995,42,23235,22445,77614,75884,7400,5604,5912,76,5193,0,5568,5875,79,2666,507,136266,165738,68511,151811,8,3062
3,3,38524.2,17606.8,22248.1,3435.29,2047.79,3115,1759,3,40141,38933,44253,43321,4194,359,450,2,350,0,359,450,2,209,99,136266,165738,68511,151811,8,3062
3,3,41971.2,23207.4,20381.5,30790.4,22750.7,27450,19376,33,56305,54611,39516,38686,3723,3431,3660,73,3241,0,3431,3660,73,2258,353,136266,165738,68511,151811,8,3062
3,3,42991.2,15791.5,25831,16901.3,12550.1,14980,10625,15,40606,39402,50291,49246,4972,2028,2072,25,1824,0,2028,2072,25,1312,106,136266,165738,68511,151811,8,3062
3,3,51797,19928.5,47212.1,41200.7,31766.1,36314,26768,41,50562,49072,79886,78306,8138,4947,5001,115,4398,0,4947,5001,115,3282,208,136266,165738,68511,151811,8,3062
3,3,59584.2,19809.1,34543.8,59335.5,45056.4,52502,38212,51,52124,50469,63325,62046,6505,6784,7103,186,6287,0,6784,7103,186,4465,541,136266,165738,68511,151811,8,3062
3,3,45742.2,31932.9,18853.9,63866.5,42289.6,57662,36335,39,75063,73044,37971,37206,4008,6031,6539,121,5822,0,6031,6539,121,3982,673,136266,165738,68511,151811,8,3062
3,3,49816.5,14111.3,31761.9,57291.9,31430.6,50769,25856,47,39851,38569,59167,57897,6163,6027,6311,144,5604,0,6027,6311,144,3146,462,136266,165738,68511,151811,8,3062
3,3,34164.6,8371.01,12368.8,9817.38,6756.55,8775,5681,11,23099,22397,27023,26354,2575,1244,1274,17,1103,0,1244,1274,17,712,69,136266,165738,68511,151811,8,3062
3,3,71385.8,34231.9,57999.6,103355,86298.9,92249,73881,47,82380,80033,98942,97094,10198,10614,11533,230,10328,0,10614,11533,230,7802,1230,136266,165738,68511,151811,8,3062
3,3,73747.6,32265.4,69733.9,68861.7,62804.5,60111,53175,46,70502,68356,108946,106905,11305,8416,8326,275,7346,0,8416,8326,275,6337,207,136266,165738,68511,151811,8,3062
3,3,85899.1,53997.6,64767.2,139003,98169.1,124247,82548,21,121100,117750,106862,104964,11086,13717,15062,329,13480,0,13717,15062,329,8439,1732,136266,165738,68511,151811,8,3062
3,3,49600.9,16824.1,19074.3,12657.4,9786.8,11333,8381,9,44755,43281,38116,37261,3977,1302,1500,0,1336,0,1302,1500,0,953,256,136266,165738,68511,151811,8,3062
3,3,34909.3,12035.5,22558.7,43244.4,17922.8,39262,14503,33,34846,33732,45558,44483,4304,4470,4626,74,4053,0,4470,4624,74,1490,304,136266,165738,68511,151811,8,3062
3,3,26460.6,7550.69,7820.48,12653.7,9876.59,11387,8509,15,21449,20728,18014,17534,1549,1473,1584,17,1416,0,1473,1584,17,999,181,136266,165738,68511,151811,8,3062
3,3,26616.4,8719.79,5704.63,12934.1,8755.67,11763,7564,11,23802,23054,14412,14050,1200,1272,1477,9,1331,0,1272,1477,9,874,252,136266,165738,68511,151811,8,3062
3,3,37485.7,18899.1,15154.9,24907.4,18539.8,22369,15912,23,44040,42725,32309,31577,3068,2740,2951,23,2588,0,2740,2951,23,1859,317,136266,165738,68511,151811,8,3062
3,3,40259.7,8762.38,42672.9,25862.3,15729.4,23385,13501,6,24791,23975,65475,63978,6083,2435,2769,22,2429,0,2435,2769,22,1416,415,136266,165738,68511,151811,8,3062
3,3,37372.1,14907.3,17829,17496.9,12466.2,15659,10658,19,39141,38003,37223,36413,3558,1960,2034,29,1784,0,1960,2034,29,1276,134,136266,165738,68511,151811,8,3062
3,3,35205.5,6514.41,29159.9,46188.1,18990.5,41743,15546,28,20040,19352,48435,47318,4476,4320,4687,84,4190,0,4287,4606,129,1776,480,136266,165738,68511,151811,8,3062
