K,order,dist,cost_polyanya,cost_ki,cost_hi,h_cost,vnum,gen_poly,push_poly,pop_poly,gen_ki,push_ki,pop_ki,prune_ki,suc_call_ki,gen_hi,push_hi,pop_hi,prune_hi,suc_call_hi,heuristic_call,reevaluate,pts,polys
6,6,53128.5,66581.2,142277,184171,162912,3,113609,110465,92613,154774,152008,143855,16056,813572,13849,17865,15208,353,43497,16210,4453,10,7257
6,6,44630.7,32161.8,151569,105151,93049,54,67849,65903,54317,161080,158020,149053,17191,825483,9296,10918,8880,194,25118,9765,1918,10,7257
6,6,66766.3,99489.8,147228,336528,292930,26,161555,157384,133674,169441,166661,157549,17372,928079,27830,33532,28979,789,98619,30425,6482,10,7257
6,6,38378.3,28351.3,124349,121668,107953,49,61036,59187,48392,142865,140046,130474,15143,676409,11007,12719,10406,317,31295,11468,2078,10,7257
6,6,55697.4,71934.6,126532,220689,194545,21,122312,118962,99902,147682,145072,137306,15017,771256,18763,22686,19282,406,59574,20504,4498,10,7257
6,6,57712,48540.1,314242,199599,173933,37,88479,85819,71384,284241,279344,266278,28816,1599523,19168,20751,17395,512,61878,18551,2157,10,7257
6,6,43634.6,27357.7,179921,249263,220419,47,59298,57549,46752,193824,190090,177152,20372,943390,21718,24395,20366,637,66583,21840,3325,10,7257
6,6,47324.9,27131.9,189801,160504,140008,29,56909,55152,44639,192602,189079,177499,18901,1006700,15834,18121,14876,341,47991,16330,2845,10,7257
6,6,61891.2,71964.5,205031,234052,205639,25,130605,127150,107135,208153,204644,194144,22026,1146324,19485,23389,19764,570,62000,21178,4469,10,7257
6,6,44318.1,44119.7,110580,173271,154066,36,83386,81015,67008,126492,124087,117143,12999,652073,13897,16460,13934,367,41977,14924,3001,10,7257
6,6,39595.8,23324.5,147890,213385,190480,42,51206,49580,39903,168097,164736,151968,17163,783196,17366,20335,16821,464,50353,18294,3546,10,7257
6,6,52151.7,50610,126941,197349,172637,22,95717,93048,77788,151092,148367,140232,15413,797894,18786,21207,17820,387,60402,18934,2979,10,7257
6,6,66698.5,62462.6,351967,267262,231565,75,112031,108864,90696,317123,311891,297659,31891,1851600,24015,28258,24139,668,82341,25563,4913,10,7257
6,6,72210.2,95466.2,339901,411711,359044,103,153369,149116,125889,304779,299875,287285,30856,1847472,34849,40858,35117,1276,120460,36966,7037,10,7257
6,6,47577.9,24487.8,210628,142767,125392,27,54511,52719,42758,211573,207649,194508,20698,1089609,14268,15952,13144,257,42268,14326,2214,10,7257
6,6,42016.3,30801.9,128367,198253,174759,54,61176,59338,48086,153193,150163,140349,15530,738312,17759,20284,16801,498,53114,18254,3077,10,7257
6,6,48236.7,38803.1,257396,229599,201701,50,77891,75648,62214,243231,238854,224658,24738,1243159,19199,22546,18996,492,60494,20463,3956,10,7257
6,6,39221.3,29719.7,128809,220820,196650,47,61003,59158,48116,151118,148103,137477,15519,702406,18413,21503,18018,509,55133,19380,3636,10,7257
6,6,65950.6,116885,249558,541145,475004,74,195403,190308,162398,250766,246590,234902,24648,1458255,41383,49117,42863,1664,149285,44783,8941,10,7257
6,6,47207.3,46491.1,222358,234207,206433,60,91566,88999,73787,219826,215740,202018,22165,1109127,19909,23340,19728,585,62182,21107,4040,10,7257
6,6,76934.9,95129.3,345039,417181,357501,65,163714,159476,135898,302198,297498,285288,30859,1853913,37102,42572,37050,1460,139286,38678,6408,10,7257
6,6,68237.3,87132.9,312871,329853,290296,8,145310,141347,120220,288031,283175,269971,28704,1679345,28206,33508,28731,1024,92157,30421,6141,10,7257
6,6,73304.1,109887,284520,361939,314978,9,177256,172465,146580,270915,266484,252942,27165,1608775,29816,35402,30398,830,106856,32280,6447,10,7257
6,6,57030.2,46133.6,187613,238520,205067,62,83342,80918,66736,191783,188409,177794,19971,1055255,24822,26921,22528,936,80639,24273,2876,10,7257
6,6,77685.6,113524,323745,344721,302444,17,182048,177063,150027,300958,296140,282334,30015,1818060,27700,34689,29744,902,94168,31644,7819,10,7257
