K,dist,cost_ki,cost_hi,h_cost,vnum,gen_ki,push_ki,pop_ki,prune_ki,suc_call_ki,gen_hi,push_hi,pop_hi,prune_hi,suc_call_hi,reevaluate,density
1,44276.9,565.347,1732.69,1512,10,56,1580,1323,94,4877,15,261,174,0,508,0,0.0174216
1,39184.9,1106.55,683.175,593,6,119,3029,2514,172,9059,10,125,75,0,207,0,0.0174216
1,15933,170.962,245.8,217,4,28,590,428,1,1390,9,42,21,0,49,0,0.0174216
1,11830.6,61.942,151.792,136,5,17,279,178,4,494,6,30,12,0,38,0,0.0174216
1,32572.4,1018.84,460.408,409,3,88,2882,2406,160,8418,9,72,45,0,146,0,0.0174216
1,12236,97.912,158.403,143,7,20,341,233,2,687,7,31,18,0,41,0,0.0174216
1,9630.97,40.338,124.916,111,5,12,182,116,1,338,5,24,14,0,28,0,0.0174216
1,6267.48,15.24,58.711,52,3,9,72,36,0,111,4,13,6,0,8,0,0.0174216
1,14718.9,131.597,141.39,126,4,32,536,382,4,1231,5,25,13,0,33,0,0.0174216
1,13615.2,118.983,337.933,290,7,30,482,332,2,1145,5,52,33,0,102,0,0.0174216
1,61759,1363.06,7520.12,6648,12,119,4099,3580,325,14047,41,810,589,16,2101,0,0.0174216
1,48779,1924.39,1024,934,3,126,3966,3464,279,13232,7,112,66,0,190,0,0.0174216
1,18698.7,279.966,502.96,459,6,43,773,588,18,2077,9,65,36,0,86,0,0.0174216
1,13803.8,126.812,384.883,347,6,27,407,281,3,857,6,51,29,0,91,0,0.0174216
1,40541.9,572.04,1629.55,1486,10,52,1487,1238,84,4482,14,201,139,0,381,0,0.0174216
1,55449,1462.24,3346.58,2967,13,110,3775,3323,291,12590,23,474,313,8,1093,0,0.0174216
1,12226.7,60.701,493.155,432,8,14,263,181,5,541,5,79,52,0,157,0,0.0174216
1,20458.8,180.497,782.396,674,6,21,616,494,11,1845,9,115,71,0,220,0,0.0174216
1,31913,531.289,1996.73,1814,12,75,1859,1534,75,5286,14,184,128,2,423,0,0.0174216
1,27875.7,210.936,1573.35,1422,10,20,626,521,19,1826,9,168,105,0,337,0,0.0174216
1,24284,426.033,681.434,626,5,50,1058,839,48,2585,9,77,43,0,130,0,0.0174216
1,19037.8,188.183,429.388,396,5,29,481,356,10,1276,5,51,34,0,70,0,0.0174216
1,17478.5,176.817,667.481,604,4,24,483,351,7,1096,5,71,42,0,140,0,0.0174216
1,10903.1,99.115,263.147,238,5,21,278,181,4,565,7,34,15,0,28,0,0.0174216
1,24770.9,688.048,361.688,324,4,58,1653,1274,61,4283,5,48,24,0,98,0,0.0174216
1,9070.32,46.614,129.964,118,4,10,172,100,1,283,6,24,9,0,16,0,0.0174216
1,15666.6,168.703,133.964,122,3,30,495,359,6,1283,6,23,12,0,25,0,0.0174216
1,43507.2,1474.2,1098.76,988,9,129,3507,2971,228,11133,9,151,96,0,271,0,0.0174216
1,18634.3,169.81,517.011,464,4,31,579,436,13,1298,5,71,44,0,140,0,0.0174216
1,15680.1,167.932,230.57,211,5,23,551,397,6,1366,7,36,15,0,40,0,0.0174216
1,35341,441.334,634.425,568,10,51,1336,1119,76,3784,10,99,61,0,156,0,0.0174216
1,5015.81,16.875,66.033,60,3,9,69,38,0,127,6,16,5,0,13,0,0.0174216
1,9538.79,44.919,220.144,198,4,13,178,113,0,367,7,32,16,0,41,0,0.0174216
1,11520.4,67.98,155.404,139,3,21,270,180,0,557,7,30,15,0,39,0,0.0174216
1,13288.3,94.825,378.013,337,8,18,379,266,6,761,6,55,36,0,70,0,0.0174216
1,54836.4,1325,1442.28,1273,7,124,4011,3534,317,13525,12,221,142,0,440,0,0.0174216
1,47366.2,1290.34,1978.15,1722,9,112,3712,3267,282,12455,22,301,205,1,745,0,0.0174216
1,18458.8,239.412,225.871,197,5,37,928,689,34,2144,5,41,19,0,56,0,0.0174216
1,23382.1,425.944,666.553,594,6,58,1536,1199,54,3929,6,99,66,0,189,0,0.0174216
1,11408.2,64.73,242.362,215,3,17,268,180,0,556,8,40,21,0,47,0,0.0174216
1,7986.28,24.212,140.224,126,3,12,114,61,0,189,9,28,10,0,26,0,0.0174216
1,23375.9,386.331,550.234,490,12,65,1425,1093,53,3477,7,81,53,0,129,0,0.0174216
1,31987.5,441.015,642.434,572,5,77,1562,1277,85,4137,15,97,56,0,161,0,0.0174216
1,34525.8,1018.27,1026.76,906,8,120,3144,2652,161,9465,11,159,103,0,273,0,0.0174216
1,16782,126.341,186.357,169,4,30,463,345,13,1220,5,32,16,0,46,0,0.0174216
1,45261.6,1233.26,679.702,604,3,117,3735,3272,247,12310,6,104,63,0,181,0,0.0174216
1,27173.9,606.268,735.74,654,9,87,2002,1632,88,5689,13,114,63,0,158,0,0.0174216
1,16750.1,187.088,275.625,243,3,27,720,541,13,1788,8,47,23,0,78,0,0.0174216
1,12946.9,88.643,209.273,188,3,23,375,250,1,813,5,32,15,0,34,0,0.0174216
1,15240.4,123.657,228.759,203,3,20,494,335,6,930,6,42,21,0,46,0,0.0174216
1,48229.6,1134.46,2406.2,2112,11,101,3489,3088,253,11570,20,334,216,6,721,0,0.0174216
1,30706.9,459.51,455.915,407,6,54,1284,1053,54,3752,10,69,40,0,110,0,0.0174216
1,27232.1,520.006,1316.37,1173,9,66,1554,1250,58,4210,13,168,114,0,424,0,0.0174216
1,44093.9,594.715,1701.47,1561,9,53,1536,1278,87,4782,14,198,138,0,383,0,0.0174216
1,8856.65,56.303,90.924,80,4,18,190,119,1,346,5,18,8,0,23,0,0.0174216
1,18151.9,217.892,398.53,357,7,40,749,520,10,1598,10,58,27,0,58,0,0.0174216
1,7924.39,40.571,162.705,147,4,17,153,86,0,264,9,26,10,0,18,0,0.0174216
1,21030.7,350.391,361.892,324,4,47,1113,847,27,2745,11,53,27,0,68,0,0.0174216
1,19974.1,308.99,567.695,505,7,44,986,771,26,2470,13,83,45,0,151,0,0.0174216
1,64963.3,1484.5,5779.72,5021,12,125,4175,3648,334,14417,43,860,628,18,2208,0,0.0174216
1,17016.2,204.252,319.555,282,7,39,672,466,14,1490,5,45,23,0,59,0,0.0174216
1,41928.3,1160.45,303.344,263,4,134,3597,3055,226,11444,8,66,36,0,82,0,0.0174216
1,7830.55,29.198,102.336,90,4,10,135,87,0,227,6,23,10,0,16,0,0.0174216
1,29346.4,406.217,524.58,468,11,63,1483,1187,72,3894,10,79,45,0,119,0,0.0174216
1,20747.3,285.221,317.289,281,4,42,1071,830,30,2637,8,54,30,0,88,0,0.0174216
1,18710.6,239.491,514.301,456,10,38,884,670,20,2369,9,82,51,0,165,0,0.0174216
1,7792.2,17.079,82.476,74,4,12,79,48,0,121,8,22,9,0,15,0,0.0174216
1,28207.2,392.689,1211.35,1071,9,65,1455,1193,70,3792,16,177,117,0,382,0,0.0174216
1,23011.9,251.685,486.116,438,5,44,977,776,42,2319,9,79,43,0,129,0,0.0174216
1,25384.5,379.033,935.373,833,4,63,1389,1110,54,3624,9,148,94,1,216,0,0.0174216
1,13574.1,112.314,197.216,177,4,19,475,322,4,1039,6,37,19,0,52,0,0.0174216
1,24956.8,303.095,415.254,367,9,41,1080,851,37,2687,7,66,36,0,104,0,0.0174216
1,22915.1,186.147,921.469,805,7,22,669,538,18,1965,10,138,84,0,270,0,0.0174216
1,27009.9,591.752,354.217,309,3,67,2104,1665,78,5606,6,64,37,0,104,0,0.0174216
1,34692,517.883,912.144,814,8,82,1828,1480,109,4802,9,140,89,0,206,0,0.0174216
1,9284.45,39.085,147.723,133,7,15,185,119,0,274,6,29,13,0,26,0,0.0174216
1,47978.2,1072.82,3657.85,3239,12,98,3249,2827,226,10449,28,487,341,5,1109,0,0.0174216
1,34890.9,1062.91,692.754,611,8,129,3382,2826,174,10015,9,110,69,0,223,0,0.0174216
1,9001.16,33.776,96.847,86,4,14,167,90,0,262,5,22,9,0,19,0,0.0174216
1,43957.5,1255.25,1205.31,1045,7,111,3632,3209,244,12145,9,190,122,0,390,0,0.0174216
1,5504.69,12.934,35.277,32,2,6,53,29,0,111,6,13,4,0,8,0,0.0174216
1,27432.4,413.021,745.522,655,4,53,1344,1098,72,3695,9,118,70,0,203,0,0.0174216
1,42306.3,1165.64,840.439,728,6,128,3465,2916,221,10807,10,152,96,0,265,0,0.0174216
1,11665.2,77.094,94.584,83,3,16,312,209,1,705,6,21,9,0,25,0,0.0174216
1,6465.59,18.238,34.799,32,2,7,73,47,0,190,6,13,4,0,7,0,0.0174216
1,17410.2,190.717,283.32,250,8,28,751,563,11,1793,7,43,23,0,60,0,0.0174216
1,29119.4,744.72,775.832,688,6,70,2383,1992,108,6855,9,119,79,0,248,0,0.0174216
1,28961.6,728.762,3368.41,3059,14,92,2366,1942,116,6729,17,274,174,2,493,0,0.0174216
1,21870.9,511.803,1050.5,943,10,52,1154,913,35,2984,9,120,75,0,202,0,0.0174216
1,46794.2,2071.86,1380.97,1245,8,150,4150,3598,318,14061,10,172,107,0,293,0,0.0174216
1,21482.5,439.44,749.62,681,7,41,1188,947,30,3233,6,91,53,0,156,0,0.0174216
1,11962.9,95.154,196.377,178,5,19,297,187,4,523,7,27,11,0,38,0,0.0174216
1,38601.7,1419.42,612.447,549,5,112,3406,2975,215,11313,6,87,50,0,161,0,0.0174216
1,56085.1,1368.29,4544.33,4007,12,104,3700,3249,291,12067,35,644,459,11,1592,0,0.0174216
1,49916.4,1168.36,3706.34,3273,11,100,3364,2936,246,10803,31,527,372,8,1246,0,0.0174216
1,21879.7,478.444,233.181,205,4,52,1487,1159,50,3890,7,40,21,0,84,0,0.0174216
1,30933.5,416.455,830.7,735,5,57,1422,1178,79,3984,9,126,78,0,226,0,0.0174216
1,27605.2,343.06,555.502,501,9,39,1193,1008,56,3312,9,84,45,0,116,0,0.0174216
1,16345.9,149.893,193.059,169,4,22,503,388,13,1352,8,35,20,0,55,0,0.0174216
1,16405.8,140.823,250.659,223,4,30,561,392,8,1179,8,44,18,0,38,0,0.0174216
1,8194.98,29.32,159.801,144,4,12,137,81,0,237,7,28,11,0,21,0,0.0174216
1,11322.5,58.538,152.457,136,4,15,272,170,2,480,6,31,14,0,27,0,0.0174216
1,11982.9,92.684,122.037,105,5,19,308,207,0,661,6,30,16,0,31,0,0.0174216
1,19984.2,308.208,270.095,242,5,50,1113,846,35,2774,5,46,21,0,61,0,0.0174216
1,14804.2,91.853,406.119,361,6,15,314,235,2,863,5,61,39,0,135,0,0.0174216
1,48249.9,1415.77,1467.58,1301,7,154,4052,3473,321,13570,11,229,161,5,455,0,0.0174216
1,3865.08,5.729,35.209,32,2,6,31,12,0,30,5,11,4,0,5,0,0.0174216
1,6755.2,10.486,74.641,65,3,12,57,26,0,61,6,20,7,0,12,0,0.0174216
1,37665.8,1039.94,524.911,464,5,120,3265,2745,176,9880,8,86,47,0,126,0,0.0174216
1,39379.1,456.201,698.936,622,13,51,1442,1208,71,4489,12,119,73,0,186,0,0.0174216
1,20588.3,314.141,317.211,284,6,39,1004,784,32,2502,8,50,25,0,67,0,0.0174216
1,13853.7,98.448,343.624,303,5,24,400,280,3,866,8,62,34,0,86,0,0.0174216
1,13879.6,118.951,136.642,122,4,30,472,326,4,1033,6,25,12,0,32,0,0.0174216
1,33317,609.315,1304.3,1205,6,73,1501,1224,81,4037,10,92,52,0,159,0,0.0174216
1,13618,248.062,617.678,572,7,22,427,315,7,1122,8,47,25,0,67,0,0.0174216
1,19061.6,198.495,400.036,368,5,31,495,370,12,1341,5,49,34,0,70,0,0.0174216
1,27687.6,500.286,1412.99,1270,8,54,1352,1120,76,3737,12,167,109,0,303,0,0.0174216
1,27018,472.171,670.612,608,3,44,1274,1061,68,3497,11,89,56,0,151,0,0.0174216
1,4949.8,13.137,94.34,82,3,7,48,28,0,73,4,18,8,0,14,0,0.0174216
1,20142.8,297.103,505.298,449,5,45,933,728,26,2364,9,71,42,0,102,0,0.0174216
1,10629.1,46.788,157.197,141,3,24,194,113,0,281,6,27,12,0,21,0,0.0174216
1,15941.3,207.94,279.332,251,4,24,677,501,7,1660,6,41,21,0,58,0,0.0174216
1,27079.8,500.553,1019.25,906,9,65,1525,1248,58,4139,12,152,102,1,321,0,0.0174216
1,32782,467.342,838.157,741,5,67,1569,1281,87,4363,12,126,77,0,231,0,0.0174216
1,32145.8,583.709,1053.56,926,10,79,1986,1638,94,5780,16,168,106,1,334,0,0.0174216
1,36860.7,1078.53,570.667,507,6,110,3359,2840,224,10202,8,97,60,0,158,0,0.0174216
