k,order,dist,cost_polyanya,cost_ki,cost_hi,cost_hi2,h_cost,h_cost2,vnum,gen_poly,push_poly,gen_ki,push_ki,prune_ki,gen_hi,push_hi,prune_hi,hcall,reevaluate,gen_hi2,push_hi2,prune_hi2,hcall2,reevaluate2,precost,gen_pre,edgecnt,damcnt,pts,polys
6,6,60614.8,93479.7,316808,273918,236766,237814,194545,64,160747,156280,310488,305265,31144,28450,31919,809,28875,0,28450,31919,809,23957,4303,432274,429543,182664,391708,10,8100
6,6,83167.4,124711,452008,537379,408270,471964,339711,63,241154,235171,426440,420068,41949,48748,54849,1446,49954,0,48748,54849,1446,40266,7321,432274,429543,182664,391708,10,8100
6,6,48418.4,82940.5,166377,251347,172030,225378,144034,28,164034,159801,220758,216864,22714,23345,27229,510,24596,0,23330,27234,509,16498,4555,432274,429543,182664,391708,10,8100
6,6,91056.7,168581,410029,576145,447596,513059,378831,17,293137,285992,426287,420249,40202,49569,61099,1538,55815,0,49573,61094,1538,43104,12865,432274,429543,182664,391708,10,8100
6,6,35327.9,39215.8,95397,165479,115577,148621,98219,30,90973,88392,135871,133184,13319,14865,17333,381,15614,0,14838,17305,378,10825,2961,432274,429543,182664,391708,10,8100
6,6,77279.2,126626,330782,505968,413021,450834,351870,37,221452,215570,366815,361259,35916,44867,54089,1271,49232,0,44867,54089,1271,39160,10471,432274,429543,182664,391708,10,8100
6,6,86341.6,170733,375179,587525,508783,515045,426068,114,284797,277338,383678,378010,36541,58786,68232,1965,62173,0,58786,68232,1965,50895,10988,432274,429543,182664,391708,10,8100
6,6,63176.5,105639,201489,339062,292368,296046,242858,72,203668,198432,246258,242271,23878,38320,42454,1321,38446,0,38320,42454,1321,31912,5207,432274,429543,182664,391708,10,8100
6,6,67721.5,116376,267156,381511,294837,337397,244847,101,214280,208624,298466,293596,30195,38211,43653,1260,39447,0,38211,43653,1260,28398,6518,432274,429543,182664,391708,10,8100
6,6,42020.7,48859.7,101054,96829.5,85383.1,84756,71080,44,94154,91629,139563,136896,13992,11228,12350,264,11058,0,11228,12350,264,9641,1511,432274,429543,182664,391708,10,8100
6,6,60840.1,106230,217482,338562,231191,296655,187902,85,190516,185348,256063,251681,26420,34187,38958,1033,35106,0,34187,38953,1033,23389,5791,432274,429543,182664,391708,10,8100
6,6,58040.1,69336.9,361052,377246,294892,335373,248519,35,138898,135146,357021,351094,36562,37319,42531,1073,38378,0,37319,42531,1073,28985,6275,432274,429543,182664,391708,10,8100
6,6,69425.3,91927.1,431847,450213,368952,398451,310703,40,179928,175368,406346,399973,40560,46686,52741,1463,47639,0,46686,52741,1463,37910,7277,432274,429543,182664,391708,10,8100
6,6,52309.4,51360.6,278680,262214,218655,231701,182642,38,114224,110987,303394,297999,30120,28138,32159,801,28979,0,28138,32159,801,23036,4845,432274,429543,182664,391708,10,8100
6,6,84311.6,127507,438554,573143,486815,498345,399892,102,242318,236243,429467,423103,42487,63199,66063,2012,59503,0,63199,66063,2012,48733,4521,432274,429543,182664,391708,10,8100
