k,order,dist,cost_polyanya,cost_ki,cost_hi,cost_hi2,h_cost,h_cost2,vnum,gen_poly,push_poly,gen_ki,push_ki,prune_ki,gen_hi,push_hi,prune_hi,hcall,reevaluate,gen_hi2,push_hi2,prune_hi2,hcall2,reevaluate2,precost,gen_pre,edgecnt,damcnt,pts,polys
7,7,81884.3,98159.2,512136,679610,555797,545800,405258,123,151579,147684,407200,401044,39741,84278,97462,3159,88629,0,84278,97462,3159,72390,15382,451190,416007,176271,379691,8,7819
7,7,78960.1,78556.2,392421,461426,416720,376268,308792,71,135251,131655,361949,356364,35976,62957,72434,2218,65958,0,62984,72470,2217,53874,11134,451190,416007,176271,379691,8,7819
7,7,70395.4,42439.6,514506,428429,336975,352035,258145,76,94111,91420,406246,399698,40438,54329,62615,1744,56635,0,54329,62615,1744,46740,9842,451190,416007,176271,379691,8,7819
7,7,89010.7,86383.5,548836,677186,563244,561376,425240,113,164890,160582,453000,446336,42838,85217,101101,3003,92149,0,85217,101101,3003,75483,18092,451190,416007,176271,379691,8,7819
7,7,70035.9,31773.5,468854,226116,155471,192728,118889,16,63011,61140,386248,380086,38442,25721,32463,535,29421,0,25721,32463,535,20982,7615,451190,416007,176271,379691,8,7819
7,7,87080.6,52140.3,518469,350811,309213,274205,226176,51,92158,89630,439294,432819,42148,48244,56442,1431,51052,0,48244,56442,1431,41971,9561,451190,416007,176271,379691,8,7819
7,7,107174,124447,655459,695248,654222,554475,479033,119,200688,195300,497717,490931,46407,91553,108316,3655,99116,0,91553,108316,3655,88454,19165,451190,416007,176271,379691,8,7819
7,7,80555.6,66218.4,450127,560587,523743,471669,401398,40,120962,117627,391222,385269,38618,59236,70419,1937,64116,0,59236,70418,1937,53828,12781,451190,416007,176271,379691,8,7819
7,7,94978.7,116382,440114,635628,620320,501268,459585,97,208473,203277,396744,391184,37768,96479,108145,3610,98568,0,96479,108145,3610,88702,14038,451190,416007,176271,379691,8,7819
7,7,102827,118520,584228,722441,613674,592404,459904,130,208403,203016,483930,477258,45468,91557,111247,3310,101985,0,91557,111247,3310,85362,22029,451190,416007,176271,379691,8,7819
