k,order,dist,cost_polyanya,cost_ki,cost_hi,cost_hi2,h_cost,h_cost2,vnum,gen_poly,push_poly,gen_ki,push_ki,prune_ki,gen_hi,push_hi,prune_hi,hcall,reevaluate,gen_hi2,push_hi2,prune_hi2,hcall2,reevaluate2,precost,gen_pre,edgecnt,damcnt,pts,polys
1,1,21267.5,19813.4,17318.8,14044.8,4184.25,12875,3270,15,49192,47691,31675,30919,2720,1211,1168,37,1007,0,1211,1168,37,252,0,280880,312345,143213,285575,10,5862
1,1,1965.2,19315.4,36.158,183.333,52.594,174,42,4,45299,43829,111,109,0,19,19,0,12,0,19,19,0,3,0,280880,312345,143213,285575,10,5862
1,1,42234.2,48384.7,52358.8,64903,21973.3,59208,17451,48,108001,104909,79358,77810,7936,5402,5253,146,4595,0,5402,5253,146,1350,0,280880,312345,143213,285575,10,5862
1,1,12585.3,18877.7,3907.54,4866.84,1848.25,4517,1559,16,49634,47973,9607,9347,729,435,424,2,354,0,435,424,2,108,0,280880,312345,143213,285575,10,5862
1,1,43373.9,70400.8,31152,18222,5246.54,16774,4160,12,152137,147951,55593,54508,5765,1547,1492,11,1295,0,1547,1492,11,312,0,280880,312345,143213,285575,10,5862
1,1,19252.8,33524.4,11537.4,7522.7,2566.4,6948,2110,14,80375,78062,24957,24366,2109,651,634,4,542,0,651,634,4,163,0,280880,312345,143213,285575,10,5862
1,1,44215.5,79920.2,29744.3,10212.5,2978.31,9402,2376,5,169415,164808,54093,53042,5725,918,878,0,745,0,918,878,0,189,0,280880,312345,143213,285575,10,5862
1,1,31933.1,29670.5,40716.9,20389.5,6229.34,18778,5048,25,72240,70113,69120,67669,6558,1722,1669,19,1449,0,1722,1669,19,394,0,280880,312345,143213,285575,10,5862
1,1,27113.8,23563.2,27780.4,7355.73,2685.06,6773,2181,6,53189,51616,54380,53134,4989,610,588,7,495,0,610,588,7,149,0,280880,312345,143213,285575,10,5862
1,1,16585.8,18680.2,7212,10015.4,2604.45,9314,2093,12,50161,48615,17430,16986,1347,881,850,11,731,0,781,755,10,167,0,280880,312345,143213,285575,10,5862
1,1,8123.42,52970.4,734.336,1170.93,713.359,1097,629,8,123360,119979,2122,2060,91,101,98,0,82,0,101,98,0,39,0,280880,312345,143213,285575,10,5862
1,1,10220.2,45727.3,2018.59,2470.58,939.663,2290,787,9,102770,99938,5690,5525,380,222,210,1,179,0,222,210,1,64,0,280880,312345,143213,285575,10,5862
1,1,15284.8,15904.5,5831.35,3329.22,1468.25,3109,1260,11,43909,42508,14559,14156,1125,308,297,2,242,0,308,297,2,98,0,280880,312345,143213,285575,10,5862
1,1,8114.41,51297.7,1189.03,1029.9,254.701,962,195,7,117213,113886,3358,3253,168,101,97,0,74,0,101,97,0,17,0,280880,312345,143213,285575,10,5862
1,1,21234.8,20489.6,14169,7421.01,2357.88,6917,1973,23,54877,53173,30684,29912,2625,637,607,0,514,0,637,607,0,151,0,280880,312345,143213,285575,10,5862
1,1,21125.6,20706.6,17590.1,13282.6,3852.22,12347,3127,17,53045,51429,31219,30447,2787,1082,1034,23,884,0,1082,1034,23,223,0,280880,312345,143213,285575,10,5862
1,1,12072.8,32996,3258.97,2403.6,598.326,2247,478,9,77179,74856,7753,7565,507,211,198,0,163,0,211,198,0,36,0,280880,312345,143213,285575,10,5862
1,1,5813.38,61100.5,477.092,892.358,338.928,819,280,5,118381,115173,1500,1444,60,92,90,0,68,0,92,90,0,21,0,280880,312345,143213,285575,10,5862
1,1,20432.1,33556.5,17754.2,17077.6,4840.71,15971,3989,26,77020,74786,27711,27047,2359,1121,1088,15,957,0,1121,1088,15,267,0,280880,312345,143213,285575,10,5862
1,1,13838,27615.5,4905.82,6518.77,2246.71,6058,1833,11,65095,63219,11680,11380,853,597,573,1,487,0,597,573,1,152,0,280880,312345,143213,285575,10,5862
1,1,15962.2,89049.5,5298.26,3101.03,1235.99,2880,1037,6,180657,175893,10841,10565,876,267,256,0,222,0,267,256,0,80,0,280880,312345,143213,285575,10,5862
1,1,26938.1,43263.6,17995.9,24905.3,7327.16,22979,5871,25,103845,100712,35087,34235,3425,2092,2021,39,1782,0,2092,2021,39,441,0,280880,312345,143213,285575,10,5862
1,1,20561.6,94212.1,6448.08,7622.12,2741.38,7111,2298,6,193517,188607,13861,13520,1188,665,637,1,551,0,665,637,1,181,0,280880,312345,143213,285575,10,5862
1,1,24516.9,17294.5,22836,14385,4153.27,13335,3305,20,45732,44334,44254,43242,3930,1214,1168,12,1003,0,1214,1168,12,248,0,280880,312345,143213,285575,10,5862
1,1,19873.4,18018.8,12633.4,16563.5,5234.35,15395,4266,23,47487,46003,26798,26117,2327,1390,1358,19,1170,0,1390,1358,19,334,0,280880,312345,143213,285575,10,5862
1,1,25688,25742.4,24253.1,17648.5,5390.22,16262,4335,25,64892,62988,46464,45400,4127,1512,1469,14,1276,0,1512,1469,14,345,0,280880,312345,143213,285575,10,5862
1,1,20541.4,81847.2,8499.84,11315.3,3770.33,10590,3143,24,173217,168786,17711,17313,1486,952,922,16,801,0,947,917,16,241,0,280880,312345,143213,285575,10,5862
1,1,23962.4,16844.6,20491.8,14486.7,3412.87,13602,2800,18,44547,43204,41344,40392,3731,833,801,15,697,0,833,801,15,201,0,280880,312345,143213,285575,10,5862
1,1,8036.44,45888.6,1305.4,1801.37,608.882,1682,502,8,103603,100643,3423,3339,131,160,157,0,126,0,160,157,0,37,0,280880,312345,143213,285575,10,5862
