         k,      dist, cost_poly,  gen_poly,   cost_hi,    gen_hi,     hcost,     hcall,reevaluate,   cost_ki,    gen_ki,  cost_ki0,   gen_ki0,  cost_pre,   gen_pre,   edgecnt,    damcnt,       pts,     polys
         3,   14779.4,    189690,    295200,   20926.3,      1161,     19733,      1119,       165,   8018.45,     14376,   72535.2,    139974,    466312,    413370,    188905,    374639,        15,      8385
         3,   21696.3,     60287,    141347,   40954.7,      2667,     38337,      2357,       116,   24214.4,     43496,    154956,    299518,    466312,    413370,    188905,    374639,        15,      8385
         3,     20391,     41042,    101233,   35340.5,      1813,     33638,      1910,       425,   21983.6,     42827,    139254,    291420,    466312,    413370,    188905,    374639,        15,      8385
         3,   20358.7,    185470,    350653,   56174.8,      3024,     53255,      3097,       529,   9805.86,     21371,   99374.7,    217671,    466312,    413370,    188905,    374639,        15,      8385
         3,   15073.7,   78023.9,    172773,   24225.6,      1519,     22838,      1418,       152,    9058.3,     20952,   70964.2,    166645,    466312,    413370,    188905,    374639,        15,      8385
         3,     22434,   37653.4,     96839,   66035.7,      3830,     62368,      3674,       438,   34205.9,     53018,    165110,    331361,    466312,    413370,    188905,    374639,        15,      8385
         3,   25586.5,   29804.3,     78120,   29460.5,      1991,     27732,      1749,        98,     39950,     71725,    241326,    440360,    466312,    413370,    188905,    374639,        15,      8385
         3,   35375.9,   83885.2,    187293,    104846,      6076,     98681,      5870,       734,   78994.7,    109592,    377461,    608957,    466312,    413370,    188905,    374639,        15,      8385
         3,     14308,    120449,    241935,   15695.8,       908,     14843,       902,       149,   8443.73,     18397,   62595.2,    144590,    466312,    413370,    188905,    374639,        15,      8385
         3,   33479.2,    115862,    249691,   90900.6,      4854,     86220,      4970,       910,   33327.3,     59589,    213295,    442794,    466312,    413370,    188905,    374639,        15,      8385
         3,   21650.7,   77512.5,    168706,   56297.3,      3076,     53153,      3082,       511,   25264.2,     44114,    149757,    292620,    466312,    413370,    188905,    374639,        15,      8385
         3,   19911.3,   80380.3,    175660,   74498.7,      4157,     70488,      4076,       544,     20480,     40557,    127215,    272593,    466312,    413370,    188905,    374639,        15,      8385
         3,   17442.7,   38385.4,     94532,   24020.7,      1340,     22825,      1375,       298,   14398.6,     29601,    100483,    223926,    466312,    413370,    188905,    374639,        15,      8385
         3,   46759.4,    135895,    287654,    217621,     12468,    204049,     12258,      1406,   81585.9,    122490,    490131,    841841,    466312,    413370,    188905,    374639,        15,      8385
         3,   32124.6,   79328.1,    181203,   40544.8,      2428,     38332,      2326,       291,   54826.1,     91638,    312101,    549786,    466312,    413370,    188905,    374639,        15,      8385
         3,     28057,   68833.3,    156568,   50060.6,      2936,     47186,      2674,       188,   53139.4,     86025,    279298,    498865,    466312,    413370,    188905,    374639,        15,      8385
         3,   20263.3,    114636,    225720,     65594,      3596,     62234,      3416,       391,   21180.8,     40737,    138629,    278258,    466312,    413370,    188905,    374639,        15,      8385
         3,   20488.1,   54770.1,    130613,   30179.6,      1902,     28425,      1744,       190,   21368.1,     42365,    142469,    282219,    466312,    413370,    188905,    374639,        15,      8385
         3,   31259.6,    101359,    210722,    124584,      7165,    117704,      6841,       773,   57062.3,     94300,    305349,    562430,    466312,    413370,    188905,    374639,        15,      8385
         3,   23445.4,   34933.5,     87382,   36963.8,      2232,     34960,      2037,       184,   32095.6,     58464,    192568,    366894,    466312,    413370,    188905,    374639,        15,      8385
         3,   29985.6,    116236,    253749,   83977.1,      4306,     79713,      4402,       779,   29520.3,     54343,    213559,    425124,    466312,    413370,    188905,    374639,        15,      8385
         3,   22278.8,   46373.2,    110806,   21817.1,      1211,     20724,      1214,       213,     27102,     51603,    166896,    330403,    466312,    413370,    188905,    374639,        15,      8385
         3,     21288,    146864,    288945,     33790,      2097,     31898,      1860,        99,   14971.1,     28876,    104850,    238708,    466312,    413370,    188905,    374639,        15,      8385
         3,   24965.9,   41956.4,    104656,    100010,      6014,     94221,      5504,       440,   38172.8,     67818,    222786,    421478,    466312,    413370,    188905,    374639,        15,      8385
         3,   21617.4,   49413.7,    114271,   45422.1,      2576,     42986,      2517,       395,     25342,     48550,    159673,    319172,    466312,    413370,    188905,    374639,        15,      8385
         3,     17786,   75158.8,    164359,   47878.8,      2493,     45466,      2574,       471,   14769.1,     31301,   96987.6,    216348,    466312,    413370,    188905,    374639,        15,      8385
         3,   31227.5,    110204,    235728,    114816,      6634,    108295,      6327,       622,   51680.1,     84071,    283450,    526996,    466312,    413370,    188905,    374639,        15,      8385
         3,     15784,    151502,    288504,   25564.7,      1437,     24292,      1459,       281,   6459.72,     14633,   59931.7,    145077,    466312,    413370,    188905,    374639,        15,      8385
         3,   22605.6,    111715,    231251,   62400.9,      3277,     59160,      3410,       609,   22971.4,     43740,    147043,    302609,    466312,    413370,    188905,    374639,        15,      8385
         3,   21629.5,     67136,    146087,    100377,      5647,     94753,      5351,       579,   25806.2,     48865,    155878,    316794,    466312,    413370,    188905,    374639,        15,      8385
         3,     18000,    110962,    224902,   43975.2,      2571,     41677,      2409,       221,   15308.5,     30493,   99873.6,    217784,    466312,    413370,    188905,    374639,        15,      8385
         3,   30206.6,   37765.8,     97522,   75021.1,      4689,     70839,      4222,       222,   67043.2,    104985,    329087,    566630,    466312,    413370,    188905,    374639,        15,      8385
         3,   21949.2,     38111,     95018,   26066.3,      1534,     24709,      1442,       175,   26143.1,     50908,    167674,    334716,    466312,    413370,    188905,    374639,        15,      8385
         3,   35622.3,   95402.9,    214999,    162135,      9526,    152822,      8939,       787,   68247.2,    107858,    358970,    634017,    466312,    413370,    188905,    374639,        15,      8385
         3,   53452.3,    180637,    361339,    413499,     24651,    386301,     22802,      1657,   96880.6,    143657,    512558,    905134,    466312,    413370,    188905,    374639,        15,      8385
         3,   13108.2,   98052.2,    202586,   19772.8,      1104,     18684,      1131,       177,   6833.87,     15560,   58815.8,    130844,    466312,    413370,    188905,    374639,        15,      8385
         3,   12037.5,    109621,    224950,   15246.9,      1002,     14403,       907,        56,   5118.56,     12059,   42899.4,    112037,    466312,    413370,    188905,    374639,        15,      8385
         3,   29823.8,   39417.8,    100982,   74040.7,      4649,     69653,      4172,       192,   62361.2,    101518,    312967,    556690,    466312,    413370,    188905,    374639,        15,      8385
         3,   19544.9,   40995.4,    103637,   53990.4,      3065,     51046,      2992,       420,   19303.7,     38307,    127296,    258180,    466312,    413370,    188905,    374639,        15,      8385
         3,   33414.5,   66249.2,    151387,    122232,      7382,    115288,      6891,       618,   74599.4,    117552,    355827,    637141,    466312,    413370,    188905,    374639,        15,      8385
         3,   35794.7,    121280,    255019,    120294,      6883,    113199,      6563,       813,     42937,     72646,    297403,    589444,    466312,    413370,    188905,    374639,        15,      8385
         3,   23214.2,   62245.9,    136906,   24871.5,      1493,     23504,      1411,       198,   23256.4,     45254,    161753,    322942,    466312,    413370,    188905,    374639,        15,      8385
         3,   31047.5,   59905.8,    127336,    126721,      7370,    118465,      6809,       552,   73732.5,    112684,    360178,    611272,    466312,    413370,    188905,    374639,        15,      8385
         3,   23645.1,   62013.1,    142146,   22902.8,      1255,     21645,      1280,       256,   31873.9,     58992,    206195,    370195,    466312,    413370,    188905,    374639,        15,      8385
         3,   19207.8,    130061,    248580,   29635.8,      1848,     27933,      1724,       195,   19485.2,     35680,    119745,    245080,    466312,    413370,    188905,    374639,        15,      8385
         3,   18732.1,   46024.4,    100570,   46753.2,      2565,     44270,      2539,       402,   16484.2,     33732,    117754,    238875,    466312,    413370,    188905,    374639,        15,      8385
         3,   34241.6,   93557.1,    209507,    111612,      6228,    104914,      5980,       619,   67707.2,    100346,    329215,    586912,    466312,    413370,    188905,    374639,        15,      8385
         3,   27933.4,   87111.8,    157253,   29087.7,      1352,     27545,      1487,       376,   44958.9,     74670,    255532,    451724,    466312,    413370,    188905,    374639,        15,      8385
         3,     31280,     64841,    138447,   85477.8,      4796,     80421,      4767,       649,   33844.4,     57023,    247577,    470548,    466312,    413370,    188905,    374639,        15,      8385
         3,   22744.5,   71073.9,    133466,   82210.6,      4533,     77400,      4407,       560,   31709.9,     55364,    173380,    346908,    466312,    413370,    188905,    374639,        15,      8385
         3,   24399.9,   42512.8,    104264,   52990.4,      2863,     50149,      2830,       407,     40159,     65432,    221537,    406684,    466312,    413370,    188905,    374639,        15,      8385
         3,   27389.9,   44232.9,    106990,   47615.1,      2851,     44915,      2598,       194,   57582.7,     82501,    269211,    473977,    466312,    413370,    188905,    374639,        15,      8385
         3,   15473.4,   95155.4,    200129,   14074.1,       844,     13272,       822,       107,   10612.2,     21414,     79903,    164321,    466312,    413370,    188905,    374639,        15,      8385
         3,   22200.1,   54554.4,    114022,   60965.5,      3326,     57560,      3200,       436,   28896.7,     51902,    171506,    335977,    466312,    413370,    188905,    374639,        15,      8385
         3,   28179.3,   57211.9,    113465,   47673.9,      2741,     44814,      2440,       160,   60002.6,     89296,    300848,    502018,    466312,    413370,    188905,    374639,        15,      8385
         3,   25152.8,   79485.5,    162955,   99864.5,      5533,     94008,      5183,       491,   43354.8,     67643,    232161,    417599,    466312,    413370,    188905,    374639,        15,      8385
         3,   32104.9,    118356,    225887,    224281,     11514,    210455,     11438,      1497,   44890.2,     72670,    280212,    509531,    466312,    413370,    188905,    374639,        15,      8385
         3,   24278.9,   50112.9,    104854,   46764.2,      2775,     43866,      2501,       200,   39298.8,     62321,    204684,    379168,    466312,    413370,    188905,    374639,        15,      8385
         3,   39094.2,    106961,    215413,    145574,      8022,    135758,      7806,       951,   85460.4,    117537,    384767,    656669,    466312,    413370,    188905,    374639,        15,      8385
         3,   29889.2,     42479,    104963,   54611.8,      3246,     51481,      2880,       160,     68459,     94244,    311914,    540681,    466312,    413370,    188905,    374639,        15,      8385
         3,   31159.5,    113543,    210279,   20396.3,      1033,     19273,      1125,       275,   49275.7,     73102,    287767,    505319,    466312,    413370,    188905,    374639,        15,      8385
         3,   20659.8,   64957.1,    138113,   57874.7,      2997,     54665,      3030,       506,   23598.4,     42963,    162570,    296355,    466312,    413370,    188905,    374639,        15,      8385
         3,     24809,   73645.1,    169311,   99913.5,      5211,     94183,      5135,       747,   30866.9,     55276,    199051,    363099,    466312,    413370,    188905,    374639,        15,      8385
         3,   28997.9,     86021,    188114,   94259.4,      5528,     88887,      5298,       640,     51188,     85309,    297210,    507389,    466312,    413370,    188905,    374639,        15,      8385
         3,   58989.3,    234285,    439544,    326649,     17465,    306081,     17648,      2528,    113984,    154374,    631753,1.06749e+06,    466312,    413370,    188905,    374639,        15,      8385
         3,   19672.1,   73425.4,    139406,     58522,      3009,     55140,      2987,       431,   22689.3,     40316,    130924,    272341,    466312,    413370,    188905,    374639,        15,      8385
         3,   46073.3,    132397,    269266,    179957,      9426,    168418,      9335,      1241,   91083.7,    124764,    462068,    817423,    466312,    413370,    188905,    374639,        15,      8385
         3,   24251.1,   37637.6,     92387,   62335.5,      3415,     59146,      3415,       531,   36919.5,     62688,    203384,    389513,    466312,    413370,    188905,    374639,        15,      8385
         3,     45637,    164501,    338661,    296225,     17053,    278360,     16642,      1990,     78778,    117064,    442480,    769416,    466312,    413370,    188905,    374639,        15,      8385
         3,   21667.3,   91872.7,    180101,   68921.9,      4064,     64814,      3793,       385,   21356.5,     41531,    143476,    286581,    466312,    413370,    188905,    374639,        15,      8385
         3,     26301,   42635.3,    106167,   32486.6,      1934,     30758,      1853,       232,     43540,     74797,    240129,    439769,    466312,    413370,    188905,    374639,        15,      8385
         3,   13209.2,    129408,    226105,   15608.6,       896,     14860,       861,       112,    5794.9,     12934,   44796.4,    112785,    466312,    413370,    188905,    374639,        15,      8385
         3,   19971.5,   46125.6,    112921,   62909.7,      3626,     59546,      3417,       366,   19409.6,     39203,    128727,    275821,    466312,    413370,    188905,    374639,        15,      8385
         3,   36315.1,   98149.5,    217644,    154456,      8628,    144782,      8245,       859,   87433.8,    110210,    355263,    640163,    466312,    413370,    188905,    374639,        15,      8385
         3,   32284.6,    107568,    215368,     96434,      5782,     90266,      5411,       477,   32255.9,     58847,    223630,    443048,    466312,    413370,    188905,    374639,        15,      8385
         3,   22163.2,   55462.1,    131660,   25887.9,      1613,     24377,      1496,       173,   24947.1,     49558,    175764,    333913,    466312,    413370,    188905,    374639,        15,      8385
         3,   27502.2,    203285,    332334,   59121.8,      3272,     55713,      3219,       487,   24266.2,     43054,    159113,    327223,    466312,    413370,    188905,    374639,        15,      8385
         3,   52024.4,    175767,    349975,    227311,     13364,    213587,     12806,      1335,    103041,    141271,    519468,    886341,    466312,    413370,    188905,    374639,        15,      8385
         3,   16043.6,    120794,    210239,   30427.9,      1657,     28778,      1640,       210,   11603.6,     22059,   85417.5,    179422,    466312,    413370,    188905,    374639,        15,      8385
         3,   28699.3,   61688.8,    143084,    107369,      6369,    101176,      6067,       664,   54455.6,     92712,    300278,    522245,    466312,    413370,    188905,    374639,        15,      8385
         3,   26827.1,   89321.8,    200059,    115458,      7035,    108405,      6415,       449,   48071.8,     75904,    246459,    455090,    466312,    413370,    188905,    374639,        15,      8385
         3,   30548.7,     43778,    109875,     18748,      1164,     17707,      1031,        68,   61758.7,     99248,    315202,    557759,    466312,    413370,    188905,    374639,        15,      8385
         3,   29170.5,   78665.2,    179247,    102158,      6034,     96144,      5783,       662,   64590.1,     88581,    289753,    519087,    466312,    413370,    188905,    374639,        15,      8385
         3,   19637.5,   58079.9,    110615,   55696.1,      2751,     52826,      2776,       462,   19637.2,     39005,    122994,    263556,    466312,    413370,    188905,    374639,        15,      8385
         3,   34438.5,     69959,    152975,    121300,      6906,    112583,      6201,       332,     65876,    107665,    366226,    612205,    466312,    413370,    188905,    374639,        15,      8385
         3,   18349.1,   59415.4,    135954,   20316.3,      1168,     19279,      1072,       118,   16083.9,     32941,    115365,    237352,    466312,    413370,    188905,    374639,        15,      8385
         3,   9721.45,   96073.8,    192620,   12963.9,       702,     12354,       727,       147,   3231.62,      8389,   26510.5,     73383,    466312,    413370,    188905,    374639,        15,      8385
         3,   24203.5,   46474.8,    112500,   55638.6,      2894,     52820,      2883,       460,   35385.1,     62863,    214126,    387618,    466312,    413370,    188905,    374639,        15,      8385
         3,   31424.7,    104248,    221712,    192184,      9656,    180433,      9714,      1421,   44659.9,     69642,    272481,    499123,    466312,    413370,    188905,    374639,        15,      8385
         3,   26825.5,   37787.9,     94545,   46083.5,      2365,     43748,      2369,       394,     46238,     80757,    259694,    467840,    466312,    413370,    188905,    374639,        15,      8385
         3,   29391.3,    262365,    424837,    115561,      5926,    109182,      6077,       978,   18931.4,     36038,    146844,    319884,    466312,    413370,    188905,    374639,        15,      8385
         3,   14429.9,   95791.8,    180725,   15931.9,       874,     15103,       879,       153,   9011.85,     18399,   61768.6,    141110,    466312,    413370,    188905,    374639,        15,      8385
         3,   36385.9,    241654,    440458,    114043,      6412,    107678,      6217,       744,     26314,     47812,    193542,    446702,    466312,    413370,    188905,    374639,        15,      8385
         3,   25267.6,   55710.5,    133062,    107275,      6068,    101264,      5862,       712,   40404.8,     70086,    224612,    413517,    466312,    413370,    188905,    374639,        15,      8385
         3,   23383.7,     56016,    133719,   95949.6,      5326,     90415,      5233,       704,   32700.2,     58512,    182233,    360939,    466312,    413370,    188905,    374639,        15,      8385
