K,dist,cost_ki,cost_hi,h_cost,vnum,gen_ki,push_ki,pop_ki,prune_ki,suc_call_ki,gen_hi,push_hi,pop_hi,prune_hi,suc_call_hi,reevaluate,density
9,3955.42,176363,154335,131152,5,3783,202008,193100,20672,1171106,425,20646,18076,287,52896,6358,0.00199164
9,25480.6,176363,154335,131152,26,3783,202008,193100,20672,1171106,425,20646,18076,287,52896,6358,0.00199164
9,26706.2,176363,154335,131152,29,3783,202008,193100,20672,1171106,425,20646,18076,287,52896,6358,0.00199164
9,28065.8,176363,154335,131152,28,3783,202008,193100,20672,1171106,425,20646,18076,287,52896,6358,0.00199164
9,31738.4,176363,154335,131152,20,3783,202008,193100,20672,1171106,425,20646,18076,287,52896,6358,0.00199164
9,39870,176363,154335,131152,26,3783,202008,193100,20672,1171106,425,20646,18076,287,52896,6358,0.00199164
9,43425.1,176363,154335,131152,11,3783,202008,193100,20672,1171106,425,20646,18076,287,52896,6358,0.00199164
9,52198.9,176363,154335,131152,7,3783,202008,193100,20672,1171106,425,20646,18076,287,52896,6358,0.00199164
9,74111.3,176363,154335,131152,33,3783,202008,193100,20672,1171106,425,20646,18076,287,52896,6358,0.00199164
9,12187.2,95240,91452.6,76527,6,2788,126017,116277,12918,586731,518,16425,13602,370,40440,3105,0.00199164
9,16995.1,95240,91452.6,76527,18,2788,126017,116277,12918,586731,518,16425,13602,370,40440,3105,0.00199164
9,17551.4,95240,91452.6,76527,26,2788,126017,116277,12918,586731,518,16425,13602,370,40440,3105,0.00199164
9,23077.4,95240,91452.6,76527,6,2788,126017,116277,12918,586731,518,16425,13602,370,40440,3105,0.00199164
9,27623.5,95240,91452.6,76527,45,2788,126017,116277,12918,586731,518,16425,13602,370,40440,3105,0.00199164
9,30043.4,95240,91452.6,76527,20,2788,126017,116277,12918,586731,518,16425,13602,370,40440,3105,0.00199164
9,38605.9,95240,91452.6,76527,30,2788,126017,116277,12918,586731,518,16425,13602,370,40440,3105,0.00199164
9,40364.9,95240,91452.6,76527,41,2788,126017,116277,12918,586731,518,16425,13602,370,40440,3105,0.00199164
9,42638.7,95240,91452.6,76527,42,2788,126017,116277,12918,586731,518,16425,13602,370,40440,3105,0.00199164
9,12790.7,147908,150730,128651,8,3617,186790,177296,19205,1038216,521,22633,19643,447,57321,5921,0.00199164
9,21744.9,147908,150730,128651,27,3617,186790,177296,19205,1038216,521,22633,19643,447,57321,5921,0.00199164
9,31340.4,147908,150730,128651,35,3617,186790,177296,19205,1038216,521,22633,19643,447,57321,5921,0.00199164
9,35330,147908,150730,128651,27,3617,186790,177296,19205,1038216,521,22633,19643,447,57321,5921,0.00199164
9,35447.8,147908,150730,128651,10,3617,186790,177296,19205,1038216,521,22633,19643,447,57321,5921,0.00199164
9,35586.5,147908,150730,128651,20,3617,186790,177296,19205,1038216,521,22633,19643,447,57321,5921,0.00199164
9,38650.3,147908,150730,128651,41,3617,186790,177296,19205,1038216,521,22633,19643,447,57321,5921,0.00199164
9,46792.9,147908,150730,128651,38,3617,186790,177296,19205,1038216,521,22633,19643,447,57321,5921,0.00199164
9,69765.6,147908,150730,128651,58,3617,186790,177296,19205,1038216,521,22633,19643,447,57321,5921,0.00199164
9,29702.7,183026,342996,297184,28,3881,214125,204266,22394,1279448,961,43835,39046,1166,122229,12694,0.00199164
9,37305.1,183026,342996,297184,26,3881,214125,204266,22394,1279448,961,43835,39046,1166,122229,12694,0.00199164
9,43118.5,183026,342996,297184,24,3881,214125,204266,22394,1279448,961,43835,39046,1166,122229,12694,0.00199164
9,56006.9,183026,342996,297184,50,3881,214125,204266,22394,1279448,961,43835,39046,1166,122229,12694,0.00199164
9,60943.3,183026,342996,297184,45,3881,214125,204266,22394,1279448,961,43835,39046,1166,122229,12694,0.00199164
9,61644.1,183026,342996,297184,3,3881,214125,204266,22394,1279448,961,43835,39046,1166,122229,12694,0.00199164
9,73662.6,183026,342996,297184,61,3881,214125,204266,22394,1279448,961,43835,39046,1166,122229,12694,0.00199164
9,74544.8,183026,342996,297184,67,3881,214125,204266,22394,1279448,961,43835,39046,1166,122229,12694,0.00199164
9,82214.6,183026,342996,297184,68,3881,214125,204266,22394,1279448,961,43835,39046,1166,122229,12694,0.00199164
9,15748.8,104380,119197,101926,9,2969,135740,125807,13836,649861,532,18075,15158,421,42587,4046,0.00199164
9,21835.5,104380,119197,101926,17,2969,135740,125807,13836,649861,532,18075,15158,421,42587,4046,0.00199164
9,21923.6,104380,119197,101926,24,2969,135740,125807,13836,649861,532,18075,15158,421,42587,4046,0.00199164
9,27610.3,104380,119197,101926,11,2969,135740,125807,13836,649861,532,18075,15158,421,42587,4046,0.00199164
9,27833.9,104380,119197,101926,38,2969,135740,125807,13836,649861,532,18075,15158,421,42587,4046,0.00199164
9,31347.6,104380,119197,101926,8,2969,135740,125807,13836,649861,532,18075,15158,421,42587,4046,0.00199164
9,35834.8,104380,119197,101926,34,2969,135740,125807,13836,649861,532,18075,15158,421,42587,4046,0.00199164
9,39148.5,104380,119197,101926,44,2969,135740,125807,13836,649861,532,18075,15158,421,42587,4046,0.00199164
9,44710.4,104380,119197,101926,35,2969,135740,125807,13836,649861,532,18075,15158,421,42587,4046,0.00199164
9,22837.1,143917,255017,220585,17,3384,179667,170760,19157,1045018,819,35020,30278,959,89936,9145,0.00199164
9,41001.8,143917,255017,220585,44,3384,179667,170760,19157,1045018,819,35020,30278,959,89936,9145,0.00199164
9,43060.4,143917,255017,220585,45,3384,179667,170760,19157,1045018,819,35020,30278,959,89936,9145,0.00199164
9,45068.1,143917,255017,220585,31,3384,179667,170760,19157,1045018,819,35020,30278,959,89936,9145,0.00199164
9,51944.8,143917,255017,220585,12,3384,179667,170760,19157,1045018,819,35020,30278,959,89936,9145,0.00199164
9,52012.7,143917,255017,220585,41,3384,179667,170760,19157,1045018,819,35020,30278,959,89936,9145,0.00199164
9,53473.1,143917,255017,220585,53,3384,179667,170760,19157,1045018,819,35020,30278,959,89936,9145,0.00199164
9,54842.6,143917,255017,220585,9,3384,179667,170760,19157,1045018,819,35020,30278,959,89936,9145,0.00199164
9,75601.9,143917,255017,220585,76,3384,179667,170760,19157,1045018,819,35020,30278,959,89936,9145,0.00199164
9,3678.49,96627.2,66829.2,57031,3,2919,134413,124325,13685,639314,290,11121,9235,186,23621,2902,0.00199164
9,9369.69,96627.2,66829.2,57031,9,2919,134413,124325,13685,639314,290,11121,9235,186,23621,2902,0.00199164
9,15782.4,96627.2,66829.2,57031,20,2919,134413,124325,13685,639314,290,11121,9235,186,23621,2902,0.00199164
9,18251.4,96627.2,66829.2,57031,21,2919,134413,124325,13685,639314,290,11121,9235,186,23621,2902,0.00199164
9,25326.7,96627.2,66829.2,57031,24,2919,134413,124325,13685,639314,290,11121,9235,186,23621,2902,0.00199164
9,31593.6,96627.2,66829.2,57031,32,2919,134413,124325,13685,639314,290,11121,9235,186,23621,2902,0.00199164
9,32342.5,96627.2,66829.2,57031,29,2919,134413,124325,13685,639314,290,11121,9235,186,23621,2902,0.00199164
9,40048.7,96627.2,66829.2,57031,48,2919,134413,124325,13685,639314,290,11121,9235,186,23621,2902,0.00199164
9,44386.2,96627.2,66829.2,57031,17,2919,134413,124325,13685,639314,290,11121,9235,186,23621,2902,0.00199164
9,28284.6,169408,233253,200995,39,3780,203170,192621,21668,1160379,746,33018,28793,773,83500,9991,0.00199164
9,29483.4,169408,233253,200995,5,3780,203170,192621,21668,1160379,746,33018,28793,773,83500,9991,0.00199164
9,32477.3,169408,233253,200995,25,3780,203170,192621,21668,1160379,746,33018,28793,773,83500,9991,0.00199164
9,46980.6,169408,233253,200995,54,3780,203170,192621,21668,1160379,746,33018,28793,773,83500,9991,0.00199164
9,49477.2,169408,233253,200995,11,3780,203170,192621,21668,1160379,746,33018,28793,773,83500,9991,0.00199164
9,50788.1,169408,233253,200995,50,3780,203170,192621,21668,1160379,746,33018,28793,773,83500,9991,0.00199164
9,64130.3,169408,233253,200995,61,3780,203170,192621,21668,1160379,746,33018,28793,773,83500,9991,0.00199164
9,72585.5,169408,233253,200995,77,3780,203170,192621,21668,1160379,746,33018,28793,773,83500,9991,0.00199164
9,74328.6,169408,233253,200995,29,3780,203170,192621,21668,1160379,746,33018,28793,773,83500,9991,0.00199164
9,11820.4,156145,62348,52258,7,3660,185979,177346,19221,1028678,293,11862,10015,147,29153,3114,0.00199164
9,16156.9,156145,62348,52258,4,3660,185979,177346,19221,1028678,293,11862,10015,147,29153,3114,0.00199164
9,16593.5,156145,62348,52258,18,3660,185979,177346,19221,1028678,293,11862,10015,147,29153,3114,0.00199164
9,18347.6,156145,62348,52258,13,3660,185979,177346,19221,1028678,293,11862,10015,147,29153,3114,0.00199164
9,20473.3,156145,62348,52258,15,3660,185979,177346,19221,1028678,293,11862,10015,147,29153,3114,0.00199164
9,26471,156145,62348,52258,19,3660,185979,177346,19221,1028678,293,11862,10015,147,29153,3114,0.00199164
9,33046.4,156145,62348,52258,29,3660,185979,177346,19221,1028678,293,11862,10015,147,29153,3114,0.00199164
9,40400.7,156145,62348,52258,10,3660,185979,177346,19221,1028678,293,11862,10015,147,29153,3114,0.00199164
9,60978.7,156145,62348,52258,25,3660,185979,177346,19221,1028678,293,11862,10015,147,29153,3114,0.00199164
9,20541.5,107672,172906,150877,13,2844,133047,125610,13870,681016,565,23669,20043,433,55710,5630,0.00199164
9,22375.1,107672,172906,150877,30,2844,133047,125610,13870,681016,565,23669,20043,433,55710,5630,0.00199164
9,29115.4,107672,172906,150877,24,2844,133047,125610,13870,681016,565,23669,20043,433,55710,5630,0.00199164
9,29820.7,107672,172906,150877,10,2844,133047,125610,13870,681016,565,23669,20043,433,55710,5630,0.00199164
9,42076.2,107672,172906,150877,42,2844,133047,125610,13870,681016,565,23669,20043,433,55710,5630,0.00199164
9,44123.1,107672,172906,150877,49,2844,133047,125610,13870,681016,565,23669,20043,433,55710,5630,0.00199164
9,45797.7,107672,172906,150877,58,2844,133047,125610,13870,681016,565,23669,20043,433,55710,5630,0.00199164
