         k,      dist, cost_poly,  gen_poly,   cost_hi,    gen_hi,     hcost,     hcall,reevaluate,   cost_ki,    gen_ki,  cost_ki0,   gen_ki0,  cost_pre,   gen_pre,   edgecnt,    damcnt,       pts,     polys
         2,   21214.4,     59956,    119554,   21064.1,      1189,     19841,      1052,        53,   29629.9,     46194,    196597,    301323,    465620,    413370,    188905,    374639,        15,      8385
         2,   28811.4,    223198,    392637,   32315.4,      1892,     30455,      1664,        98,   19995.5,     34463,    146677,    314373,    465620,    413370,    188905,    374639,        15,      8385
         2,   10803.7,   34775.5,     86854,   6812.52,       442,      6489,       381,        40,   3624.45,      9559,   37479.5,     89442,    465620,    413370,    188905,    374639,        15,      8385
         2,   29129.8,    226510,    400767,   27287.4,      1741,     25865,      1485,        62,   16975.4,     33555,    141339,    321487,    465620,    413370,    188905,    374639,        15,      8385
         2,   10355.4,     54038,    122480,   3921.13,       265,      3735,       215,        11,    2925.2,      8132,   29671.2,     81788,    465620,    413370,    188905,    374639,        15,      8385
         2,   19865.8,   53209.7,    125094,   24809.7,      1527,     23555,      1338,        38,     19038,     39545,    137888,    267474,    465620,    413370,    188905,    374639,        15,      8385
         2,     20935,   85419.3,    183601,   27050.7,      1646,     25737,      1448,        74,   19599.4,     38466,    142166,    278723,    465620,    413370,    188905,    374639,        15,      8385
         2,   22285.3,     90932,    207972,     28500,      1397,     27151,      1444,       273,   18264.3,     37304,    132759,    284708,    465620,    413370,    188905,    374639,        15,      8385
         2,   26936.8,   97037.1,    220817,     68486,      3840,     64836,      3599,       362,   38199.1,     64958,    233809,    432226,    465620,    413370,    188905,    374639,        15,      8385
         2,   13182.4,   85478.5,    181907,    7234.4,       458,      6892,       406,        23,   4678.23,     11339,   43496.8,    106370,    465620,    413370,    188905,    374639,        15,      8385
         2,   30475.3,    138469,    288564,   80718.6,      4310,     76094,      4198,       533,   30512.1,     54709,    215409,    428971,    465620,    413370,    188905,    374639,        15,      8385
         2,   25775.6,    103607,    213465,   51990.1,      3289,     49048,      2844,        22,   27693.4,     52381,    191309,    365819,    465620,    413370,    188905,    374639,        15,      8385
         2,   12182.2,   84010.5,    148385,   4244.15,       277,      4051,       237,        16,   5649.78,     13148,   48031.4,    113075,    465620,    413370,    188905,    374639,        15,      8385
         2,   12693.7,    139627,    234240,   16820.2,       933,     15821,       847,        55,   4851.75,     10766,   55859.1,    110710,    465620,    413370,    188905,    374639,        15,      8385
         2,   23245.6,    107439,    194144,   47832.7,      2878,     44992,      2514,        56,   27309.1,     48089,    196913,    322968,    465620,    413370,    188905,    374639,        15,      8385
         2,     23851,   42047.9,    100585,   23440.2,      1285,     22155,      1192,       124,   36093.4,     62303,    227630,    389767,    465620,    413370,    188905,    374639,        15,      8385
         2,     27448,    145578,    248179,     66278,      3490,     62473,      3261,       368,   24676.1,     46597,    186258,    379300,    465620,    413370,    188905,    374639,        15,      8385
         2,   13547.4,   49700.4,    114605,   4158.88,       238,      3955,       225,        38,   6720.02,     15851,   59960.9,    126507,    465620,    413370,    188905,    374639,        15,      8385
         2,   40544.4,    202615,    365380,    148480,      8549,    138600,      7524,       267,   59194.1,     82231,    347074,    588768,    465620,    413370,    188905,    374639,        15,      8385
         2,     33277,    146365,    292662,   98236.1,      5834,     91837,      5127,       148,   40629.3,     68457,    257691,    481911,    465620,    413370,    188905,    374639,        15,      8385
         2,   21566.6,   58102.4,    120990,   20477.2,      1130,     19365,      1025,        88,   26740.1,     47707,    167274,    315572,    465620,    413370,    188905,    374639,        15,      8385
         2,     29834,    131206,    249945,   66390.3,      3756,     62083,      3323,        97,   39361.2,     57782,    259877,    445114,    465620,    413370,    188905,    374639,        15,      8385
         2,   22053.8,     73882,    146630,   35820.6,      2051,     33677,      1784,        63,   28779.3,     50132,    187659,    328316,    465620,    413370,    188905,    374639,        15,      8385
         2,   26251.5,   85507.8,    177932,   71830.6,      4261,     67406,      3693,       111,   41595.5,     71414,    251874,    442603,    465620,    413370,    188905,    374639,        15,      8385
         2,   20277.8,   53916.6,    117977,   20967.9,      1165,     19855,      1074,        83,   23589.4,     43312,    144382,    286468,    465620,    413370,    188905,    374639,        15,      8385
         2,   34244.2,    146439,    226123,   99969.3,      5156,     93542,      4524,        90,   70921.1,     96160,    323061,    586313,    465620,    413370,    188905,    374639,        15,      8385
         2,   19893.7,   87925.9,    138833,   34983.7,      1923,     33081,      1741,        99,   11229.1,     22289,     93226,    208260,    465620,    413370,    188905,    374639,        15,      8385
         2,   34685.7,    172763,    297688,   88233.8,      4834,     82701,      4281,       195,   31064.4,     49028,    220948,    425883,    465620,    413370,    188905,    374639,        15,      8385
         2,     25361,   75755.1,    166217,   18721.5,      1142,     17697,      1002,        59,   38491.4,     68826,    239293,    431036,    465620,    413370,    188905,    374639,        15,      8385
         2,   21282.5,   71770.1,    151481,   52700.1,      3039,     49868,      2814,       235,   25173.9,     47619,    164186,    313577,    465620,    413370,    188905,    374639,        15,      8385
         2,   34307.1,    158922,    318256,    101593,      5596,     96066,      5377,       646,   43649.7,     74883,    283821,    523914,    465620,    413370,    188905,    374639,        15,      8385
         2,   17198.2,   62072.7,    128941,   11090.4,       723,     10510,       614,        31,   14024.6,     28558,   99709.6,    210886,    465620,    413370,    188905,    374639,        15,      8385
