         k,      dist, cost_poly,  gen_poly,   cost_hi,    gen_hi,     hcost,     hcall,reevaluate,   cost_ki,    gen_ki,  cost_ki0,   gen_ki0,  cost_pre,   gen_pre,   edgecnt,    damcnt,       pts,     polys
        15,   79641.6,   97336.4,    211458,1.15412e+06,     95803,1.01823e+06,    114319,     30960,    439767,    411058,1.33359e+06,1.63796e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,   89230.2,   67495.2,    151740,    788329,     74154,    694322,     91100,     26934,    535848,    481926,1.39372e+06,1.77763e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,   75197.6,   37795.6,     99623,    601740,     55330,    533272,     69632,     22146,    462203,    446404,1.20222e+06,1.5655e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,   80506.7,   69517.7,    163696,    806620,     80477,    705703,     98007,     28176,    495047,    473890,1.26018e+06,1.64980e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,   99461.7,    119551,    231814,    990635,     96718,    853255,    123531,     39177,    600460,    551185,1.51668e+06,1.87814e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,   91228.1,    106136,    239185,1.25534e+06,    101790,1.11375e+06,    130439,     41451,    496023,    485222,1.3657e+06,1.82514e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,   92900.1,    122782,    259005,1.32988e+06,    109619,1.17682e+06,    134559,     38882,    515718,    489044,1.49042e+06,1.89244e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,   82218.7,    106392,    234740,1.26185e+06,    105810,1.11682e+06,    130217,     37965,    440786,    443175,1.24581e+06,1.68537e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,   80695.3,   49656.6,    121585,    670292,     62920,    592295,     76651,     22449,    470325,    461458,1.21593e+06,1.62995e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,   57913.9,   35241.9,     93563,    558207,     53711,    493867,     64060,     17900,    415271,    412544,1.0911e+06,1.41712e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,   90451.2,     86545,    193524,    850109,     85844,    735101,    105687,     31059,    552001,    519136,1.37791e+06,1.77604e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,   97809.9,    104168,    213901,    858064,     87134,    741414,    109611,     33402,    537118,    521076,1.48517e+06,1.93095e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,    102383,    114214,    241085,1.2588e+06,    108389,1.10479e+06,    140735,     45534,    625648,    562702, 1.593e+06,1.97798e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,    110794,    188667,    351777,1.24095e+06,    119912,1.06827e+06,    154403,     48926,    582857,    559665,1.75035e+06,2.27435e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,   94470.7,    105529,    219331,    945949,     91686,    816997,    116026,     36192,    551355,    531017,1.44486e+06,1.8596e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,   85781.3,   75273.8,    166549,    817707,     86507,    704116,    104116,     28726,    538838,    508114,1.31163e+06,1.67144e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,   78141.4,   79967.5,    187663,1.03102e+06,     89626,    915602,    108911,     31291,    477177,    464927,1.21004e+06,1.61366e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,   82026.1,   96718.9,    219936,1.19161e+06,    101285,1.05992e+06,    124207,     36133,    489691,    469143,1.28777e+06,1.68091e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,   77950.7,   55246.1,    130627,    684036,     70491,    591998,     87050,     25986,    559271,    495690,1.23502e+06,1.56926e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,   64712.8,   40383.1,    102318,    597062,     56081,    525493,     69345,     20898,    460289,    441466,1.14922e+06,1.4912e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,   83563.3,   45044.4,    112922,    681651,     59001,    604005,     75440,     24644,    489814,    469054,1.28467e+06,1.67924e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,   66100.6,   35012.7,     89051,    548735,     48695,    489488,     58633,     16961,    423022,    420333,1.10889e+06,1.43537e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,   97282.3,   99212.8,    208513,    802782,     83739,    689402,    105687,     32845,    581194,    538545,1.43849e+06,1.80738e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,   87594.9,   55162.2,    128324,    692777,     66008,    605952,     83629,     26489,    491920,    477045,1.36742e+06,1.7848e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,    108465,    125925,    271988,1.28492e+06,    111631,1.13102e+06,    145691,     47833,    638096,    576747,1.62157e+06,2.09514e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,   87468.7,   80625.3,    168639,    738180,     76330,    640117,     96697,     30480,    556360,    522596,1.35218e+06,1.6917e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,     77675,     59902,    131814,    698772,     70777,    606622,     87475,     26198,    544614,    496476,1.23031e+06,1.55977e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,   69031.3,   44685.6,    110548,    568399,     59521,    496092,     71100,     19981,    497191,    462372,1.18631e+06,1.50835e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,   92106.5,   86492.4,    186756,    782850,     77620,    674496,     97198,     29947,    575196,    525896,1.38086e+06,1.76975e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,     71494,   52288.8,    116729,    564888,     61870,    488685,     74248,     20845,    492203,    460360,1.20875e+06,1.54092e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,    118176,    234892,    440310,1.8995e+06,    152006,1.67253e+06,    189521,     55426,    690430,    608091,1.9389e+06,2.44547e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,     96758,    102545,    212468,    866814,     86681,    754167,    107629,     32047,    515454,    506871,1.48492e+06,1.91179e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,   66520.8,   41027.4,    101469,    631370,     60580,    555558,     74841,     22631,    514201,    473436,1.19794e+06,1.51114e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,   81499.6,   77351.4,    183280,1.0039e+06,     84137,    893743,    104736,     31662,    439312,    439192,1.20419e+06,1.63645e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,   75313.7,   72802.4,    170581,    945155,     85278,    838328,    103634,     29789,    470920,    456046,1.21348e+06,1.58981e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,   84105.8,   68897.6,    156428,    690069,     70731,    600571,     86849,     25350,    490750,    483190,1.29105e+06,1.68279e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,     71852,   48955.8,    118120,    735496,     68288,    644604,     83870,     24771,    537424,    483301,1.25984e+06,1.52794e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,   65187.7,   42494.2,    104786,    550617,     55854,    480042,     65948,     17687,    445719,    431542,1.1319e+06,1.46592e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,   62970.3,   46156.4,    115738,    728007,     66073,    644158,     79712,     22595,    475548,    442670,1.18468e+06,1.4706e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,     78070,   69247.6,    157157,    802243,     74622,    695491,     93870,     28879,    484429,    468402,1.21811e+06,1.62016e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,     91951,   82904.1,    181935,    816631,     83404,    702887,    106454,     33972,    568011,    528336,1.39718e+06,1.73175e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,   72635.8,   73565.6,    169239,    950386,     85132,    840425,    103418,     29611,    443099,    436042,1.16783e+06,1.54961e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,   83124.2,   68445.8,    150575,    907717,     79592,    807320,     98826,     29890,    551884,    508180,1.26114e+06,1.61766e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,     91772,    116053,    250343,1.26904e+06,    106808,1.12709e+06,    131821,     38875,    455089,    457788,1.36727e+06,1.85249e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,   82385.8,   66576.5,    149973,    697793,     73038,    603581,     91419,     28205,    555581,    508813,1.29931e+06,1.60468e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,   78769.5,     74396,    172705,    993431,     78767,    889116,     96787,     28414,    436355,    422620,1.17948e+06,1.59134e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,   81277.2,   63735.1,    141119,    774418,     78333,    673670,     97742,     29701,    548970,    500680,1.27012e+06,1.59672e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,   52191.8,   34406.5,     92420,    604634,     52810,    542285,     60997,     15614,    343870,    362491,    981256,1.33502e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,    100147,    110675,    224876,    827055,     82127,    713091,    108383,     36385,    553093,    534106,1.50456e+06,1.95232e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,   67624.4,   51488.9,    120874,    681665,     61639,    601891,     77575,     24307,    438786,    429632,1.12481e+06,1.47908e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,     86725,   72439.9,    157830,    672215,     69504,    582803,     88401,     27842,    507348,    495069,1.31443e+06,1.72507e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,   98228.8,    135574,    277096,1.37265e+06,    118201,1.21331e+06,    148016,     44856,    620203,    537353,1.44161e+06,1.87031e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,    108241,    145294,    293412,1.07471e+06,    102200,    928918,    132455,     43221,    615700,    563315,1.61102e+06,2.03898e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,   68402.3,   44776.7,    108513,    551731,     55890,    482438,     68074,     19690,    479895,    451213,1.18543e+06,1.50906e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,   99961.4,    147700,    305225,1.36442e+06,    115509,1.19992e+06,    150991,     49642,    545268,    521494,1.49794e+06,2.01016e+06,    438453,    413370,    188905,    374639,        15,      8385
        15,     98496,   89088.7,    197324,    927701,     86485,    811968,    108283,     32899,    529369,    508834,1.51367e+06,2.01696e+06,    438453,    413370,    188905,    374639,        15,      8385
