K,dist,cost_ki,cost_hi,h_cost,vnum,gen_ki,push_ki,pop_ki,prune_ki,suc_call_ki,gen_hi,push_hi,pop_hi,prune_hi,suc_call_hi,reevaluate,density
4,16276.6,102921,148901,132922,7,2582,130419,123107,13280,687653,439,15787,13175,361,42774,2120,0.00190034
4,42678.1,102921,148901,132922,37,2582,130419,123107,13280,687653,439,15787,13175,361,42774,2120,0.00190034
4,49395.5,102921,148901,132922,23,2582,130419,123107,13280,687653,439,15787,13175,361,42774,2120,0.00190034
4,58144.8,102921,148901,132922,57,2582,130419,123107,13280,687653,439,15787,13175,361,42774,2120,0.00190034
4,18948.1,70598.1,114459,102170,17,2091,106007,99726,11382,549864,344,12406,10153,288,32778,1702,0.00190034
4,34151.2,70598.1,114459,102170,8,2091,106007,99726,11382,549864,344,12406,10153,288,32778,1702,0.00190034
4,41056.2,70598.1,114459,102170,37,2091,106007,99726,11382,549864,344,12406,10153,288,32778,1702,0.00190034
4,55106.4,70598.1,114459,102170,48,2091,106007,99726,11382,549864,344,12406,10153,288,32778,1702,0.00190034
4,4087.32,87833.4,53432.3,47942,4,2689,130834,121438,13816,607140,207,6058,4767,115,13915,703,0.00190034
4,28827.9,87833.4,53432.3,47942,33,2689,130834,121438,13816,607140,207,6058,4767,115,13915,703,0.00190034
4,34238.9,87833.4,53432.3,47942,6,2689,130834,121438,13816,607140,207,6058,4767,115,13915,703,0.00190034
4,44613.3,87833.4,53432.3,47942,47,2689,130834,121438,13816,607140,207,6058,4767,115,13915,703,0.00190034
4,34920.5,82702.5,167364,150170,32,2480,126958,120041,13652,664491,493,17939,14842,406,49231,2301,0.00190034
4,52788.5,82702.5,167364,150170,9,2480,126958,120041,13652,664491,493,17939,14842,406,49231,2301,0.00190034
4,59830.7,82702.5,167364,150170,37,2480,126958,120041,13652,664491,493,17939,14842,406,49231,2301,0.00190034
4,64391.1,82702.5,167364,150170,73,2480,126958,120041,13652,664491,493,17939,14842,406,49231,2301,0.00190034
4,38793.2,98675.5,195780,177033,32,2594,138468,130755,14518,738133,459,19109,16368,401,53191,3630,0.00190034
