         k,      dist,      rank,  max_rank,      vnum, cost_edbt,  gen_edbt,  cost_ki0,   gen_ki0,   cost_ki,    gen_ki, cost_poly,  gen_poly,  cost_ffp,   gen_ffp,   cost_hi,    gen_hi,     hcost,     hcall,    hreuse,reevaluate,  cost_hi2,   gen_hi2,    hcost2,    hcall2,   hreuse2,   cost_fi,    gen_fi,  cost_pre,   gen_pre,   edgecnt,  fencecnt,    keycnt,      miss,false_retrieval,       pts,     polys
        10,   78044.7,         9,        10,       488,         0,         0,1.43473e+06,1.57709e+06,    637384,    493295,   62175.4,    118687,   59759.9,    118687,    500566,     70490,    393867,     76109,      7288,     14759,    529097,     82643,    403439,     73505,      7069,    694941,    347136,    459386,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
        10,   87916.6,        10,        10,       530,         0,         0,1.33591e+06,1.8426e+06,    473749,    428634,   55704.6,    119359,   57121.7,    119359,    502604,     75243,    402328,     80538,      7671,     14996,    494414,     85504,    386833,     75975,      7308,    462991,    283429,    459386,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
        10,   60549.3,        10,        10,       448,         0,         0,1.10469e+06,1.4282e+06,    463327,    410756,   30077.5,     68052,   29304.6,     68052,    414035,     48689,    348306,     55714,      5254,     13713,    385371,     61007,    319861,     54226,      5116,    432545,    250699,    459386,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
        10,     95581,        10,        10,       469,         0,         0,1.53584e+06,1.81989e+06,    711883,    533442,   78911.9,    150692,   81240.2,    150692,    609902,     92399,    488224,    105084,      9408,     24508,    647438,    111507,    501839,     99780,      9010,    715041,    399641,    459386,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
        10,     80335,        10,        10,       478,         0,         0,1.28242e+06,1.58159e+06,    630166,    497368,   64059.3,    123804,   69411.6,    123804,    522782,     72009,    413820,     80059,      7409,     17350,    523436,     86333,    403673,     77047,      7142,    647679,    357677,    459386,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
        10,    108537,        10,        10,       720,         0,         0,1.87339e+06,2.33453e+06,    603499,    523011,    191978,    285832,    171245,    285832,1.10562e+06,    143637,    906554,    159893,     13838,     33549,1.07665e+06,    165762,    856153,    148708,     13326,    774399,    401147,    459386,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
        10,   87847.4,        10,        10,       570,         0,         0,1.40999e+06,1.68298e+06,    644925,    516752,   76178.9,    163313,   75784.8,    163313,    733847,     77709,    617598,     92045,      7977,     24388,    674770,     97513,    559086,     87399,      7670,    789366,    418969,    459386,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
        10,     84269,        10,        10,       556,         0,         0,1.3356e+06,1.58298e+06,    646162,    528744,   74288.8,    140163,   73197.4,    140163,    522758,     77231,    422653,     87488,      8094,     20419,    528804,     93680,    412183,     83569,      7769,    949906,    451073,    459386,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
        10,    113028,        10,        10,       493,         0,         0,1.77282e+06,2.24117e+06,    705920,    584195,   86203.6,    162677,   84022.8,    162677,    655498,     94307,    526480,    108104,      9406,     25763,    641223,    112322,    503516,    100545,      8866,    861605,    444151,    459386,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
        10,   80412.7,        10,        10,       436,         0,         0,1.26977e+06,1.65459e+06,    496007,    450443,   37940.2,     83570,   37185.6,     83570,    339210,     60532,    274600,     66823,      6348,     14398,    348643,     73686,    274450,     65505,      6143,    527180,    314647,    459386,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
        10,    102526,        10,        10,       492,         0,         0,1.64804e+06,2.23452e+06,    536411,    491098,   95748.7,    173967,   98925.1,    173967,    611591,     99874,    486153,    108694,     10085,     21400,    579392,    115698,    451467,    103194,      9759,    534246,    335471,    459386,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
        10,   82694.5,        10,        10,       430,         0,         0,1.29724e+06,1.69313e+06,    499218,    463727,     39860,     91585,   39475.5,     91585,    371654,     64919,    297813,     71671,      6736,     15328,    372488,     78454,    294328,     69795,      6511,    557096,    329486,    459386,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
        10,   76769.4,        10,        10,       397,         0,         0,1.23307e+06,1.6144e+06,    528534,    451777,   33944.5,     74904,   32776.7,     74904,    367505,     55170,    299309,     60818,      5929,     13200,    370915,     67180,    293818,     59551,      5756,    520914,    315028,    459386,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
        10,   95347.9,        10,        10,       610,         0,         0,1.49046e+06,1.86910e+06,    576057,    510048,    114451,    221834,    112617,    221834,1.02464e+06,    119737,    866746,    137830,     11891,     32975,1.0161e+06,    146536,    831555,    131733,     11477,    722381,    402861,    459386,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
        10,   64374.3,        10,        10,       414,         0,         0,1.10615e+06,1.43272e+06,    424861,    408813,   28806.1,     65844,   27163.8,     65844,    342906,     50498,    285734,     55631,      5473,     12091,    350338,     61599,    286293,     54597,      5305,    432547,    255636,    459386,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
        10,   91330.4,        10,        10,       543,         0,         0,1.45268e+06,1.87334e+06,    524139,    478499,   92828.1,    181172,   91947.9,    181172,    769698,    102781,    624662,    114645,     10467,     24907,    751105,    120591,    592375,    107635,     10054,    653157,    354123,    459386,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
