         k,      dist,      rank,  max_rank,      vnum, cost_edbt,  gen_edbt,  cost_ki0,   gen_ki0,   cost_ki,    gen_ki, cost_poly,  gen_poly,  cost_ffp,   gen_ffp,   cost_hi,    gen_hi,     hcost,     hcall,    hreuse,reevaluate,  cost_hi2,   gen_hi2,    hcost2,    hcall2,   hreuse2,   cost_fi,    gen_fi,  cost_pre,   gen_pre,   edgecnt,  fencecnt,    keycnt,      miss,false_retrieval,       pts,     polys
         3,   33700.7,         3,         3,        70,         0,         0,    357575,    570372,   61475.3,     94784,   2039.47,      5583,   1572.94,      5583,   56287.8,      5145,     50870,      4787,       628,       461,   55706.8,      5713,     50205,      4880,       620,   33946.1,     32470,    437279,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
         3,   65824.8,         4,         4,        23,         0,         0,    870212,1.27493e+06,    228282,    238405,   9027.52,     18943,   8488.41,     18943,    101056,      9178,     90333,      8273,      1162,       568,    101111,      9813,     90003,      8339,      1139,    160103,    110194,    437279,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
         3,   21700.1,         2,         3,        32,         0,         0,    182786,    311939,   25283.7,     47914,    531.99,      1738,   443.124,      1738,   19389.4,      1666,     17653,      1520,       191,       121,   20415.5,      1784,     18799,      1524,       184,   8555.44,     10179,    437279,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
         3,   52291.1,         3,         3,       162,         0,         0,    672388,1.07844e+06,    141583,    183308,   10269.7,     26179,   8837.18,     26179,    292939,     24644,    265322,     23906,      2678,      2666,    292816,     27316,    263876,     23894,      2661,   83612.7,     71619,    437279,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
         3,   69969.2,         3,         3,        79,         0,         0,    885114,1.35846e+06,    213955,    264678,   21726.3,     41607,     22591,     41607,    279561,     26634,    248726,     23944,      2740,       800,    280126,     27360,    249966,     23870,      2723,    133354,    113498,    437279,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
         3,   38797.2,         3,         3,        56,         0,         0,    541054,    845334,    126688,    176672,   2529.15,      7641,   2159.86,      7641,     87485,      7046,     79995,      7309,       827,      1331,   90553.5,      8519,     82253,      7420,       821,     41908,     41904,    437279,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
         3,   56790.2,         3,         3,       114,         0,         0,    610111,    982297,    121424,    171759,   10412.8,     25435,   9395.93,     25435,    221354,     18254,    200494,     18495,      1689,      2485,    220719,     20441,    198935,     18185,      1664,    101745,     87482,    437279,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
         3,   45912.4,         3,         3,       110,         0,         0,    363040,    702451,   49446.2,     84107,   5671.02,     15346,   5153.02,     15346,    153847,     12849,    139860,     12295,      1311,      1165,    150762,     14012,    136905,     12294,      1282,     44268,     41047,    437279,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
         3,   35175.2,         3,         3,        97,         0,         0,    447672,    728474,   97337.2,    147551,   4363.47,     12474,   3790.06,     12474,    134065,     11199,    122230,     11178,      1170,      1514,    134713,     12716,    122379,     11163,      1154,   24703.2,     26047,    437279,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
         3,   54101.8,         3,         3,        98,         0,         0,    652782,1.04697e+06,    160519,    204233,    8287.8,     18628,   6780.67,     18628,    199831,     18388,    179820,     17169,      1968,      1265,    202488,     19733,    181104,     17229,      1957,    101427,     83186,    437279,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
         3,     18029,         3,         3,        33,         0,         0,    101769,    220637,   15306.3,     31491,   396.526,      1581,   367.038,      1581,   16207.1,      1551,     14727,      1435,       197,       144,     16915,      1774,     15411,      1507,       195,   7480.59,      9077,    437279,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
         3,   26358.2,         3,         3,        53,         0,         0,    162549,    346464,   25278.1,     45976,   1374.71,      4701,   1410.54,      4701,   39968.5,      3561,     36274,      3480,       414,       456,   38850.9,      3934,     35305,      3395,       398,   17329.9,     18757,    437279,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
         3,   37171.7,         3,         3,       104,         0,         0,    502473,    799764,    116803,    167616,   8311.46,     21347,   7201.31,     21347,    161300,     12835,    146930,     12465,      1389,      1433,    152375,     14386,    138234,     12546,      1380,   31680.1,     27503,    437279,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
         3,   16071.6,         3,         3,        44,         0,         0,   86460.7,    188996,   14186.4,     25187,   468.338,      1761,   410.263,      1761,   18523.5,      1621,     16954,      1596,       205,       253,   19306.9,      1903,     17562,      1619,       199,   5806.05,      6705,    437279,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
         3,     16730,         3,         3,        61,         0,         0,   88750.5,    194440,   12281.4,     26090,   568.426,      2204,    569.49,      2204,   22993.3,      2120,     21072,      2026,       253,       260,   23699.5,      2429,     21710,      2064,       250,   6091.25,      7489,    437279,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
         3,   38848.1,         3,         3,        95,         0,         0,    469077,    774194,    103672,    151872,   4348.15,     12508,   3828.41,     12508,    141234,     12116,    128629,     11650,      1380,      1359,    141865,     13574,    128732,     11719,      1372,   27100.4,     29087,    437279,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
         3,     69024,         3,         3,        87,         0,         0,    819661,1.30116e+06,    171508,    224729,   7022.73,     19082,   6852.88,     19082,    164667,     12340,    150495,     13210,      1214,      2490,    160691,     14696,    146192,     13064,      1177,    126534,    107779,    437279,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
         3,   24374.7,         3,         3,        90,         0,         0,    182795,    366239,   29731.8,     54768,   1649.03,      5787,   1549.76,      5787,   65820.1,      5514,     60378,      5475,       640,       800,   66168.8,      6407,     60391,      5553,       633,   12131.2,     13956,    437279,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
         3,   41937.4,         3,         3,       106,         0,         0,    516886,    841904,    119554,    159935,   5544.99,     15283,   5005.43,     15283,    169423,     14975,    153712,     13977,      1669,      1170,    174141,     16302,    157538,     14109,      1660,   39136.5,     40918,    437279,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
         3,   45552.6,         3,         3,        79,         0,         0,    587036,    913383,    146638,    191115,   3106.69,      9117,   2606.56,      9117,    106389,      8954,     97162,      8901,      1071,      1332,    108302,     10426,     98121,      8998,      1064,   77091.8,     70510,    437279,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
         3,   28544.7,         3,         3,        85,         0,         0,    276205,    507192,   49036.9,     85133,   3269.89,     10028,   2860.19,     10028,   69811.6,      6100,     63603,      5901,       718,       740,   70096.3,      6940,     63653,      5987,       711,   19570.7,     21212,    437279,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
         3,   27879.7,         2,         3,        81,         0,         0,    281176,    495492,   57214.4,     88087,    1829.4,      6004,   1652.09,      6004,   70625.4,      5857,     64944,      5581,       669,       606,   70978.3,      6561,     65365,      5662,       666,   12075.7,     13821,    437279,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
         3,   31831.5,         3,         3,       113,         0,         0,    270411,    489953,     39556,     66488,   3063.26,      8932,   2492.48,      8932,   97259.9,      8093,     88618,      8027,       874,      1107,     97915,      9271,     88827,      8070,       861,   26232.1,     26990,    437279,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
         3,   43719.6,         3,         3,        93,         0,         0,    576028,    904860,    149548,    189475,   4804.03,     13646,   4219.39,     13646,    166088,     12743,    151158,     12857,      1424,      1953,    160949,     14751,    144586,     12892,      1408,   49324.3,     47620,    437279,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
         3,   42951.6,         3,         3,       152,         0,         0,    345314,    642035,   50424.9,     83934,   5603.73,     15342,   4740.74,     15342,    132101,     10810,    120290,     10977,      1155,      1710,    128650,     12223,    116939,     10680,      1124,   40476.2,     37741,    437279,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
         3,     53505,         3,         3,       127,         0,         0,    704092,1.11954e+06,    155255,    193708,   10950.6,     26272,   13539.7,     26272,    288982,     23154,    261905,     22724,      2401,      2629,    297677,     25607,    267390,     22522,      2376,   92989.6,     77639,    437279,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
         3,   36842.4,         3,         3,       100,         0,         0,    371921,    649011,   63500.9,    104056,    2928.2,      8810,   2675.32,      8810,   89322.9,      7442,     81473,      7588,       776,      1216,   89884.3,      8667,     81934,      7580,       761,   44976.6,     43280,    437279,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
         3,   40483.5,         4,         4,        94,         0,         0,    605497,    926333,    151930,    202556,   6981.08,     17915,   5983.13,     17915,    136476,     11832,    123850,     11292,      1427,      1282,    134645,     13229,    121895,     11378,      1415,   48317.1,     47395,    437279,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
         3,   76624.2,         3,         3,        77,         0,         0,    982407,1.55649e+06,    199181,    251765,   5900.79,     13610,   4986.15,     13610,    159119,     12851,    143851,     13052,      1427,      1978,    159963,     14823,    144124,     13037,      1408,    127252,    111531,    437279,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
         3,   41195.7,         3,         3,        36,         0,         0,    477057,    768379,    104974,    144365,   1232.33,      3899,   979.145,      3899,   41387.1,      3432,     37758,      3478,       455,       629,   42405.2,      4139,     38691,      3544,       452,   59655.1,     58714,    437279,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
         3,   24852.8,         3,         3,        63,         0,         0,    217737,    406180,   36931.1,     66081,    965.52,      3495,     975.9,      3495,   34560.8,      3200,     31369,      3008,       398,       330,     34838,      3559,     31782,      3030,       389,   14768.1,     17202,    437279,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
         3,     35791,         3,         3,        64,         0,         0,    381900,    634799,   70523.6,    111185,   1611.51,      5486,   1385.85,      5486,   57508.8,      4770,     52589,      4874,       524,       828,   57812.5,      5712,     52639,      4964,       515,   42008.8,     43436,    437279,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
         3,   34425.6,         3,         3,        99,         0,         0,    279527,    525970,   42262.6,     73852,   2358.86,      7778,   2125.73,      7778,   73688.5,      6354,     67075,      6324,       771,      1004,   72395.4,      7299,     65818,      6274,       743,   27899.9,     27910,    437279,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
         3,   32400.6,         3,         3,       102,         0,         0,    370620,    630835,   80101.3,    120683,    3538.4,     10536,   3214.04,     10536,    120701,      9757,    110609,      9680,      1065,      1316,    118959,     11093,    108509,      9666,      1061,   15521.9,     17246,    437279,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
         3,   27031.2,         2,         3,        93,         0,         0,    265779,    478987,     48817,     82624,   2534.24,      7214,   2012.39,      7214,   87229.8,      7038,     80289,      6916,       793,       905,   88395.3,      8083,     81174,      7037,       787,   9470.86,     10930,    437279,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
