K,order,dist,cost_polyanya,cost_ki,cost_hi,h_cost,vnum,gen_poly,push_poly,pop_poly,gen_ki,push_ki,pop_ki,prune_ki,suc_call_ki,gen_hi,push_hi,pop_hi,prune_hi,suc_call_hi,heuristic_call,reevaluate,pts,polys
1,1,31266.5,26437.5,85901.3,19893,16473,37,36284,35332,29668,98617,96624,88949,9832,424803,3174,3075,2370,65,7817,2697,0,4,7819
1,1,33870.7,47814.1,106660,37658.7,31180,39,77562,75522,64163,123955,121476,112568,12196,564610,6106,5912,4785,205,18540,5244,0,4,7819
1,1,66328,67251.7,329971,104291,82601,76,97104,94610,80986,287987,283357,270081,29303,1672911,15662,15229,12804,436,52670,13531,0,4,7819
1,1,20943.3,18635.2,28775.9,9426.6,7861,25,34555,33502,27635,42745,41778,37357,3681,163446,1569,1524,1178,22,3855,1323,0,4,7819
1,1,51223.8,47358.8,250504,87649.1,70957,56,79708,77539,65382,232234,228213,216096,23242,1258697,13446,13072,10951,511,46078,11704,0,4,7819
1,1,4617.52,19526.4,415.469,270.807,239,6,35127,34058,28354,1024,971,697,34,2290,57,55,28,0,62,40,0,4,7819
1,1,69881.9,58445.4,377617,160987,127722,74,95003,92475,78556,323086,318027,305105,32164,1934677,23081,22455,19031,944,82984,20106,0,4,7819
1,1,39831.2,15462.5,171258,42366.3,34118,44,33842,32885,26893,184041,180510,166419,18283,863238,7153,6941,5656,207,22251,6165,0,4,7819
1,1,35864.2,71339.6,56128.8,13417.5,11213,14,104193,101616,88174,74605,73166,67566,7649,340681,2422,2352,1797,27,7064,2039,0,4,7819
1,1,4494.41,17415.1,407.957,96.942,79,3,33543,32514,27032,1090,1044,769,30,2557,33,33,14,0,24,18,0,4,7819
1,1,72712.5,76596,357467,208404,164464,93,118207,115183,98793,307940,303273,290612,30306,1862922,29953,29224,25322,1347,116811,26282,0,4,7819
1,1,55946.9,43049.4,343026,115943,92908,64,76215,74140,62583,297282,292330,279151,30375,1690048,17282,16817,14249,677,64475,15081,0,4,7819
1,1,16475.8,23041.7,15914.3,3511.24,2861,17,39190,38061,31786,24765,24183,21369,1945,86943,669,654,460,2,1380,560,0,4,7819
1,1,4404.73,31317.9,330.836,82.132,67,3,52461,51011,43466,964,930,673,28,1971,26,26,11,0,33,12,0,4,7819
1,1,40837.3,72829.1,84124.8,6355.67,5146,5,100390,97795,84478,104710,102727,96348,11024,514897,1154,1110,763,0,2257,957,0,4,7819
1,1,35521.8,90236.8,43334.6,6459.64,5475,7,121619,118594,102784,61382,60150,56053,6509,279280,1025,987,677,1,1992,844,0,4,7819
1,1,21225.1,20089.6,14114.4,14529.9,12113,35,38441,37291,30742,25682,25050,22519,2261,101023,2458,2362,1837,65,6624,2093,0,4,7819
1,1,14396.9,26881.7,8741.88,3635.78,3080,23,45217,43969,37146,16932,16481,14327,1328,56276,529,510,354,3,1174,443,0,4,7819
1,1,22382.5,13665.6,32893.5,8977.63,7223,22,28843,27956,22821,47853,46708,41815,4466,180405,1745,1687,1295,36,4533,1461,0,4,7819
1,1,13219.2,9762.96,6401.26,3635.75,2974,18,21557,20921,16968,14234,13900,12007,1055,47284,620,599,416,11,1291,518,0,4,7819
1,1,20329.7,19810,14795,16463.6,13694,32,37750,36610,30141,22872,22296,19974,1962,88148,2485,2399,1869,54,6919,2116,0,4,7819
1,1,13791.3,33317.1,7500.63,3825.64,3285,16,49044,47640,40376,13248,12885,11140,1043,50246,555,538,374,3,1285,458,0,4,7819
1,1,23757,9280.13,38256.3,7665.72,6213,21,20602,19972,15921,54417,53185,48107,5061,221520,1441,1387,992,27,3484,1219,0,4,7819
1,1,25518.4,13697.6,33442,449.512,362,3,25142,24427,20027,50629,49512,45265,5105,216991,111,112,51,0,179,59,0,4,7819
1,1,67788.5,77689.5,335655,176077,138154,85,116919,113893,97527,294531,289939,277550,29130,1746040,26140,25480,21814,1106,98946,22931,0,4,7819
1,1,14080.2,9350.42,8411.24,4995.44,4259,20,21145,20538,16653,16320,15925,13776,1288,54782,864,841,618,23,2056,737,0,4,7819
1,1,57436.2,59515.7,242821,73364.2,58551,60,88531,86221,73310,229664,225827,214767,23725,1284019,11203,10892,9047,324,37187,9671,0,4,7819
1,1,34786.4,81546.9,42371.8,4043.01,3368,7,113264,110463,96123,64340,63047,58929,6849,297508,730,703,463,0,1285,608,0,4,7819
1,1,61474.7,62639,309289,129290,102520,68,98205,95604,81434,289499,284804,272640,29290,1687528,19993,19443,16466,849,72909,17432,0,4,7819
1,1,22198.9,63036.4,19005,1396.4,1174,3,92026,89710,77445,31886,31132,28286,3142,119481,279,270,177,0,503,224,0,4,7819
1,1,38871.7,14967.6,162088,48941.9,40176,51,31885,30935,25124,172994,169705,156368,17091,808966,8059,7810,6352,316,25501,7006,0,4,7819
1,1,26316.3,18186.9,51388.9,14297.9,11810,39,33423,32513,26962,69704,68229,62068,6945,285308,2421,2354,1804,50,6643,2090,0,4,7819
1,1,3478.79,37324.1,345.734,329.404,289,5,55883,54386,46599,610,583,395,11,1152,48,43,23,0,63,34,0,4,7819
1,1,35660.4,8221.38,124046,33749.9,27334,36,18650,18022,14437,136806,134170,124190,13423,650978,5440,5264,4066,140,15698,4647,0,4,7819
1,1,24847.2,18563.7,23972.6,16095,13412,29,35779,34681,28292,37542,36675,33231,3549,156669,2585,2486,1896,56,7184,2213,0,4,7819
1,1,43058.7,32854.2,182188,36544,29415,58,56684,55182,46780,191698,188174,177113,20115,981381,6067,5892,4720,151,18584,5216,0,4,7819
1,1,24311.5,35156.7,22844.9,5096.69,4189,11,58458,56953,48342,40094,39231,35843,3923,157791,965,932,675,6,2331,804,0,4,7819
1,1,7614.13,34816.2,1483.6,715.872,601,9,55641,54166,46081,3415,3317,2811,167,10356,141,134,86,0,228,112,0,4,7819
1,1,65849.5,66961.6,292717,101441,80901,69,95710,93272,80128,275810,271362,258378,28039,1593193,15471,15057,12652,437,52681,13408,0,4,7819
1,1,11197.2,25298.6,4746.87,261.126,215,3,45245,43970,37192,9587,9307,7906,683,28925,58,58,26,0,79,30,0,4,7819
1,1,38723.1,22554.7,162645,30212,24717,28,46627,45364,37616,172890,169603,156147,17404,801306,4461,4327,3480,83,15003,3805,0,4,7819
1,1,48049.3,75102.1,127839,71287.8,57066,61,116426,113540,97514,146308,143707,135725,15322,753592,11201,10892,9069,448,37755,9698,0,4,7819
1,1,11978.2,27822.2,8087.52,2156.6,1857,15,48522,47159,39821,12367,12051,10409,866,39511,394,380,273,2,835,317,0,4,7819
1,1,22212.4,25072.1,31584.1,1835.35,1554,4,43162,41952,35022,48870,47814,42962,4357,190164,286,271,179,0,572,220,0,4,7819
1,1,36968,28326,127032,24873.4,20373,41,44885,43730,36793,144617,141851,131692,14907,667749,4164,4047,3203,105,11403,3560,0,4,7819
1,1,25072.2,56612.4,41375,15593.9,12867,24,89070,86763,74382,55270,54039,49491,5454,228191,2540,2458,1904,51,6983,2146,0,4,7819
1,1,24307.8,52671.4,13934.7,14467.6,12049,31,72366,70460,60875,22800,22272,20015,2185,100397,2362,2284,1745,60,6771,2011,0,4,7819
1,1,56553.2,65347.9,195909,59103.9,48113,44,102224,99573,85224,200031,196632,186807,21048,1103236,9394,9137,7555,233,31207,8058,0,4,7819
1,1,53394,42125.6,276239,54930.2,44122,69,68534,66686,56191,245490,241269,229759,25963,1370345,9080,8814,7202,223,28099,7826,0,4,7819
1,1,79107.1,83919.5,375158,175825,137983,81,122434,119343,102663,331245,326284,312996,32328,2038864,26289,25618,21867,724,95978,22839,0,4,7819
1,1,8237.14,11405.2,2553.67,1043.36,890,15,23137,22478,18393,4672,4541,3734,243,13590,183,176,107,0,256,149,0,4,7819
1,1,17052.2,13638.2,15146.5,8349.06,7007,22,27607,26755,21974,25197,24556,21643,2148,86404,1437,1388,1023,28,3509,1215,0,4,7819
1,1,24338,10983.6,43551.5,17183.9,14335,37,22189,21468,17279,59027,57683,51943,5470,232910,2885,2767,2153,78,7451,2487,0,4,7819
1,1,61251.8,95403.3,172058,45590.8,36664,18,135345,131993,114154,178577,175598,166404,18867,977765,7227,7017,5609,71,23273,6136,0,4,7819
1,1,51373.7,40413.9,328854,75378,60274,50,68035,66165,55461,283198,278299,263117,28816,1531315,11336,11001,9088,359,38256,9772,0,4,7819
1,1,21717.2,25542.5,20384.3,7441.37,6396,12,47170,45963,39093,33317,32579,29666,3102,130700,1100,1067,792,13,2822,919,0,4,7819
1,1,28478.7,63154.8,50730.9,19251.9,15884,27,93489,91097,78170,71909,70402,65270,7197,319904,3244,3134,2443,78,8873,2744,0,4,7819
1,1,22444.1,13716.2,32818.4,10164.4,8417,24,24951,24121,19486,48521,47425,42786,4415,191634,1724,1671,1225,31,4211,1470,0,4,7819
1,1,2207,42079.1,74.605,85.84,75,4,64788,63095,54333,217,204,130,0,368,22,21,8,0,22,13,0,4,7819
1,1,34774.1,21413.5,108365,22933.6,18727,41,38391,37366,31210,126876,124365,115025,12938,568332,4002,3877,3007,96,10692,3412,0,4,7819
1,1,48803,58391.2,165534,46044,37988,41,93997,91529,78217,173664,170613,161796,18627,926367,7158,6953,5647,167,23201,6111,0,4,7819
1,1,9406.41,23177,2873.57,1113.07,952,12,38099,36949,30972,6556,6364,5285,416,18492,224,216,137,0,403,182,0,4,7819
1,1,64650.3,111278,187036,56145.1,45172,20,152995,149257,129599,194024,190887,180894,20234,1089998,9086,8841,7217,143,31224,7763,0,4,7819
1,1,7740.27,10625.9,1709.91,919.123,771,9,23658,22958,18828,3964,3836,3116,219,10835,191,175,102,0,270,150,0,4,7819
1,1,28951.7,66296.4,50596.6,20701.3,17239,24,97732,95220,81899,69328,67863,63192,7117,313978,3226,3116,2448,61,9377,2720,0,4,7819
1,1,15995.8,9071.81,12005.7,6075.7,5114,21,20465,19859,16008,22203,21664,18927,1913,77437,981,953,675,20,2325,828,0,4,7819
1,1,44930.4,52627.4,163730,35678.5,29262,47,80243,78055,66431,167741,164679,155991,17671,885167,5728,5557,4462,139,16800,4923,0,4,7819
1,1,36851.1,51661.2,116076,39202.9,32053,46,79978,77880,66021,138537,135867,127222,14039,665502,6330,6132,4958,230,18648,5463,0,4,7819
1,1,7644.38,31971.6,1607.81,565.931,482,7,50346,48967,41721,3942,3830,3144,200,10445,119,115,70,0,178,88,0,4,7819
1,1,32547.7,63717.1,85347.3,26254.2,21409,38,94967,92480,79223,101142,99113,92746,10334,468636,4663,4519,3590,143,12749,3991,0,4,7819
1,1,30099.7,86301.4,32099.7,8819.86,7409,10,116912,114015,98609,50794,49739,46017,5388,222781,1393,1340,954,9,2936,1155,0,4,7819
1,1,42212.4,63055.6,120547,49610.1,40318,50,97799,95336,81372,134492,132001,124742,13965,674727,8431,8179,6743,342,25895,7243,0,4,7819
1,1,34672.1,31003.5,116195,19718.7,15916,30,54643,53237,44598,133997,131329,120332,13168,599298,3528,3413,2680,57,10941,2991,0,4,7819
