K,order,dist,cost_polyanya,cost_ki,cost_hi,h_cost,vnum,gen_poly,push_poly,pop_poly,gen_ki,push_ki,pop_ki,prune_ki,suc_call_ki,gen_hi,push_hi,pop_hi,prune_hi,suc_call_hi,heuristic_call,reevaluate,pts,polys
3,3,44839.3,23390,54332.5,57158.1,51690,7,50364,48870,39343,73613,72040,67218,7560,339526,4197,4907,3970,77,10660,4430,857,10,3622
3,3,26322.1,21920.2,9749.59,24824.6,22597,22,49185,47685,38918,16916,16498,14762,1412,60510,2335,2420,1915,43,6168,2121,172,10,3622
3,3,30491.7,16609.1,14081.2,30453.7,27155,34,41811,40475,32881,29712,28962,26337,2817,112147,2662,2786,2175,61,6882,2491,220,10,3622
3,3,20664.6,12289.8,7836.33,16329.5,14715,26,27985,27094,21754,17636,17194,15127,1376,60054,1419,1511,1118,12,3037,1325,145,10,3622
3,3,22662.4,12839,10644.8,13552.1,12436,18,29554,28561,22682,18422,17953,16083,1540,62682,1116,1195,889,6,2266,1025,127,10,3622
3,3,33771.2,18120.7,21869.3,33924.5,30711,31,39195,37971,30861,36906,35987,33188,3618,150657,3091,3224,2603,78,8391,2865,227,10,3622
3,3,42808.6,12146.6,45205.9,46965.7,42619,23,32386,31315,24673,71052,69590,65119,6878,319146,3785,4092,3182,74,9059,3601,443,10,3622
3,3,24859.8,19980.1,8001.24,31625.8,28473,18,42809,41453,33427,16394,16004,14538,1461,63227,2305,2454,1939,37,6345,2198,228,10,3622
3,3,17750.2,9631.23,5559.94,12724,11862,16,21612,20859,16258,12443,12125,10528,862,40069,874,939,681,7,1622,810,105,10,3622
3,3,30996.2,13665.1,23334.3,38424.9,34864,28,37078,35817,28515,43032,42018,37542,4061,161134,2878,3147,2404,54,6319,2784,391,10,3622
3,3,30544.3,15583.5,27491.8,18072,16525,30,34234,33126,26613,40918,39918,36030,3880,157205,1522,1595,1157,15,3406,1401,127,10,3622
3,3,25414.3,14666.5,15455.7,16698.7,15213,23,34140,33017,26551,27324,26600,23575,2386,94030,1433,1600,1186,16,2972,1399,223,10,3622
3,3,20350.9,9056.66,6830.44,5943.26,5484,11,25484,24674,19595,16445,16018,14011,1250,52949,490,562,414,2,863,476,93,10,3622
3,3,54619.3,32594.4,63307.7,86557.8,77997,7,68723,66789,54744,86716,85003,79593,8833,410546,6443,7489,6252,128,19128,6773,1241,10,3622
3,3,39738,22871.3,18715.5,36615.9,32989,12,49573,47988,38835,36000,35171,32522,3466,156127,2856,3278,2574,40,7050,2905,535,10,3622
3,3,33944.2,19503.2,27660.6,42271.1,38166,36,45230,43844,35234,41638,40765,37297,3863,166227,3582,3834,2991,79,8986,3375,372,10,3622
3,3,59630,36727.2,73164.4,154338,138396,41,70214,68203,55833,96845,94975,89302,9719,473668,12366,13123,10859,285,37247,11719,1127,10,3622
3,3,15736.7,17189.3,4011.13,16076.6,14852,16,32137,31113,25054,9424,9139,7795,597,28291,1271,1411,1073,26,2813,1256,188,10,3622
3,3,26667.3,20671.9,13108.9,25893.7,23601,16,36004,34838,28036,20534,20051,18081,1873,74101,1752,2090,1660,31,4307,1868,398,10,3622
3,3,23005.2,11246,11465.3,12019.8,11008,4,22629,21892,17255,22717,22161,19548,1913,78620,1065,1072,767,0,2054,909,46,10,3622
3,3,31676.4,17708.4,19021.4,43956.4,39892,34,43896,42511,34230,36895,36102,32876,3498,143248,3637,3860,3038,76,9128,3403,350,10,3622
3,3,48019,33961.3,49046.6,39385.7,35634,28,73450,71332,58017,68128,66754,62453,7418,318349,3535,3733,2887,82,10544,3310,310,10,3622
3,3,49605.2,33901.5,38193.4,69154.9,62295,34,64545,62534,51458,56104,54923,50780,5969,258110,5764,6292,5040,147,15804,5630,724,10,3622
3,3,24846.2,13142.4,12310.8,20567.2,18830,15,31620,30601,24593,24479,23842,21361,2142,87078,1736,1874,1426,33,4025,1663,196,10,3622
3,3,20884.6,8843.82,7360.14,5324.66,4936,3,24182,23376,18518,17946,17490,15329,1415,58825,380,471,338,0,639,403,108,10,3622
3,3,22222.9,10979.8,14673.9,18200,16725,11,27431,26551,21201,20612,20097,17674,1708,70602,1462,1537,1118,17,2997,1340,126,10,3622
3,3,32108.5,11837.3,32565.1,46135.8,41725,31,29579,28598,22602,47045,46014,41673,4344,183225,3706,4131,3240,98,9152,3660,554,10,3622
