k,order,dist,cost_polyanya,cost_ki,cost_hi,cost_hi2,h_cost,h_cost2,vnum,gen_poly,push_poly,gen_ki,push_ki,prune_ki,gen_hi,push_hi,prune_hi,hcall,reevaluate,gen_hi2,push_hi2,prune_hi2,hcall2,reevaluate2,precost,gen_pre,edgecnt,damcnt,pts,polys
7,7,48919.8,58882.9,229790,331551,244746,287979,199076,70,124047,120623,240106,235809,23793,33759,38649,1077,34941,0,33759,38649,1077,25917,5876,409807,429543,182664,391708,10,8100
7,7,58085.5,74041.9,260886,321483,251224,280693,207617,81,142843,138909,290229,285349,28729,34739,40149,1098,36383,0,34739,40149,1098,27759,6425,409807,429543,182664,391708,10,8100
7,7,56786.6,57279.4,150626,195251,174342,168560,143715,29,114637,111447,204054,200490,20133,23185,26925,696,24551,0,23185,26925,696,21514,4445,409807,429543,182664,391708,10,8100
7,7,51534.2,49840.8,319080,378411,278816,333728,230669,68,108494,105428,326895,321252,32761,38031,44243,1234,40104,0,38031,44243,1234,28578,7285,409807,429543,182664,391708,10,8100
7,7,87105,142532,427618,557017,428804,488697,352256,47,257074,250711,432056,425886,40850,51312,62546,1471,57108,0,51312,62546,1471,44169,12578,409807,429543,182664,391708,10,8100
7,7,69817.1,67843.9,327185,377603,293622,329382,239138,67,142606,138651,346509,340922,34445,40119,48122,1472,43849,0,40122,48122,1474,34349,9202,409807,429543,182664,391708,10,8100
7,7,90110.6,114558,472181,688946,541605,584556,430007,73,225449,219521,447948,441470,42501,77338,88580,3286,80575,0,77338,88580,3286,63566,13338,409807,429543,182664,391708,10,8100
7,7,83829.9,122709,399904,534984,413103,470795,343742,41,234784,228812,413241,407234,39633,49331,59952,1324,54626,0,49331,59952,1324,42389,11957,409807,429543,182664,391708,10,8100
7,7,78439.6,80835.9,445751,505003,444430,429676,358415,102,168171,163434,435288,428611,42453,61824,69781,2213,63380,0,61824,69781,2213,54610,9726,409807,429543,182664,391708,10,8100
7,7,47165.6,44048.4,135563,124555,109536,109209,92640,6,91612,89069,185900,182467,18464,13856,16751,322,15220,0,13856,16751,322,13130,3393,409807,429543,182664,391708,10,8100
7,7,58723,47204.9,180234,221433,197463,192214,163849,35,102068,99069,227324,223343,22640,25152,29300,859,26687,0,25152,29300,859,23238,4940,409807,429543,182664,391708,10,8100
7,7,45263.4,48331.6,187310,275916,199691,243069,165843,56,107977,104948,230701,226509,22874,27132,32440,893,29409,0,27132,32440,893,21696,6151,409807,429543,182664,391708,10,8100
7,7,70043.2,76821.3,438576,370891,318465,316496,258916,55,150968,147029,412128,405645,41349,44039,48746,1484,44001,0,44039,48746,1484,36367,5914,409807,429543,182664,391708,10,8100
7,7,65723.3,66307.6,463625,489069,420667,421275,344810,62,141849,138094,425968,419113,42928,55029,61807,1827,55889,0,55029,61807,1827,46424,8253,409807,429543,182664,391708,10,8100
7,7,96967.4,188787,469567,879835,761856,762077,628350,72,333433,325547,463529,457105,44524,88800,100366,2843,91533,0,88800,100366,2843,77635,13705,409807,429543,182664,391708,10,8100
7,7,94073,157349,478130,804342,636278,693675,516217,60,277028,270138,471736,465126,44367,79891,94433,2824,86305,0,79891,94414,2824,69078,16484,409807,429543,182664,391708,10,8100
7,7,70881.9,81053.8,431581,392808,349217,334618,284222,101,166944,162480,425308,418623,42459,47051,53132,1415,47934,0,47051,53132,1415,39484,7408,409807,429543,182664,391708,10,8100
7,7,69204,68161.7,158979,238226,224029,206997,184265,11,133432,129823,215731,212359,22065,29629,32059,978,28935,0,29629,32059,978,24570,3311,409807,429543,182664,391708,10,8100
7,7,60495,55264,410082,448570,366566,388728,300449,74,123208,119656,404792,398078,40382,48767,54463,1704,49208,0,48756,54454,1701,40647,7117,409807,429543,182664,391708,10,8100
7,7,67653.5,97345.4,296645,469187,403650,410581,334445,59,185862,180922,328235,323049,32939,48803,55378,1399,50061,0,48803,55378,1399,41282,7862,409807,429543,182664,391708,10,8100
7,7,92308.7,164958,401658,643010,520808,569225,439267,28,286185,279075,421187,415241,39495,56486,70724,1629,64773,0,56535,70781,1636,52878,15768,409807,429543,182664,391708,10,8100
7,7,97437.4,214246,454513,945506,874456,810957,702475,109,374722,365474,440996,434805,41624,99812,111559,3305,101766,0,99812,111559,3305,87849,14189,409807,429543,182664,391708,10,8100
7,7,70655.1,85743.1,358378,386951,316037,333142,256842,108,176239,171593,367907,362136,35897,42890,49897,1295,45324,0,42890,49897,1295,37024,8214,409807,429543,182664,391708,10,8100
7,7,68403.3,67282.3,165769,236758,209174,204807,171193,18,133254,129678,224994,221409,23431,28348,32195,886,29131,0,28348,32195,886,24175,4710,409807,429543,182664,391708,10,8100
7,7,89479.2,141623,459054,727416,614629,624163,497499,112,263502,256950,460141,453470,44727,80964,90742,2605,82627,0,80964,90742,2605,68340,11779,409807,429543,182664,391708,10,8100
7,7,85660.3,128800,427198,688989,589577,591628,479617,44,244067,237958,438295,431804,43146,76327,83575,2500,75732,0,76327,83575,2500,62906,9216,409807,429543,182664,391708,10,8100
7,7,62492.5,57277.4,458813,561457,488269,477028,389312,57,123115,119623,426506,419531,42886,70409,75981,2584,68537,0,70409,75981,2584,56761,7598,409807,429543,182664,391708,10,8100
7,7,80832,148836,298673,713588,629059,624139,527555,79,280569,273245,331211,326217,33056,67315,79533,2245,72489,0,67315,79533,2245,61437,14040,409807,429543,182664,391708,10,8100
7,7,72986.7,97274.8,345437,438777,381326,374461,308805,66,185524,180590,371449,365642,36435,51327,58794,1591,53217,0,51327,58794,1591,45157,8865,409807,429543,182664,391708,10,8100
7,7,56836.1,51120.7,152827,194398,176567,166268,144136,44,104496,101541,208020,204385,20873,24155,27280,831,24815,0,24155,27280,831,22108,3869,409807,429543,182664,391708,10,8100
7,7,83713.2,124292,444672,605107,524767,516250,423210,57,220569,215073,446892,440221,43914,69169,76895,2431,69827,0,69169,76895,2431,57256,9501,409807,429543,182664,391708,10,8100
7,7,76421.2,95080,399005,425947,376731,372997,314407,5,191786,186737,404860,398623,39476,43252,52387,1228,47801,0,43252,52387,1228,41169,10288,409807,429543,182664,391708,10,8100
7,7,69316.5,62568.3,185568,251151,215005,220888,179136,9,128868,125383,229934,226279,23324,26852,32481,846,29598,0,26852,32481,846,24637,6420,409807,429543,182664,391708,10,8100
7,7,60451.4,62619.2,391030,411279,357369,357035,294137,35,137111,133337,393721,387179,39853,48364,53859,1528,48613,0,48364,53859,1528,39090,6929,409807,429543,182664,391708,10,8100
