         k,      dist,      rank,  max_rank,      vnum, cost_edbt,  gen_edbt,  cost_ki0,   gen_ki0,   cost_ki,    gen_ki, cost_poly,  gen_poly,  cost_ffp,   gen_ffp,   cost_hi,    gen_hi,     hcost,     hcall,    hreuse,reevaluate,  cost_hi2,   gen_hi2,    hcost2,    hcall2,   hreuse2,   cost_fi,    gen_fi,  cost_pre,   gen_pre,   edgecnt,  fencecnt,    keycnt,      miss,false_retrieval,       pts,     polys
         2,   20953.1,         2,         2,        48,         0,         0,    176259,    305124,   26212.2,     45574,   1208.62,      3755,   1128.62,      3755,   46711.8,      3711,     42840,      3572,       409,       397,   46788.5,      4123,     43007,      3576,       408,   5555.36,      5955,    432264,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
         2,   23805.2,         2,         2,        34,         0,         0,    199129,    370824,   33817.1,     60778,   815.221,      2238,   765.599,      2238,   23754.6,      2228,     21559,      1913,       282,        50,     23546,      2299,     21419,      1932,       281,   12462.2,     12751,    432264,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
         2,     24683,         3,         3,         9,         0,         0,    210441,    394238,   37389.9,     66384,   1218.07,      3607,   1121.63,      3607,   9949.42,       993,      9031,       824,       142,        19,    9715.3,      1003,      8906,       817,       140,   12438.3,     14284,    432264,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
         2,   33685.5,         2,         2,        56,         0,         0,    455779,    694947,   96871.2,    134639,   2394.51,      6898,   2022.95,      6898,   88970.7,      6851,     81839,      6687,       772,       853,   90494.3,      7769,     83251,      6729,       770,   7310.55,      7089,    432264,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
         2,   37501.4,         2,         2,        55,         0,         0,    493853,    777755,    112865,    159309,   2057.46,      5890,   1936.43,      5890,   63387.3,      5840,     57798,      5087,       639,        81,   62467.4,      5951,     57195,      5111,       636,   22987.2,     22905,    432264,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
         2,   22678.6,         2,         2,        36,         0,         0,    184310,    361223,   30316.5,     53270,   734.202,      2405,   616.395,      2405,   22233.9,      1976,     20337,      1773,       248,       119,   22223.1,      2071,     20430,      1751,       243,   9515.18,     10531,    432264,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
         2,   17356.5,         1,         2,        19,         0,         0,   98614.6,    206367,   14404.8,     28915,   332.058,      1314,   303.188,      1314,   14992.1,      1290,     13890,      1103,       165,        29,   14614.8,      1335,     13581,      1116,       165,   259.428,       328,    432264,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
         2,   35725.6,         2,         2,        49,         0,         0,    473847,    756988,    111604,    152784,   5300.41,     13689,   4531.76,     13689,   91908.9,      8442,     83213,      7324,       949,        79,   92242.3,      8566,     84040,      7359,       946,   28827.3,     29842,    432264,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
         2,   38458.9,         2,         2,        86,         0,         0,    382754,    691081,     67773,    109283,   4948.87,     11758,   4650.29,     11758,    142485,     11660,    130002,     10947,      1254,       898,    159959,     12599,    143219,     10968,      1251,   11428.9,     11130,    432264,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
         2,   34570.7,         2,         2,        81,         0,         0,    255860,    517180,   49321.2,     72192,   2761.87,      8772,   2426.88,      8772,   75830.8,      6266,     68581,      5702,       717,       402,   73283.1,      6521,     66998,      5562,       701,   27027.4,     26275,    432264,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
         2,   46272.6,         2,         2,        77,         0,         0,    566878,    911914,    116128,    159871,   8977.49,     22425,    7856.4,     22425,    187294,     16376,    170202,     14532,      1846,       546,    193400,     16915,    173666,     14517,      1840,   47603.4,     41681,    432264,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
         2,   10117.8,         2,         2,        21,         0,         0,   30802.3,     77547,   3451.99,      8273,    81.398,       329,    65.429,       329,   3330.92,       321,      3065,       275,        37,        15,      3394,       341,      3122,       281,        35,    1455.1,      1910,    432264,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
         2,   25291.1,         2,         2,        38,         0,         0,    222554,    412935,   39789.7,     68088,   1102.02,      3708,   1016.68,      3708,   47104.6,      3573,     43498,      3536,       421,       500,   47480.5,      4127,     43648,      3578,       420,   6772.87,      7793,    432264,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
         2,   49763.5,         2,         2,        97,         0,         0,    432094,    755157,   74929.2,    110417,   6396.11,     16057,   5727.97,     16057,    165841,     13777,    150062,     12769,      1309,       731,    160234,     14387,    145091,     12651,      1292,   53659.1,     48747,    432264,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
         2,   29066.8,         2,         2,        47,         0,         0,    248441,    461937,   39163.3,     70984,   2368.81,      5699,   1938.68,      5699,   63730.8,      5646,     58118,      4949,       660,       111,   62432.4,      5781,     57221,      4970,       657,   18472.3,     20360,    432264,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
         2,   20470.7,         2,         2,        34,         0,         0,    126850,    260694,   17748.3,     34940,   349.439,      1420,   323.309,      1420,   14641.8,      1365,     13410,      1224,       157,        83,   15024.5,      1482,     13756,      1255,       155,   6940.02,      8657,    432264,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
         2,   17123.3,         2,         2,        54,         0,         0,   97400.5,    207639,   13210.8,     27679,   587.034,      2166,   519.157,      2166,   25276.1,      2095,     23379,      1971,       271,       249,   26031.8,      2395,     23987,      2020,       268,   1824.61,      2392,    432264,    413227,    188905,    374568,    134320,         0,         0,        10,      8385
