         k,      dist,      rank,  max_rank,      vnum, cost_edbt,  gen_edbt,   cost_ki,    gen_ki,  cost_ffp,   gen_ffp,   cost_hi,    gen_hi,     hcost,     hcall,    hreuse,reevaluate,   cost_fc,    gen_fc,   cost_fi,    gen_fi,  cost_pre,   gen_pre,   edgecnt,  fencecnt,    keycnt,      miss,false_retrieval,       pts,     polys,  vertices
         5,   3845.37,         5,         5,        30,1.28661e+06,      1097,   254.895,       831,    85.343,       340,   17198.6,       146,     17070,       155,        22,        53,         0,         0,   263.923,       328,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   4437.49,         5,         5,        22,1.34204e+06,      1097,   432.029,      1268,    50.923,       204,   11454.9,       164,     11320,       155,        34,        46,         0,         0,   364.441,       501,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   4296.73,         4,         5,        28,2.1766e+06,      1103,   448.523,      1174,    84.209,       330,   23928.2,       181,     23755,       184,        21,        46,         0,         0,   295.636,       413,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,    2900.3,         5,         5,        16,1.0008e+06,      2203,   131.494,       422,    34.233,        98,   4980.91,        75,      4920,        65,        16,        23,         0,         0,    97.522,       133,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   3675.81,         5,         5,        19,1.00231e+06,      3831,   241.903,       738,     28.05,       131,   7613.56,       100,      7541,        88,        16,        26,         0,         0,    137.43,       186,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,    4038.6,         4,         5,        25,1.00304e+06,      4249,   290.183,       833,    37.259,       205,     12989,       164,     12863,       152,        20,        30,         0,         0,   210.623,       312,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   4214.42,         5,         5,        27,1.38009e+06,      1103,   446.804,      1180,     47.92,       187,   11982.7,       117,     11877,       122,        11,        38,         0,         0,   361.922,       430,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   4680.92,         6,         6,        42,1.00126e+06,      5002,   306.858,       791,   110.129,       378,   20006.4,       242,     19799,       230,        37,        55,         0,         0,   253.636,       335,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   3373.28,         5,         5,        20,1.0012e+06,      3538,   188.308,       608,    37.253,       146,   13743.8,       107,     13653,       102,        17,        29,         0,         0,   200.061,       246,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   3690.02,         5,         5,        21,1.49088e+06,      1098,   250.889,       791,    50.109,       174,   13963.8,       129,     13842,       126,        17,        32,         0,         0,   451.102,       324,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,      3308,         4,         5,        14,1.00095e+06,      3214,   197.427,       572,    18.977,       100,   5922.96,        63,      5876,        56,        12,        22,         0,         0,   117.811,       165,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   5917.43,         5,         5,        44,1.42258e+06,      1099,   802.949,      2365,   233.196,       635,   39209.1,       456,     38799,       469,        65,       106,         0,         0,   667.182,       957,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,    4493.9,         5,         5,        26,1.22458e+06,      1097,   424.034,      1215,    48.107,       192,   12520.3,       139,     12402,       141,        20,        48,         0,         0,    374.65,       421,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   3414.87,         5,         5,        22,1.0024e+06,      3151,   188.333,       651,    45.733,       271,   6909.13,       122,      6802,       122,        16,        34,         0,         0,   167.829,       267,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   5091.56,         4,         5,        30,1.58233e+06,      1097,   621.855,      1863,    111.01,       334,   25617.1,       259,     25388,       256,        50,        69,         0,         0,   452.146,       570,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   3691.54,         5,         5,        23,1.00122e+06,      2946,   194.804,       584,    36.838,       149,   8426.01,        93,      8339,        96,        13,        34,         0,         0,   230.374,       237,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   2682.17,         4,         5,        26,1.00213e+06,      2358,   100.012,       349,    34.368,       137,   7521.82,        98,      7435,        94,        12,        27,         0,         0,    75.708,       109,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   4746.28,         5,         5,        35,1.21077e+06,      1097,   510.249,      1459,    83.616,       331,   18325.7,       225,     18099,       253,        21,        80,         0,         0,   417.636,       472,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   3690.62,         6,         6,        24,1.23544e+06,      1101,   292.389,       765,    67.401,       251,   17306.7,       171,     17163,       161,        28,        44,         0,         0,   320.867,       311,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   5424.97,         5,         5,        31,1.2406e+06,      1099,   723.865,      1905,   173.476,       694,   24155.8,       227,     23933,       258,        21,        81,         0,         0,   496.842,       663,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   4249.57,         4,         5,        40,1.4708e+06,      1097,   367.596,      1155,   102.658,       380,   25379.1,       260,     25167,       242,        31,        40,         0,         0,    224.14,       299,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   3799.23,         3,         5,        36,1.16498e+06,      1097,   300.681,       852,    70.519,       293,   13001.1,       177,     12860,       165,        20,        30,         0,         0,   172.423,       241,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   5260.93,         5,         5,        22,1.25074e+06,      1097,   592.731,      1836,    52.778,       199,   12013.7,       160,     11885,       156,        23,        38,         0,         0,   453.934,       637,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   3964.58,         4,         5,        25,1.51726e+06,      1100,   449.606,      1099,    75.067,       262,   13933.4,       207,     13759,       190,        29,        32,         0,         0,   239.555,       315,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   3629.55,         6,         6,        25,1.50101e+06,      1097,   289.396,       936,    68.397,       250,     10864,       138,     10741,       131,        19,        31,         0,         0,   218.304,       275,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   3943.72,         5,         5,        23,1.40986e+06,      1097,    339.53,       840,    44.535,       168,   14087.6,       118,     13976,       128,        15,        43,         0,         0,   262.147,       299,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   3442.66,         6,         6,        27,1.17406e+06,      1097,   298.246,       720,    50.129,       214,   8375.08,       128,      8269,       117,        19,        31,         0,         0,   226.883,       277,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   5434.73,         9,         9,        32,1.26344e+06,      1097,   674.572,      2040,   229.045,       857,   25570.1,       326,     25270,       343,        39,        80,         0,         0,   460.314,       641,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,    5933.7,         5,         5,        36,1.31386e+06,      1103,    773.87,      2413,    204.41,       599,   33085.9,       402,     32718,       399,        52,        80,         0,         0,   433.174,       592,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   4305.88,         4,         5,        30,1.5764e+06,      1097,   434.659,      1267,    90.769,       295,     18117,       212,     17931,       207,        33,        45,         0,         0,   359.494,       479,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   3747.13,         5,         5,        29,1.77826e+06,       594,   344.589,       938,    48.908,       216,   9254.75,        92,      9155,       102,        12,        44,         0,         0,   231.023,       315,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   4271.23,         6,         6,        25,1.48037e+06,      1101,   468.273,      1420,   115.591,       439,   18138.6,       236,     17907,       242,        28,        55,         0,         0,   410.908,       505,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   3609.61,         5,         5,        26,2.56716e+06,      1097,   233.542,       801,    77.768,       220,   12688.7,       127,     12578,       125,        26,        42,         0,         0,   249.752,       333,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   4221.53,         4,         5,        28,1.52232e+06,      1097,   537.926,      1233,   117.679,       384,   25988.4,       193,     25818,       182,        32,        43,         0,         0,   412.769,       443,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   3803.09,         6,         6,        20,1.8336e+06,      1105,   419.854,      1050,    75.015,       270,   18378.2,       176,     18223,       181,        31,        53,         0,         0,   318.621,       365,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   4262.56,         5,         5,        17,1.72328e+06,      1102,   372.671,      1136,    28.297,       115,   8498.92,        71,      8430,        80,        15,        40,         0,         0,   425.784,       463,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   2882.49,         5,         5,        21,1.00021e+06,      4370,   136.554,       442,    59.313,       209,    7778.8,       118,      7686,       101,        19,        24,         0,         0,   171.214,       223,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   3787.41,         6,         6,        23,1.34405e+06,      1099,   407.405,       975,    71.789,       259,   11317.6,       125,     11218,       115,        15,        28,         0,         0,   167.223,       249,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   3765.96,         6,         6,        29,1.24565e+06,      1097,   239.973,       776,    51.781,       203,   11606.5,       123,     11499,       126,        18,        40,         0,         0,   222.197,       301,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   6108.21,         5,         5,        32,1.2258e+06,      1097,   892.825,      2681,   440.604,      1875,   56703.4,       522,     56269,       483,        67,        65,         0,         0,   704.909,       889,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   2848.71,         5,         5,        17,1.00243e+06,      2794,   132.181,       451,    32.476,       138,   7888.64,        88,      7817,        80,        13,        22,         0,         0,    87.939,       130,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   3563.19,         6,         6,        17,1.89998e+06,      1098,   264.227,       779,    55.536,       203,    9450.1,       103,      9361,        97,        20,        34,         0,         0,   260.075,       362,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   3789.96,         6,         6,        25,1.27678e+06,      1097,    334.32,       979,    69.629,       221,   28063.1,       170,     27909,       183,        15,        51,         0,         0,    232.48,       292,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   3154.56,         5,         5,        30,1.00144e+06,      5561,     165.4,       464,    39.158,       187,   7224.96,        88,      7154,        82,        15,        28,         0,         0,   114.518,       170,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   6408.83,         5,         5,        32,1.39456e+06,      1099,   1261.46,      3296,   519.739,      1473,   31475.4,       324,     31183,       338,        41,        89,         0,         0,   687.305,       897,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,    5352.3,         5,         5,        38,1.22553e+06,      1097,   724.313,      1992,    97.001,       396,   24762.4,       219,     24526,       251,        28,        83,         0,         0,   510.688,       671,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   3572.64,         5,         5,        29,1.33954e+06,      1101,   295.009,       840,    85.751,       334,     17726,       204,     17548,       205,        21,        43,         0,         0,   256.622,       326,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   3966.42,         5,         5,        22,1.17706e+06,      1098,    440.44,      1000,    33.325,       127,   12822.1,        99,     12739,       103,        14,        36,         0,         0,   258.666,       377,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   4940.41,         5,         5,        32,1.2721e+06,      1097,   714.769,      1813,   123.708,       480,   18393.1,       209,     18194,       226,        23,        65,         0,         0,   516.367,       687,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   3954.28,         5,         5,        22,1.56014e+06,       918,   321.756,       937,    28.796,       118,   13134.2,        83,     13066,        84,        14,        33,         0,         0,     265.9,       391,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   5450.32,         4,         5,        20,1.25917e+06,      1098,   556.966,      1797,    82.847,       370,   17417.3,       208,     17248,       205,        35,        52,         0,         0,   432.239,       590,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   4273.83,         6,         6,        19,1.27805e+06,      1097,   472.586,      1215,    65.778,       235,   13750.9,       159,     13607,       158,        22,        38,         0,         0,   299.495,       400,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   4170.66,         5,         5,        30,1.23497e+06,      1101,   357.913,      1089,    68.227,       229,   24237.7,       194,     24058,       197,        33,        59,         0,         0,   378.465,       508,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   3471.05,         5,         5,        19,1.33431e+06,      1097,    196.42,       606,    28.163,       117,   10826.2,        91,     10749,        87,        18,        34,         0,         0,   162.819,       233,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,    4772.6,         5,         5,        31,1.28873e+06,      1097,   286.135,       902,    57.922,       200,   20217.3,       134,     20091,       151,        20,        54,         0,         0,   366.022,       409,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   4140.66,         5,         5,        29,1.19341e+06,      1097,   268.653,       898,    85.268,       339,   26408.7,       220,     26227,       215,        31,        54,         0,         0,   207.481,       306,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   1970.25,         5,         5,        13,    642218,      1707,    64.901,       198,    10.598,        71,   3837.85,        56,      3800,        40,         9,        10,         0,         0,     44.33,        72,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   3671.19,         5,         5,        23,1.20111e+06,      1098,    240.59,       783,    34.047,       126,   9042.36,        92,      8952,        99,        13,        38,         0,         0,   267.379,       334,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   3259.68,         6,         6,        23,    690545,      4419,   166.347,       502,    63.385,       232,   12783.8,       129,     12677,       127,        10,        32,         0,         0,   134.233,       203,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   3446.64,         5,         5,        28,2.00485e+06,       718,   297.836,       816,    44.915,       207,   10193.6,       100,     10104,       101,        15,        34,         0,         0,   262.491,       348,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   3660.54,         5,         5,        24,1.28418e+06,      1097,   235.479,       747,    41.453,       153,     11401,       121,     11296,       123,        18,        37,         0,         0,   239.769,       299,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   4580.76,         5,         5,        28,1.27489e+06,      1098,   606.794,      1430,     52.99,       183,   12658.6,       142,     12535,       139,        19,        44,         0,         0,   452.814,       514,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   3870.06,         4,         5,        19,1.46989e+06,      1098,   411.302,      1014,    65.885,       194,     13447,       160,     13313,       144,        17,        20,         0,         0,   322.631,       337,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   4015.17,         5,         5,        24,1.18464e+06,      1097,   352.215,      1042,    49.707,       166,   11516.8,       136,     11402,       126,        20,        30,         0,         0,   237.621,       337,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   4726.94,         5,         5,        32,1.34093e+06,      1097,   648.698,      1731,    118.61,       379,   28107.9,       289,     27847,       286,        39,        61,         0,         0,   539.122,       692,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,    3603.8,         5,         5,        16,1.49798e+06,      1100,   234.898,       711,    26.336,       118,   6383.34,        82,      6305,        83,        16,        34,         0,         0,   191.907,       288,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   5199.35,         5,         5,        24,1.71685e+06,      1103,   720.498,      1750,    91.408,       364,   16430.3,       209,     16243,       215,        31,        63,         0,         0,   435.341,       671,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   3338.17,         5,         5,        28,1.00111e+06,      4642,   181.344,       555,    61.619,       276,   8265.73,       110,      8177,       103,        15,        26,         0,         0,    153.09,       230,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   4956.98,         6,         6,        18,1.6668e+06,      1099,   529.259,      1615,    72.252,       256,   10522.7,       120,     10414,       124,        16,        41,         0,         0,   375.138,       521,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   4176.26,         4,         5,        20,1.38651e+06,      1097,   328.143,       903,    63.092,       216,   9858.77,        98,      9781,        86,        20,        27,         0,         0,    261.59,       273,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,    3360.8,         5,         5,        27,1.30206e+06,      1099,   240.205,       687,    62.318,       252,   11041.2,        84,     10961,        96,         9,        37,         0,         0,   241.037,       278,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   3650.54,         5,         5,        28,  1.79e+06,      1097,   363.779,       936,    90.791,       330,   24087.9,       172,     23925,       185,        18,        48,         0,         0,   271.793,       360,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   1997.48,         5,         5,        15,    810803,      2456,    86.318,       243,    15.769,        98,   5442.83,        75,      5380,        69,        13,        25,         0,         0,    81.775,       118,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,    4225.1,         5,         5,        32,1.24066e+06,      1097,   422.503,      1249,    94.163,       320,     15651,       193,     15473,       187,        29,        46,         0,         0,   312.048,       399,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,    4007.1,         5,         5,        30,1.21562e+06,      1097,   405.858,      1064,    51.887,       194,   14892.3,       122,     14779,       133,        16,        47,         0,         0,   301.128,       397,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   2980.64,         3,         5,        24,1.00153e+06,      4408,   177.953,       543,     52.33,       197,   12193.7,       134,     12080,       129,        20,        37,         0,         0,   193.963,       220,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   3624.54,         5,         5,        17,1.30533e+06,      1100,    397.29,       886,    26.496,       107,   9570.98,        87,      9495,        90,        16,        41,         0,         0,   321.812,       309,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   4516.36,         5,         5,        31,1.25416e+06,      1097,   360.727,      1206,    64.562,       227,   15237.8,       158,     15094,       161,        17,        41,         0,         0,   265.363,       348,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   5328.89,         6,         6,        27,1.18596e+06,      1097,   690.659,      2134,   225.791,       677,   32578.9,       343,     32280,       355,        44,        84,         0,         0,   423.176,       573,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   2055.66,         5,         5,        12,    823091,      1855,    93.491,       190,     8.581,        57,   2508.44,        35,      2480,        29,         2,        11,         0,         0,    45.898,        62,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   2929.85,         5,         5,        17,1.00166e+06,      2936,   140.281,       458,     30.61,       150,   7600.35,        87,      7532,        77,        11,        19,         0,         0,    88.099,       134,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   5471.34,         5,         5,        35,1.21093e+06,      1097,   698.483,      2104,   130.497,       562,   21516.2,       225,     21307,       255,        34,        89,         0,         0,   641.097,       692,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   4225.29,         8,         8,        38,1.25334e+06,      1097,   360.255,      1144,   151.466,       592,   31965.5,       257,     31724,       248,        38,        54,         0,         0,   380.728,       445,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   2764.78,         5,         5,        14,1.00077e+06,      2105,   107.687,       359,    19.088,        93,   5658.11,        63,      5613,        54,        13,        20,         0,         0,     94.76,       131,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   4181.17,         5,         5,        23,1.23766e+06,      1097,   486.753,      1232,   117.377,       455,   25625.3,       189,     25473,       176,        26,        40,         0,         0,   352.464,       469,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,    2724.9,         4,         5,        18,1.00315e+06,      3249,   149.328,       421,    25.195,       123,   8786.26,        92,      8709,        86,        15,        27,         0,         0,   122.383,       157,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   4469.54,         4,         5,        31,1.2648e+06,      1097,   451.514,      1383,    85.897,       293,   23271.4,       212,     23089,       216,        25,        50,         0,         0,   330.462,       402,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   7042.11,         5,         5,        31,1.27519e+06,      1097,   1098.97,      3057,   252.815,       936,   38309.8,       423,     37941,       411,        52,        77,         0,         0,   843.324,      1158,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,    3679.5,         5,         5,        18,1.00083e+06,      1963,   161.457,       431,    23.241,        93,   8410.94,        73,      8349,        69,        12,        24,         0,         0,   173.034,       195,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   4689.03,         5,         5,        23,1.78077e+06,      1104,   409.862,      1331,     73.61,       270,   16919.1,       193,     16765,       178,        27,        37,         0,         0,   211.766,       291,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   4279.39,         5,         5,        17,1.33663e+06,      1101,   371.327,      1176,      41.9,       143,   13348.9,       125,     13231,       126,        21,        42,         0,         0,   344.765,       391,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   3657.44,         6,         6,        22,1.00254e+06,      4121,   215.703,       791,     49.47,       239,   11353.5,       136,     11240,       130,        16,        31,         0,         0,   187.342,       276,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   3537.59,         5,         5,        25,1.25744e+06,      1097,   250.301,       790,    35.898,       147,   10656.6,        88,     10578,        91,        11,        33,         0,         0,   189.896,       255,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   2826.41,         5,         5,        29,1.00089e+06,      3565,   160.931,       486,    47.297,       137,   7840.27,       106,      7754,        99,        11,        24,         0,         0,   197.516,       222,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   5573.85,         6,         6,        26,2.12619e+06,      1102,   739.149,      2162,   191.211,       726,   22708.4,       242,     22490,       248,        39,        67,         0,         0,   628.379,       854,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,    4230.9,         5,         5,        19,1.51921e+06,      1098,   349.014,      1025,    50.762,       151,   9811.17,       128,      9703,       119,        19,        27,         0,         0,   311.199,       378,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   2963.69,         5,         5,        21,1.00116e+06,      2249,   164.073,       516,    42.801,       185,   9494.27,        97,      9409,       102,        16,        36,         0,         0,   158.166,       217,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   3776.59,         5,         5,        21,1.00108e+06,      3583,   252.572,       689,    87.977,       377,   12204.3,       115,     12096,       109,        18,        35,         0,         0,   210.455,       261,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   4396.13,         5,         5,        25,1.25848e+06,      1097,   294.614,       878,     55.49,       156,     10709,       123,     10594,       125,        24,        42,         0,         0,   565.259,       513,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   4161.47,         5,         5,        30,1.68319e+06,      1101,   370.204,      1049,    68.253,       241,   20152.1,       156,     20011,       155,        30,        52,         0,         0,   518.843,       583,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
         5,   4277.25,         6,         6,        23,1.93181e+06,       926,    458.99,      1335,   108.668,       414,   18873.5,       212,     18703,       191,        27,        36,         0,         0,   338.506,       430,    487458,    363304,    188905,    316262,    134320,         0,         0,      1092,      8385,    109171
