         k,      dist,      rank,  max_rank,      vnum, cost_edbt,  gen_edbt,   cost_ki,    gen_ki,  cost_ffp,   gen_ffp,   cost_hi,    gen_hi,     hcost,     hcall,    hreuse,reevaluate,   cost_fc,    gen_fc,   cost_fi,    gen_fi,  cost_pre,   gen_pre,   edgecnt,  fencecnt,    keycnt,      miss,false_retrieval,       pts,     polys,  vertices
         5,    1455.4,         6,         7,        17,    201897,       756,    39.727,       140,    16.137,       100,   38946.2,        48,     38903,        39,         4,        16,         0,         0,    71.586,        65,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1176.45,         6,         6,        13,    166738,       438,    21.606,        76,    11.691,        72,   22582.4,        37,     22553,        24,         4,         7,         0,         0,    35.432,        52,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   991.046,         3,         5,        19,    236304,      1011,     31.69,        83,    13.001,        83,   28704.7,        53,     28663,        42,         5,        13,         0,         0,    58.338,        76,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1545.25,         5,         5,        14,    142413,      1316,    40.357,       145,    10.692,        76,   22980.1,        44,     22943,        37,         2,        11,         0,         0,    45.215,        56,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1367.37,         6,         6,        13,    177351,       590,    39.934,       104,     13.04,        85,   27222.7,        43,     27186,        34,         6,        13,         0,         0,    40.727,        56,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   583.991,         5,         5,        10,   56550.9,       109,     6.975,        30,     1.193,        23,   2629.57,        20,      2621,         6,         0,         2,         0,         0,     9.401,        22,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,    1314.5,         2,         5,        15,    249060,      1004,    35.957,       117,    13.034,        93,   40214.8,        53,     40175,        32,         5,         7,         0,         0,    33.858,        57,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1094.92,         5,         5,        19,    273449,       930,    22.749,        84,    19.063,       108,   14256.4,        28,     14238,        21,         5,        10,         0,         0,    35.081,        53,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,    1509.1,         5,         5,        16,    184573,       823,    46.182,       130,      10.3,        62,   23032.4,        38,     22989,        32,         3,        13,         0,         0,    47.111,        65,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   722.358,         5,         5,        11,   43785.8,       135,     9.857,        38,      2.38,        24,   4287.04,        27,      4277,         7,         0,         1,         0,         0,    11.341,        27,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1085.94,         6,         6,        13,    358800,      1205,    35.849,       118,    11.158,        70,   37069.9,        48,     37031,        30,         9,         9,         0,         0,    40.947,        60,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1435.42,         6,         6,        23,    148960,       937,    49.653,       130,    15.857,       102,   20844.3,        55,     20798,        43,         3,        13,         0,         0,    49.033,        71,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1293.35,         5,         5,        16,    269821,      1162,    60.049,       150,    10.767,        65,   26961.7,        53,     26917,        42,        10,        15,         0,         0,    86.291,        88,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1259.11,         5,         5,        11,   91149.9,       732,    36.095,        99,     8.695,        58,   13586.5,        41,     13555,        29,         5,        10,         0,         0,    43.095,        61,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   550.462,         5,         5,        10,    344374,       348,    11.097,        35,     2.165,        27,   7933.17,        24,      7923,        10,         3,         3,         0,         0,    11.995,        22,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,    786.68,         5,         5,        14,    207303,       692,    19.679,        63,     8.302,        49,   18691.8,        37,     18662,        24,         7,         9,         0,         0,    30.041,        45,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1457.09,         4,         5,        16,    292490,      1169,    59.385,       174,     19.63,        80,   30631.7,        72,     30569,        60,         5,         8,         0,         0,    73.925,        97,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1752.96,         4,         5,        14,    248023,      1800,    81.546,       190,    16.863,        94,   40632.5,        65,     40570,        54,        11,        16,         0,         0,    74.664,        93,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1774.66,         5,         6,        17,    474026,      2424,    67.248,       172,    33.548,       195,   23518.4,        65,     23458,        61,         7,        18,         0,         0,     83.53,        91,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1163.51,         1,         6,        19,    180798,       778,    24.656,        95,    15.897,       100,   13876.9,        50,     13842,        31,         3,         6,         0,         0,    33.937,        55,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1182.04,         5,         5,        16,    245993,      1223,    46.303,       129,     8.338,        46,   19501.2,        39,     19469,        28,         3,         9,         0,         0,    46.998,        51,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1502.23,         8,         8,        11,    279504,      1267,    40.513,       106,     13.74,        98,   18158.6,        39,     18126,        33,         3,        14,         0,         0,    42.053,        52,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1309.09,         5,         5,        19,    155811,      1121,     39.45,       114,    14.065,        85,   35954.9,        53,     35891,        43,         1,         9,         0,         0,    43.551,        61,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1464.75,         8,         8,        15,    379519,      3488,    61.496,       190,    25.024,       144,   32548.2,        53,     32501,        39,        11,        11,         0,         0,    83.792,        80,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1071.11,         5,         5,        15,   56767.7,       337,    17.281,        72,     6.172,        45,   19402.9,        35,     19379,        25,         5,        11,         0,         0,    21.796,        39,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,    1068.8,         5,         5,        13,    142773,       359,    17.452,        59,     4.271,        45,   4767.13,        32,      4747,        19,         2,         4,         0,         0,    21.511,        36,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1334.23,         5,         5,        10,    341134,       834,     32.73,        96,     7.054,        62,   16143.4,        30,     16120,        20,         5,        10,         0,         0,    41.458,        53,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1471.74,         5,         5,        13,    214131,      1332,        36,       129,    15.513,       123,   13711.1,        40,     13682,        26,         5,         8,         0,         0,    38.764,        59,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   781.863,         5,         5,        10,   51235.7,       190,    14.068,        52,     2.972,        29,   9730.06,        27,      9711,        12,         1,         4,         0,         0,    28.538,        39,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1328.23,         5,         5,        14,    149768,       786,    35.061,       120,     7.052,        51,   25661.2,        39,     25628,        30,         5,        13,         0,         0,    40.762,        58,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,    1243.9,         3,         5,        14,    319033,      1149,    38.548,       104,    11.916,        78,   36099.1,        43,     36055,        32,         2,        10,         0,         0,    38.841,        51,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   816.315,         5,         5,        10,    289133,       402,    26.273,        55,     2.654,        35,   3485.28,        20,      3475,        10,         1,         5,         0,         0,    18.343,        28,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1236.07,         6,         6,        14,    192069,      1000,    31.975,        96,    15.128,       100,   31733.8,        38,     31699,        28,         4,        12,         0,         0,    33.159,        56,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1863.27,         6,         6,        15,    143654,      1274,    55.304,       173,    14.995,        91,   28994.9,        48,     28956,        37,         7,        11,         0,         0,    72.317,        73,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1796.23,         5,         8,        21,    549535,      4477,    80.756,       221,    29.691,       192,   39967.2,        72,     39899,        51,        11,        12,         0,         0,    65.737,        92,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1681.87,         5,         5,        17,    232137,      1196,    55.895,       169,    11.059,        60,   30665.3,        42,     30630,        35,         7,        16,         0,         0,    70.319,        90,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1511.16,         3,         6,        15,    477243,      2275,     47.37,       154,    22.735,       151,   37307.2,        65,     37259,        39,         6,         5,         0,         0,    48.883,        67,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   882.064,         6,         6,        10,    114514,       464,    12.667,        37,     9.325,        68,    5995.6,        27,      5980,        11,         1,         2,         0,         0,     19.85,        27,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   784.798,         3,         5,        17,    183469,       520,    33.091,        70,    16.244,       107,     34899,        41,     34863,        34,         5,        14,         0,         0,    37.539,        55,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1240.93,         5,         5,        18,    103831,       374,     20.61,        78,    18.208,        55,     13299,        34,     13277,        23,         3,         8,         0,         0,    31.439,        55,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1236.26,         7,         8,        11,    306480,       954,    20.578,        68,    13.991,        98,   31718.6,        37,     31685,        29,         3,        11,         0,         0,    36.331,        42,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1807.79,         7,         7,        21,    719609,      3903,    70.687,       205,    54.962,       285,   84440.7,        87,     84328,        80,        12,        22,         0,         0,    89.757,        97,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   970.858,         5,         5,        10,   15635.2,        71,    12.252,        30,     2.038,        27,   16954.5,        19,     16943,        10,         0,         6,         0,         0,    55.572,        24,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,    1425.4,         2,         6,        28,    444113,      2329,    51.301,       141,    40.105,       218,   55549.1,        83,     55480,        65,         6,        10,         0,         0,    59.441,        80,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1471.25,         5,         5,        15,    108881,       918,    42.979,       149,     9.173,        67,   47246.5,        52,     47196,        36,         8,        10,         0,         0,    60.296,        77,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1250.48,         4,         6,        14,    184243,      1210,    29.069,        95,    15.521,       100,   13125.9,        40,     13090,        32,         2,         8,         0,         0,    37.652,        54,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   585.891,         5,         5,        10,   17688.5,        43,     5.876,        30,     1.774,        18,   9628.39,        27,      9617,         9,         2,         3,         0,         0,    11.201,        30,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   941.159,         6,         6,        11,    153954,       552,    31.574,        67,     6.644,        53,   14016.7,        25,     13997,        14,         2,         5,         0,         0,    19.972,        30,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1228.11,         5,         5,        12,    112958,       452,    24.838,        90,     5.081,        46,   8621.96,        29,      8602,        19,         3,         8,         0,         0,      25.9,        41,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1194.36,         4,         5,        12,    122116,       573,    15.364,        55,    10.362,        76,   14591.9,        31,     14566,        22,         1,         6,         0,         0,    25.904,        38,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,    1097.7,         5,         5,        10,    110818,       285,    22.458,        73,     2.156,        20,   6747.98,        17,      6738,        10,         2,         8,         0,         0,    15.808,        28,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1372.87,         8,         8,        16,    252624,      1992,    34.007,       120,    17.987,       134,   19416.2,        52,     19378,        35,         4,         8,         0,         0,    40.334,        60,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1308.62,         5,         6,        19,    502915,      1975,    37.194,       112,    30.331,       163,   43357.9,        56,     43300,        39,         7,         8,         0,         0,    52.576,        64,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   795.161,         5,         5,        10,    381244,       725,     21.08,        54,     3.074,        33,   21042.4,        25,     21022,        18,         2,         9,         0,         0,    21.037,        32,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1238.83,         5,         5,        17,   99205.8,       535,    26.801,       100,      6.94,        49,     21150,        37,     21121,        26,         3,        10,         0,         0,    37.632,        63,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1359.73,         3,         5,        14,    205365,       649,    32.019,       105,     8.354,        60,   33308.4,        40,     33275,        32,         6,        12,         0,         0,     41.56,        59,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   2140.91,        11,        11,        20,    646817,      6232,   105.969,       287,    54.893,       328,   60223.7,        78,     60149,        63,         6,        12,         0,         0,    58.414,        80,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1193.26,         5,         5,        13,    311469,       995,    33.745,        87,    11.416,        61,   22459.3,        45,     22421,        26,         6,         4,         0,         0,    37.924,        48,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1083.79,         5,         5,        12,    194965,       603,    29.183,       112,     5.972,        49,   13905.5,        44,     13883,        24,         6,        12,         0,         0,    32.833,        62,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1121.17,         6,         6,        12,    236714,      1068,     29.07,        88,    13.125,        80,     27755,        35,     27726,        25,         5,         9,         0,         0,    40.996,        44,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1488.27,         7,         7,        14,    177858,      1017,    26.183,       105,     10.54,        79,   18977.9,        31,     18955,        18,         1,         5,         0,         0,    32.021,        54,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   962.663,         7,         7,        11,   59920.2,       312,    16.718,        63,     5.869,        61,   8709.11,        30,      8692,        12,         2,         3,         0,         0,    26.586,        43,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1561.57,         6,         6,        16,    435186,      1699,    51.154,       165,     12.09,        84,     34413,        52,     34365,        43,         7,        17,         0,         0,    45.851,        67,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1317.96,         6,         6,        16,    196063,       898,    25.908,       100,     8.344,        59,   20912.1,        42,     20883,        26,         5,         6,         0,         0,    35.831,        53,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   786.832,         5,         5,        10,     83444,       225,    13.789,        46,      4.21,        37,   13811.6,        28,     13792,        17,         2,         7,         0,         0,    29.528,        43,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1079.07,         6,         6,        10,    213680,       579,    17.166,        59,     7.323,        53,    8136.3,        21,      8124,        12,         1,         5,         0,         0,    23.389,        36,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1466.24,         4,         5,        13,    324070,      1459,    31.445,       103,    12.162,        78,     19183,        33,     19157,        26,         5,        12,         0,         0,    28.369,        46,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   662.737,         5,         5,        10,   74134.2,       148,     8.364,        40,     1.792,        25,   7074.58,        27,      7064,         8,         1,         3,         0,         0,    11.477,        30,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1114.09,         5,         5,        14,   63499.7,       355,    27.664,        88,     5.279,        41,   20424.7,        38,     20400,        25,         4,         8,         0,         0,    35.627,        55,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1699.25,         4,         5,        17,    272382,      1313,    46.078,       153,    12.274,        79,   46469.5,        55,     46420,        52,         8,        20,         0,         0,    60.022,        85,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1784.74,         4,         5,        14,   98705.6,       717,    28.901,        92,    14.091,        90,   25076.3,        41,     25045,        33,         3,        10,         0,         0,    89.184,        56,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   407.185,         5,         5,        10,    543290,      1363,    21.293,        44,     3.286,        35,   5152.44,        26,      5137,        15,         3,         6,         0,         0,    31.544,        34,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1272.02,         7,         7,        13,    165019,       836,    27.918,       101,    13.977,        99,   23114.4,        42,     23085,        27,         8,         8,         0,         0,    36.767,        52,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1015.44,         5,         5,        13,    143114,       656,    28.162,        92,       7.3,        52,   30408.6,        50,     30378,        28,         9,         8,         0,         0,    42.503,        64,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1194.64,         6,         6,        14,    115157,       475,    25.521,        91,     6.853,        59,   27063.1,        36,     27034,        25,         2,        11,         0,         0,    38.657,        61,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1027.91,         5,         5,        12,   93758.3,       429,    35.277,        90,     5.361,        42,   25040.3,        30,     25014,        26,         3,        13,         0,         0,    32.688,        38,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1546.11,         6,         6,        15,    272061,      1249,    44.596,       134,    12.664,        75,   34674.1,        49,     34632,        32,         9,         9,         0,         0,     51.48,        62,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1294.05,         6,         6,        12,    363625,       809,    30.089,       102,    15.417,        91,   50781.5,        53,     50735,        40,         6,        14,         0,         0,    49.475,        70,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1145.45,         6,         6,        10,    109454,       550,    26.463,        60,     6.654,        49,   6178.22,        25,      6165,        13,         2,         3,         0,         0,    34.492,        41,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   949.611,         5,         5,        13,   94235.6,       345,    26.786,        71,      4.82,        36,   29587.3,        35,     29560,        29,         3,        13,         0,         0,    34.451,        57,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1099.84,         3,         6,        13,    206087,       905,    30.758,       104,    10.556,        72,   17339.8,        37,     17311,        23,         2,         7,         0,         0,     28.62,        50,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   957.267,         4,         5,        13,    297891,       466,    26.463,        76,     4.665,        47,     20902,        32,     20880,        19,         4,         6,         0,         0,    24.403,        36,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1474.79,         4,         5,        18,    384350,      1898,    45.884,       120,    11.035,        78,   34624.7,        44,     34586,        29,         5,         8,         0,         0,    56.355,        66,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1539.07,         6,         6,        14,    189649,       877,    40.894,       150,    12.371,        89,   27813.1,        40,     27787,        25,         4,         7,         0,         0,    33.484,        51,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1066.72,         5,         5,        12,    128666,       556,     26.05,        71,     6.167,        45,   27384.7,        38,     27355,        26,         4,         8,         0,         0,     38.12,        46,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1111.18,         6,         6,        14,    209763,       600,    25.591,        84,    10.498,        68,   34012.4,        37,     33974,        27,         5,         9,         0,         0,    50.442,        58,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1113.75,         5,         5,        18,    181870,       485,    28.342,        78,     7.428,        56,   39918.8,        38,     39885,        32,         5,        13,         0,         0,    45.075,        53,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,      1011,         4,         5,        13,   82331.6,       346,    20.509,        68,     7.031,        51,   18426.2,        38,     18403,        19,         5,         3,         0,         0,    41.037,        51,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   693.053,         5,         5,        10,    122032,       120,    11.227,        33,     1.342,        20,   3897.44,        22,      3886,         9,         1,         3,         0,         0,    10.025,        24,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1122.38,         6,         6,        11,   78064.1,       398,    20.548,        73,     6.815,        49,   15896.1,        36,     15873,        21,         4,         9,         0,         0,    32.142,        51,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1095.79,         6,         6,        12,    168411,       809,    36.492,        98,    11.396,        84,   17142.6,        43,     17117,        22,         3,         5,         0,         0,    29.944,        47,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   896.042,         3,         5,        17,   67271.2,       312,    19.506,        64,     9.126,        52,   17767.9,        41,     17739,        25,         5,         6,         0,         0,    25.133,        43,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   957.112,         5,         5,        11,    206628,       535,    25.228,        59,     5.247,        31,   22452.4,        32,     22426,        22,         6,         9,         0,         0,    37.691,        45,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1099.47,         6,         6,        13,   94399.1,       677,    22.672,        87,    10.395,        68,     23008,        41,     22973,        24,         5,         5,         0,         0,    25.437,        40,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1066.26,         5,         5,        17,   37626.1,       283,    19.319,        72,     8.284,        61,   26819.4,        38,     26794,        27,         3,         8,         0,         0,    33.823,        45,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1339.06,         2,         5,        18,   73749.8,      1050,    42.187,       117,    14.109,        84,   8623.91,        57,      8585,        38,         8,         6,         0,         0,    42.097,        56,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1453.46,         7,         7,        16,    104481,      1110,    85.205,       138,    38.648,       146,   31186.7,        61,     31138,        47,         5,        12,         0,         0,    53.428,        80,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   646.038,         5,         5,        12,    301017,       339,    10.715,        36,     4.743,        37,    6813.9,        27,      6799,        14,         2,         2,         0,         0,    18.013,        32,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1386.04,         5,         6,        13,    286266,      1194,    41.101,       142,    14.774,        96,   20918.2,        51,     20876,        44,         7,        17,         0,         0,    41.634,        60,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1068.99,         6,         6,        12,   75396.3,       444,    16.699,        66,     9.794,        70,   14321.1,        39,     14294,        20,         5,         4,         0,         0,    29.424,        52,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1728.86,         4,         5,        21,    199930,      1869,     53.13,       221,    22.947,       135,   45821.6,        69,     45761,        55,         8,        19,         0,         0,    71.503,       115,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1551.61,         5,         5,        16,    199107,      1623,    48.524,       148,    11.067,        80,     12577,        51,     12536,        43,         7,        15,         0,         0,    66.582,        81,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1329.88,         6,         6,        15,    220533,      1311,    32.577,       112,    15.062,       106,   36707.7,        46,     36667,        32,         5,         9,         0,         0,    38.114,        56,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   2062.76,         4,         6,        22,    459253,      3475,     93.51,       253,    37.197,       237,   84132.8,       100,     84054,        77,        12,        21,         0,         0,   102.379,       130,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
         5,   1039.52,         5,         5,        12,   67327.1,       257,    16.602,        61,     5.851,        43,   12909.8,        30,     12889,        22,         2,         8,         0,         0,    22.995,        37,    581695,    417740,    188905,    318140,    134320,         0,         0,     10918,      8385,    109171
